id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
266,4.894E6,11.014,237.10205,237.10307,0.9,9,0,0.789,2.5,0.00059,0.0395,0,10.9148,11.12,237.10256,8.532E6,3.307E7,3.307E7,4.345E6,11.0184,237.10212,237.10307,0.2203,10.9234,11.1177,ESTIMATED,237.10231,1.175E7,2.859E7,1.0461,1.0231,2.859E7,4.121E6,11.0134,237.10191,237.10297,0.1727,10.9215,11.117,ESTIMATED,237.10246,1.022E7,2.911E7,1.1283,1.0642,2.911E7,4.281E6,11.0277,237.10217,237.10321,0.2139,10.9148,11.1121,ESTIMATED,237.10267,1.338E7,2.693E7,0.7474,0.8737,2.693E7,4.061E6,11.0342,237.10219,237.10323,0.1891,10.9224,11.119,ESTIMATED,237.1025,1.211E7,2.781E7,0.7573,0.8787,2.781E7,4.894E6,11.0117,237.1021,237.10315,0.1726,10.9202,11.1197,ESTIMATED,237.10231,1.28E7,3.307E7,1.18,1.09,3.307E7,4.775E6,11.002,237.10205,237.10307,0.1662,10.9211,11.1179,ESTIMATED,237.10281,1.109E7,3.292E7,1.4327,1.2163,3.292E7,4.344E6,11.0273,237.10214,237.10318,0.1873,10.9205,11.1172,ESTIMATED,237.10237,1.185E7,2.833E7,0.8421,0.921,2.833E7,4.156E6,11.0098,237.10196,237.103,0.1843,10.9224,11.118,ESTIMATED,237.10245,1.034E7,2.795E7,1.2372,1.1186,2.795E7,4.231E6,11.0004,237.10279,237.10295,0.1808,10.9208,11.1183,ESTIMATED,237.10287,9.482E6,2.86E7,1.4807,1.2404,2.86E7,4.246E6,10.9948,237.10281,237.10299,0.1724,10.9207,11.12,ESTIMATED,237.1029,8.532E6,2.811E7,1.6909,1.3454,2.811E7
267,1.598E6,11.0173,282.16018,282.16041,0.9,9,0,0.859,1.29,0.00037,0.0323,0,10.9148,11.12,282.16032,2.239E6,1.069E7,1.069E7,1.394E6,11.0184,282.16025,282.16052,0.1765,10.9234,11.1177,ESTIMATED,282.1604,3.896E6,9.367E6,1.0461,1.0231,9.367E6,1.172E6,11.0134,282.16005,282.16024,0.1602,10.9215,11.117,ESTIMATED,282.16014,2.924E6,8.3E6,1.1283,1.0642,8.3E6,1.299E6,11.0406,282.16036,282.16055,0.2,10.9148,11.1121,ESTIMATED,282.16046,4.212E6,8.152E6,0.5688,0.7844,8.152E6,1.161E6,11.031,282.16038,282.16059,0.1762,10.9224,11.119,ESTIMATED,282.1605,3.145E6,7.996E6,0.8097,0.9049,7.996E6,1.598E6,11.0085,282.16029,282.16055,0.194,10.9202,11.1197,ESTIMATED,282.16043,4.337E6,1.062E7,1.2597,1.1299,1.062E7,1.597E6,10.9987,282.16018,282.16041,0.1767,10.9211,11.1179,ESTIMATED,282.16026,3.644E6,1.069E7,1.5343,1.2672,1.069E7,1.306E6,11.0175,282.16036,282.1606,0.1844,10.9205,11.1172,ESTIMATED,282.16047,3.475E6,8.662E6,1.0285,1.0143,8.662E6,1.305E6,11.0131,282.16011,282.16027,0.1638,10.9224,11.118,ESTIMATED,282.16019,3.146E6,9.059E6,1.1575,1.0788,9.059E6,1.229E6,11.0074,282.15998,282.16127,0.1722,10.9208,11.1183,ESTIMATED,282.16013,2.773E6,8.385E6,1.2808,1.1404,8.385E6,1.269E6,11.0244,282.16001,282.16133,0.1821,10.9207,11.12,ESTIMATED,282.16018,2.239E6,8.519E6,0.9214,0.9607,8.519E6
268,9.323E5,11.3694,500.16422,500.16536,0.1,1,0,0.944,0,0,0,0,11.1718,11.3914,500.16467,1.745E4,8.35E6,8.35E6,4.694E4,11.3721,500.16473,500.16498,0.0302,11.3532,11.3753,ESTIMATED,500.16485,2.035E6,3.031E6,0.1675,0.5837,3.031E6,1.577E2,11.3853,500.16471,500.16484,0.0138,11.3822,11.3914,ESTIMATED,500.16472,2.365E4,2.76E4,1.9969,1.4985,2.76E4,2.686E5,11.3774,500.16236,500.16533,0.1164,11.3462,11.3899,ESTIMATED,500.16485,5.273E6,7.059E6,0.3983,0.6992,7.059E6,9.323E5,11.2923,500.1624,500.16558,0.11,11.1718,11.367,ESTIMATED,500.16484,9.685E5,8.35E6,0.6085,0.8096,8.35E6,1.397E5,11.3911,500.16484,500.16516,0.0332,11.3692,11.3911,ESTIMATED,500.16497,6.178E6,7.332E6,,0.5,7.332E6,3.158E4,11.386,500.16422,500.16536,0.0276,11.2887,11.3891,ESTIMATED,500.16465,1.745E4,1.011E6,0.041,0.5192,1.011E6,1.516E5,11.329,500.16235,500.16516,0.0657,11.3132,11.3384,ESTIMATED,500.16392,6.385E6,7.212E6,0.6,0.8,7.212E6,5.69E3,11.3802,500.16433,500.16521,0.0133,11.3586,11.3833,ESTIMATED,500.16473,2.004E5,3.801E5,0.1427,0.5714,3.801E5,1.178E4,11.3909,500.16405,500.16519,0.0209,11.3228,11.3909,ESTIMATED,500.16457,2.208E4,4.642E5,,0.5,4.642E5,1.639E4,11.3898,500.16429,500.16513,0.022,11.3213,11.3898,ESTIMATED,500.16456,5.914E4,6.112E5,,0.5,6.112E5
269,1.446E7,11.3677,302.24726,302.24884,0.2,2,0,0.898,0.26,0.00008,0.0434,0,11.3348,11.5574,302.24817,4.081E4,1.199E8,1.199E8,6.373E5,11.335,302.24733,302.24887,0.0362,11.335,11.5317,ESTIMATED,302.24822,1.954E5,1.494E7,,,1.494E7,1.446E7,11.4129,302.24722,302.2487,0.1433,11.3606,11.5574,ESTIMATED,302.24806,1.781E7,1.122E8,2.8405,1.8846,1.122E8,9.729E4,11.3393,302.24672,302.24898,0.0268,11.3362,11.5319,ESTIMATED,302.24838,9.625E4,2.081E6,38.1612,27.0262,2.081E6,8.962E3,11.4563,302.24675,302.24901,0.0843,11.4347,11.5569,ESTIMATED,302.24814,4.081E4,1.134E5,4.6548,2.8274,1.134E5,2.77E5,11.3375,302.24722,302.24888,0.0244,11.3375,11.5334,ESTIMATED,302.24806,1.634E5,7.225E6,,,7.225E6,1.05E7,11.3428,302.24726,302.24884,0.1415,11.3348,11.5321,ESTIMATED,302.24816,3.464E6,1.199E8,18.1793,11.4144,1.199E8,2.977E4,11.3353,302.24686,302.2489,0.0254,11.3353,11.4792,ESTIMATED,302.24772,7.494E4,6.156E5,,,6.156E5,1.126E7,11.3802,302.24723,302.24877,0.1179,11.3369,11.5322,ESTIMATED,302.24788,6.546E6,1.067E8,3.0715,2.2782,1.067E8,1.27E7,11.3694,302.24843,302.24868,0.1201,11.3352,11.5328,ESTIMATED,302.24857,8.658E6,1.123E8,4.5217,2.8795,1.123E8,1.102E7,11.3681,302.24733,302.2487,0.1014,11.3368,11.5324,ESTIMATED,302.24856,7.139E6,1.074E8,4.438,2.9425,1.074E8
270,7.418E4,11.5932,399.07531,399.07725,0.2,2,0,0.908,0.17,0.00007,0.0396,0,11.451,11.6543,399.07699,1.443E4,1.401E6,1.401E6,4.968E4,11.6268,399.07679,399.07761,0.3248,11.4932,11.6522,ESTIMATED,399.07715,5.158E4,5.256E5,0.1994,0.5978,5.256E5,2.332E3,11.6541,399.07657,399.07734,0.015,11.6085,11.6541,ESTIMATED,399.07687,1.443E4,1.113E5,,0.5,1.113E5,7.373E4,11.535,399.07684,399.07746,0.141,11.4527,11.6478,ESTIMATED,399.07713,1.577E5,5.762E5,1.371,1.1855,5.762E5,3.305E4,11.4594,399.07652,399.07769,0.0493,11.4563,11.6488,ESTIMATED,399.07715,2.414E4,5.05E5,48.3978,30.014,5.05E5,7.418E4,11.5746,399.07525,399.07746,0.1611,11.451,11.6475,ESTIMATED,399.07706,6.415E4,6.109E5,0.604,0.7953,6.109E5,5.87E4,11.6511,399.07531,399.07725,0.0367,11.5135,11.6543,ESTIMATED,399.07691,1.476E4,1.401E6,0.0364,0.5152,1.401E6,5.903E4,11.4792,399.07671,399.07759,0.1064,11.4573,11.653,ESTIMATED,399.07712,4.701E4,5.747E5,7.072,4.4179,5.747E5,2.713E4,11.6497,399.0766,399.07738,0.0247,11.5447,11.6529,ESTIMATED,399.07689,1.774E4,8.507E5,0.0479,0.5174,8.507E5,1.892E4,11.6539,399.07658,399.07759,0.029,11.5546,11.6539,ESTIMATED,399.07678,1.46E4,6.106E5,,0.5,6.106E5,3.866E4,11.6485,399.07664,399.07736,0.0251,11.5447,11.6517,ESTIMATED,399.07686,2.258E4,1.127E6,0.0447,0.5165,1.127E6
271,5.761E6,11.6031,296.14631,296.1469,0.2,2,0,0.933,0.1,0.00003,0.0048,0,11.4605,11.6621,296.14682,1.347E4,4.473E7,4.473E7,4.355E6,11.6331,296.14673,296.14701,0.1307,11.4646,11.6617,ESTIMATED,296.14689,1.466E6,4.084E7,0.2041,0.5886,4.084E7,6.175E4,11.6607,296.14618,296.14691,0.0218,11.5387,11.6607,ESTIMATED,296.14667,1.448E4,2.29E6,,0.5,2.29E6,5.216E6,11.5603,296.14681,296.14706,0.138,11.4621,11.6579,ESTIMATED,296.14693,8.961E6,4.108E7,0.9948,0.9974,4.108E7,2.141E6,11.4655,296.14683,296.1471,0.0621,11.4655,11.6621,ESTIMATED,296.14694,6.124E5,3.485E7,,,3.485E7,5.761E6,11.565,296.14673,296.14707,0.1501,11.4605,11.6572,ESTIMATED,296.1469,6.185E6,4.473E7,0.8838,0.941,4.473E7,8.428E5,11.6607,296.14631,296.1469,0.0474,11.4636,11.6607,ESTIMATED,296.14677,4.154E4,1.861E7,,0.5,1.861E7,4.162E6,11.5041,296.14681,296.1471,0.2014,11.4636,11.6597,ESTIMATED,296.14693,2.067E6,3.8E7,3.5361,2.466,3.8E7,4.48E5,11.6594,296.14616,296.14691,0.0314,11.4765,11.6594,ESTIMATED,296.14672,1.736E4,1.088E7,,0.5,1.088E7,3.516E5,11.6605,296.14632,296.14796,0.0331,11.4894,11.6605,ESTIMATED,296.14678,2.208E4,9.66E6,,0.5,9.66E6,6.984E5,11.6614,296.14638,296.14771,0.0356,11.4765,11.6614,ESTIMATED,296.14668,1.347E4,1.523E7,,0.5,1.523E7
272,4.552E4,11.8301,484.12158,484.12396,0.3,3,0,0.886,0.52,0.00025,0.0612,0,11.7021,11.9091,484.12326,5.637E3,4.521E5,4.521E5,3.892E4,11.8259,484.12296,484.12421,0.1149,11.7253,11.9077,ESTIMATED,484.12343,2.127E4,3.717E5,0.7847,0.9062,3.717E5,4.553E3,11.8987,484.12195,484.12377,0.0218,11.8374,11.8987,ESTIMATED,484.12298,1.579E4,1.945E5,,0.5,1.945E5,3.979E4,11.7647,484.1229,484.12422,0.1201,11.7112,11.8991,ESTIMATED,484.12368,1.689E4,3.672E5,2.4133,1.7547,3.672E5,2.349E4,11.7021,484.12251,484.12424,0.0681,11.7021,11.8708,ESTIMATED,484.12355,5.637E3,3.972E5,,,3.972E5,4.552E4,11.8111,484.12274,484.12475,0.1083,11.7114,11.9091,ESTIMATED,484.12359,6.642E4,4.004E5,0.8694,0.9918,4.004E5,2.395E4,11.885,484.12158,484.12396,0.0543,11.7697,11.898,ESTIMATED,484.12307,1.167E4,3.872E5,0.1333,0.5652,3.872E5,3.37E4,11.7417,484.12293,484.1246,0.1452,11.703,11.8627,ESTIMATED,484.12362,1.093E4,4.062E5,2.8699,2.1321,4.062E5,1.73E4,11.8849,484.12163,484.12382,41.1064,11.7888,11.8979,ESTIMATED,484.12296,1.863E4,3.6E5,0.1548,0.5698,3.6E5,1.327E4,11.8914,484.12229,484.12365,0.0507,11.8019,11.8979,ESTIMATED,484.12288,1.375E4,3.152E5,0.088,0.5381,3.152E5,2.082E4,11.8949,484.12223,484.12373,0.0463,11.7767,11.8981,ESTIMATED,484.12284,1.061E4,4.521E5,0.0327,0.5139,4.521E5
273,3.383E6,11.9388,381.25329,381.25539,0.7,7,0,0.84,1.66,0.00063,0.0468,0,11.8528,12.0599,381.25411,3.077E6,2.568E7,2.568E7,2.698E6,11.9402,381.25341,381.25547,0.1577,11.862,12.0582,ESTIMATED,381.25413,5.745E6,2.037E7,1.5099,1.255,2.037E7,2.818E6,11.9052,381.25309,381.25515,0.1333,11.8538,12.0486,ESTIMATED,381.25364,3.077E6,2.297E7,2.8923,1.8969,2.297E7,2.831E6,11.9746,381.25348,381.25552,0.1527,11.8607,12.0569,ESTIMATED,381.25392,4.766E6,2.091E7,0.7231,0.8615,2.091E7,2.845E6,11.961,381.25347,381.25565,0.1376,11.8608,12.0578,ESTIMATED,381.25398,4.091E6,2.193E7,0.9661,0.9831,2.193E7,3.34E6,11.9545,381.2534,381.25374,0.1616,11.8614,12.057,ESTIMATED,381.25359,6.974E6,2.548E7,1.1018,1.0509,2.548E7,3.154E6,11.9303,381.25329,381.25539,0.1331,11.8624,12.0581,ESTIMATED,381.2542,4.551E6,2.473E7,1.992,1.4417,2.473E7,2.908E6,11.9695,381.25348,381.25549,0.1467,11.8627,12.0599,ESTIMATED,381.25368,4.853E6,2.236E7,0.8462,0.9231,2.236E7,2.769E6,11.9278,381.25316,381.25533,0.1484,11.8623,12.0588,ESTIMATED,381.25422,3.618E6,2.108E7,2.3459,1.5015,2.108E7,2.82E6,11.9174,381.25322,381.25526,0.1549,11.8528,12.0503,ESTIMATED,381.25494,3.896E6,2.143E7,2.3883,1.5287,2.143E7,3.383E6,11.9077,381.25316,381.25529,0.1475,11.8532,12.0508,ESTIMATED,381.25483,5.143E6,2.568E7,2.6225,1.8113,2.568E7
274,2.642E6,11.9417,495.92602,495.9268,0.2,2,0,0.905,0.14,0.00007,0.0485,0,11.8703,12.0786,495.92664,1.468E5,2.158E7,2.158E7,2.012E6,11.9402,495.92633,495.92703,0.1212,11.8815,12.0779,ESTIMATED,495.92677,1.222E6,1.757E7,2.1827,1.9907,1.757E7,5.851E5,11.8794,495.92587,495.92666,0.0351,11.8794,12.0779,ESTIMATED,495.92639,1.468E5,1.232E7,,,1.232E7,2.183E6,12.003,495.92644,495.92712,0.1424,11.8703,12.0697,ESTIMATED,495.92692,1.805E6,1.731E7,0.5127,0.7513,1.731E7,1.163E6,12.0517,495.92614,495.92707,0.0881,11.8809,12.0762,ESTIMATED,495.92687,1.717E5,1.404E7,0.2208,0.5933,1.404E7,2.642E6,11.9545,495.92654,495.92713,0.134,11.871,12.0699,ESTIMATED,495.92685,3.839E6,2.158E7,1.4978,1.1911,2.158E7,1.322E6,11.9044,495.92602,495.9268,0.122,11.8818,12.0777,ESTIMATED,495.92656,3.439E5,1.918E7,4.7949,3.9938,1.918E7,1.798E6,12.0351,495.92641,495.92712,0.1189,11.879,12.0786,ESTIMATED,495.92687,6.017E5,1.619E7,0.3415,0.646,1.619E7,1.019E6,11.8817,495.92581,495.92672,0.0507,11.8817,12.0786,ESTIMATED,495.92646,2.09E5,1.731E7,,,1.731E7,8.031E5,11.8817,495.92558,495.92899,0.0445,11.8817,12.0763,ESTIMATED,495.92635,1.666E5,1.493E7,,,1.493E7,1.145E6,11.8853,495.92563,495.92877,0.0706,11.8788,12.0768,ESTIMATED,495.92633,2.237E5,1.819E7,17.4196,11.7431,1.819E7
275,9.908E5,12.1218,471.26474,471.26583,0.2,2,0,0.91,0.18,0.00009,0.0351,0,11.941,12.1675,471.26526,8.011E3,9.41E6,9.41E6,7.381E5,12.14,471.26494,471.26575,0.2768,11.9694,12.1659,ESTIMATED,471.26546,1.576E5,8.5E6,0.2144,0.5895,8.5E6,2.146E4,12.1666,471.26427,471.26557,0.0181,12.0617,12.1666,ESTIMATED,471.26487,9.827E3,8.012E5,,0.5,8.012E5,8.414E5,12.0857,471.26523,471.26585,0.111,11.9429,12.1374,ESTIMATED,471.26562,5.618E5,8.213E6,0.412,0.592,8.213E6,5.836E5,11.9957,471.26488,471.2661,0.0757,11.9705,12.1667,ESTIMATED,471.26556,1.241E5,7.405E6,4.3861,3.0417,7.405E6,9.908E5,12.1123,471.26515,471.26592,0.1145,11.9705,12.1668,ESTIMATED,471.26559,5.842E5,9.41E6,0.4452,0.6983,9.41E6,2.561E5,12.1664,471.26474,471.26583,0.046,11.9692,12.1664,ESTIMATED,471.26515,8.011E3,4.988E6,,0.5,4.988E6,7.949E5,12.0506,471.26525,471.26574,0.1309,11.941,12.1381,ESTIMATED,471.26553,1.152E6,6.25E6,0.834,0.8991,6.25E6,1.442E5,12.1665,471.26443,471.26557,0.0317,11.9865,12.1665,ESTIMATED,471.26498,1.02E4,3.214E6,,0.5,3.214E6,1.372E5,12.1675,471.26448,471.26778,0.3483,11.9883,12.1675,ESTIMATED,471.26492,8.499E3,3.099E6,,0.5,3.099E6,1.835E5,12.1664,471.2645,471.26684,0.0367,11.982,12.1664,ESTIMATED,471.26488,1.065E4,3.985E6,,0.5,3.985E6
276,1.024E7,12.2238,313.17324,313.17415,0.2,2,0,0.862,0.66,0.00021,0.0496,0,12.0667,12.2787,313.1739,1.067E4,9.712E7,9.712E7,4.963E6,12.2614,313.17394,313.17429,0.0465,12.0681,12.2645,ESTIMATED,313.17415,4.409E5,9.712E7,0.029,0.512,9.712E7,6.032E3,12.2655,313.17315,313.17415,0.0276,12.1934,12.2655,ESTIMATED,313.17361,1.067E4,2.479E5,,0.5,2.479E5,1.024E7,12.1909,313.17413,313.17437,0.139,12.0825,12.2787,ESTIMATED,313.17425,1.218E7,8.002E7,0.7501,0.9054,8.002E7,7.892E6,12.0854,313.17411,313.17438,0.4619,12.067,12.2639,ESTIMATED,313.17427,2.789E6,8.239E7,7.6361,4.978,8.239E7,9.08E6,12.2355,313.17273,313.1743,0.3126,12.0667,12.2639,ESTIMATED,313.17326,2.573E6,9.404E7,0.2157,0.5937,9.404E7,1.691E5,12.2637,313.17324,313.17415,0.031,12.0875,12.2637,ESTIMATED,313.17395,1.213E4,4.792E6,,0.5,4.792E6,9.645E6,12.1412,313.17287,313.17437,0.1443,12.0817,12.2777,ESTIMATED,313.17404,9.778E6,7.79E7,2.2555,1.6459,7.79E7,8.194E4,12.2648,313.17304,313.17415,0.0243,12.1247,12.2648,ESTIMATED,313.17385,1.353E4,2.648E6,,0.5,2.648E6,6.322E4,12.2657,313.17314,313.17536,0.0235,12.1353,12.2657,ESTIMATED,313.17374,1.455E4,2.163E6,,0.5,2.163E6,1.244E5,12.2639,313.17266,313.17415,0.0223,12.109,12.2639,ESTIMATED,313.17383,1.258E4,4.179E6,,0.5,4.179E6
277,8.901E6,12.1889,264.1745,264.17579,0.4,4,0,0.672,3.14,0.00083,0.0701,0,12.1432,12.3595,264.1749,3.405E4,7.731E7,7.731E7,9.465E5,12.1432,264.17454,264.17577,0.048,12.1432,12.3413,ESTIMATED,264.17481,1.575E5,1.795E7,,,1.795E7,8.074E6,12.2903,264.17441,264.17559,0.1336,12.1633,12.3586,ESTIMATED,264.17454,5.138E6,6.801E7,0.5719,0.7598,6.801E7,1.603E5,12.1437,264.17454,264.1759,0.0258,12.1437,12.3421,ESTIMATED,264.1748,7.068E4,4.525E6,,,4.525E6,1.292E4,12.1574,264.17454,264.17598,0.0903,12.145,12.2605,ESTIMATED,264.17522,3.405E4,1.876E5,8.3493,4.6747,1.876E5,4.402E5,12.1445,264.17443,264.17487,0.0304,12.1445,12.3418,ESTIMATED,264.17474,9.539E4,1.124E7,,,1.124E7,7.711E6,12.1845,264.1745,264.17579,0.1153,12.1444,12.3425,ESTIMATED,264.17481,4.51E6,7.11E7,3.6752,2.4871,7.11E7,3.844E4,12.1443,264.17453,264.17597,0.0215,12.1443,12.3425,ESTIMATED,264.17479,3.624E4,8.643E5,,,8.643E5,8.087E6,12.2328,264.17446,264.17566,0.16,12.1601,12.3595,ESTIMATED,264.17462,6.493E6,6.719E7,1.6906,1.4375,6.719E7,8.162E6,12.2276,264.1745,264.17566,0.1363,12.1611,12.3571,ESTIMATED,264.17537,9.056E6,6.434E7,2.646,1.4732,6.434E7,8.901E6,12.2202,264.17447,264.17571,0.1354,12.1601,12.3584,ESTIMATED,264.17535,5.928E6,7.731E7,2.153,1.6322,7.731E7
278,1.887E6,12.3098,531.15575,531.15916,0.5,5,0,0.798,2.55,0.00136,0.0325,0,12.2495,12.4498,531.15677,3.064E5,1.676E7,1.676E7,1.52E6,12.3444,531.15575,531.15644,0.1304,12.2521,12.449,ESTIMATED,531.15615,2.224E6,1.24E7,1.808,1.0666,1.24E7,1.214E6,12.2537,531.1555,531.15882,0.074,12.2506,12.4486,ESTIMATED,531.156,3.064E5,1.463E7,44.8857,26.7757,1.463E7,1.683E6,12.3325,531.15604,531.15946,0.1249,12.2501,12.4472,ESTIMATED,531.15684,2.175E6,1.348E7,1.268,1.1957,1.348E7,1.887E6,12.365,531.15616,531.15958,0.1316,12.2533,12.4498,ESTIMATED,531.15751,2.353E6,1.539E7,0.7341,0.8794,1.539E7,1.65E6,12.3512,531.15593,531.15651,0.1237,12.2509,12.4486,ESTIMATED,531.15625,2.789E6,1.362E7,0.9712,0.9856,1.362E7,1.191E6,12.2764,531.15575,531.15916,0.0997,12.251,12.4459,ESTIMATED,531.15649,6.564E5,1.251E7,5.4963,3.8201,1.251E7,1.837E6,12.3522,531.15607,531.15938,0.1326,12.2513,12.4469,ESTIMATED,531.15639,1.899E6,1.45E7,0.8596,0.9696,1.45E7,1.34E6,12.2711,531.15545,531.15896,0.1023,12.2516,12.447,ESTIMATED,531.15612,5.753E5,1.394E7,6.9487,4.8621,1.394E7,1.239E6,12.2815,531.15558,531.15904,0.064,12.2495,12.4479,ESTIMATED,531.15805,4.059E5,1.372E7,4.2225,2.7723,1.372E7,1.321E6,12.2702,531.15568,531.15916,0.0998,12.2515,12.4481,ESTIMATED,531.15787,5.395E5,1.676E7,6.5535,4.9716,1.676E7
