id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height
540,6.53E4,10.9081,499.2237,499.22733,1,10,0,0.891,1.24,0.00062,0.3044,0,10.553,11.1496,499.22645,7.288E3,4.513E5,4.513E5,5.877E4,11.0386,499.22279,499.2275,0.1364,10.8718,11.1485,ESTIMATED,499.2264,1.522E4,4.138E5,0.6675,0.863,4.138E5,5.566E4,10.9883,499.22347,499.22811,0.1458,10.7858,11.1074,ESTIMATED,499.22643,1.524E4,3.896E5,0.7737,0.8034,3.896E5,6.53E4,10.973,499.2237,499.22733,0.1489,10.7779,11.0989,ESTIMATED,499.22661,1.604E4,4.513E5,0.6719,0.829,4.513E5,5.261E4,10.8028,499.22323,499.22852,0.1665,10.553,10.9272,ESTIMATED,499.22624,7.288E3,3.271E5,0.4798,0.7601,3.271E5,5.197E4,10.8359,499.22401,499.22773,0.1352,10.6343,10.9728,ESTIMATED,499.2268,1.039E4,3.561E5,0.6717,1.1008,3.561E5,5.17E4,10.7342,499.22402,499.22764,0.1328,10.553,10.8736,ESTIMATED,499.22654,1.348E4,3.428E5,0.7332,0.8666,3.428E5,6.246E4,10.8473,499.22375,499.22758,0.1489,10.7025,11.0378,ESTIMATED,499.22618,9.827E3,4.276E5,1.0504,1.2234,4.276E5,5.177E4,10.8904,499.22365,499.2276,0.137,10.704,11.0348,ESTIMATED,499.22636,9.589E3,3.42E5,1.0441,0.9148,3.42E5,5.697E4,10.9834,499.22359,499.22732,0.1609,10.7849,11.1274,ESTIMATED,499.22649,1.27E4,3.57E5,0.6961,0.904,3.57E5,5.866E4,10.9876,499.22342,499.22938,0.1623,10.7897,11.1496,ESTIMATED,499.22643,1.245E4,3.709E5,0.8941,0.9664,3.709E5
541,6.429E6,11.014,237.10199,237.1031,1,10,0,0.873,2.52,0.0006,0.0395,0,10.7206,11.3109,237.10255,2.813E4,3.307E7,3.307E7,5.206E6,11.0134,237.10178,237.10302,0.1727,10.7223,11.2437,ESTIMATED,237.10241,6.224E4,2.911E7,0.9157,0.9581,2.911E7,5.484E6,10.9948,237.10191,237.10315,0.1838,10.7206,11.2528,ESTIMATED,237.10288,1.015E5,2.811E7,1.0401,1.0092,2.811E7,6.134E6,11.002,237.10199,237.1031,0.1742,10.7221,11.2578,ESTIMATED,237.10275,1.2E5,3.292E7,0.9839,0.9979,3.292E7,5.67E6,11.0273,237.10209,237.10345,0.2097,10.732,11.3101,ESTIMATED,237.10235,2.813E4,2.833E7,0.8433,0.9503,2.833E7,5.655E6,11.0277,237.10217,237.10324,0.2052,10.7302,11.3047,ESTIMATED,237.10266,6.269E4,2.693E7,0.8152,0.9268,2.693E7,5.317E6,11.0342,237.10216,237.10368,0.1891,10.7219,11.3109,ESTIMATED,237.10255,4.642E4,2.781E7,0.8167,0.9192,2.781E7,6.429E6,11.0117,237.10197,237.10325,0.187,10.7209,11.2877,ESTIMATED,237.10229,7.096E4,3.307E7,0.9385,0.9635,3.307E7,5.673E6,11.0184,237.10206,237.10317,0.1923,10.7224,11.2786,ESTIMATED,237.10229,4.839E4,2.859E7,0.8354,0.9472,2.859E7,5.362E6,11.0098,237.10194,237.10311,0.1918,10.7228,11.2621,ESTIMATED,237.10245,1E5,2.795E7,0.8954,0.9439,2.795E7,5.494E6,11.0004,237.10189,237.10318,0.183,10.7214,11.2509,ESTIMATED,237.10287,1.306E5,2.86E7,0.9473,0.9936,2.86E7
542,2.067E6,11.0173,282.15996,282.16151,1,10,0,0.901,1.31,0.00037,0.0418,0,10.7228,11.3197,282.16031,1.212E4,1.069E7,1.069E7,1.425E6,11.0134,282.15968,282.16143,0.1602,10.7379,11.3197,ESTIMATED,282.16014,1.294E4,8.3E6,1.0517,1.01,8.3E6,1.567E6,11.0244,282.15974,282.16141,0.1821,10.7237,11.2903,ESTIMATED,282.16017,1.223E4,8.519E6,0.7817,0.8879,8.519E6,1.967E6,10.9987,282.15996,282.16151,0.181,10.7375,11.3072,ESTIMATED,282.16026,1.687E4,1.069E7,1.113,1.0695,1.069E7,1.671E6,11.0175,282.1598,282.16067,0.1913,10.7687,11.3164,ESTIMATED,282.16046,2.076E4,8.662E6,0.987,1.0167,8.662E6,1.7E6,11.0406,282.15991,282.16172,0.2623,10.7701,11.3172,ESTIMATED,282.16046,1.616E4,8.152E6,0.7304,0.8814,8.152E6,1.492E6,11.031,282.15998,282.16173,0.1762,10.7527,11.3171,ESTIMATED,282.16049,1.212E4,7.996E6,0.9017,0.7619,7.996E6,2.067E6,11.0085,282.15999,282.16086,0.2096,10.7606,11.3188,ESTIMATED,282.16042,2.238E4,1.062E7,0.9967,1.0051,1.062E7,1.777E6,11.0184,282.16007,282.16164,0.1765,10.756,11.313,ESTIMATED,282.16039,1.528E4,9.367E6,0.8971,0.9604,9.367E6,1.606E6,11.0131,282.15981,282.16147,0.1638,10.7228,11.3153,ESTIMATED,282.16019,1.312E4,9.059E6,1.0493,1.5685,9.059E6,1.525E6,11.0074,282.15985,282.16138,0.1722,10.7245,11.3197,ESTIMATED,282.16012,1.312E4,8.385E6,0.9521,1.0022,8.385E6
543,6.64E5,10.7923,367.16625,367.16764,0.1,1,0,0.944,0,0,0,0,10.7606,11.2449,367.16706,1.603E4,1.349E7,1.349E7,5.975E3,11.0606,367.16608,367.16746,0.0544,11.0323,11.1202,ESTIMATED,367.16682,4.011E4,1.087E5,2.106,1.553,1.087E5,5.767E5,10.761,367.16623,367.16836,0.0406,10.761,11.0661,ESTIMATED,367.16685,4.56E4,1.174E7,,,1.174E7,6.261E5,10.7656,367.16625,367.16764,0.0397,10.7625,11.121,ESTIMATED,367.167,3.327E4,1.258E7,39.2519,19.9896,1.258E7,6.261E5,10.7626,367.16639,367.16763,0.0391,10.7626,11.1203,ESTIMATED,367.16727,3.307E4,1.25E7,,,1.25E7,6.269E5,10.7608,367.16598,367.16793,0.0368,10.7608,11.2449,ESTIMATED,367.16724,1.603E4,1.236E7,,,1.236E7,5.692E5,10.7619,367.16618,367.16772,0.038,10.7619,11.0701,ESTIMATED,367.16729,5.829E4,1.157E7,,,1.157E7,5.947E5,10.7636,367.16678,367.16748,0.039,10.7606,11.0346,ESTIMATED,367.1672,7.143E4,1.204E7,32.6657,20.3659,1.204E7,5.86E5,10.7622,367.16641,367.16753,0.0399,10.7622,11.1242,ESTIMATED,367.16716,3.039E4,1.177E7,,,1.177E7,6.64E5,10.7632,367.16637,367.16722,0.037,10.7632,11.0195,ESTIMATED,367.16692,6.596E4,1.349E7,,,1.349E7,5.929E5,10.7618,367.16619,367.16707,0.0375,10.7618,11.0202,ESTIMATED,367.16683,4.96E4,1.215E7,,,1.215E7
544,1.294E5,10.936,398.19346,398.1972,0.2,2,0,0.802,3.34,0.00133,0.0141,0,10.826,11.2603,398.19642,6.114E4,7.782E6,7.782E6,1.915E4,10.8439,398.19346,398.19701,0.0181,10.8408,10.8532,ESTIMATED,398.19692,1.821E6,2.308E6,3.0074,2.0037,2.308E6,8.392E3,10.8291,398.19346,398.1969,0.0062,10.826,10.8322,ESTIMATED,398.1969,2.703E6,2.703E6,1.0022,1.0011,2.703E6,8.66E3,10.8333,398.19346,398.1972,0.0062,10.8303,10.8364,ESTIMATED,398.1972,2.809E6,2.809E6,0.9978,0.9989,2.809E6,1.632E4,11.133,398.19078,398.19969,0.036,11.0469,11.1681,ESTIMATED,398.19413,6.609E4,2.125E5,0.4062,0.7031,2.125E5,2.484E4,10.8296,398.19346,398.19736,0.0064,10.8264,10.8328,ESTIMATED,398.19736,7.782E6,7.782E6,0.9961,0.9981,7.782E6,1.332E4,11.119,398.19078,398.1972,0.0607,11.0701,11.1684,ESTIMATED,398.1928,9.329E4,1.698E5,1.0115,1.0058,1.698E5,6.467E4,10.8505,398.19346,398.19737,0.0249,10.8473,10.8693,ESTIMATED,398.19726,2.769E6,4.094E6,5.9942,3.4971,4.094E6,1.294E5,10.8268,398.19346,398.19743,0.0274,10.8268,10.8615,ESTIMATED,398.19724,2.493E6,5.929E6,,,5.929E6,1.839E4,10.8375,398.19346,398.19703,0.0188,10.8344,10.844,ESTIMATED,398.19701,2.635E6,2.963E6,2.1273,1.5637,2.963E6,1.933E2,11.2572,398.19346,398.19741,0.0063,11.254,11.2603,ESTIMATED,398.19741,6.114E4,6.114E4,1.0045,1.0023,6.114E4
545,2.335E5,11.169,460.19707,460.19983,1,10,0,0.898,1.44,0.00066,0.0219,0,10.9688,11.2698,460.19942,5.774E3,1.826E6,1.826E6,2.116E5,11.1674,460.19694,460.19959,0.1208,11.0165,11.2692,ESTIMATED,460.19917,1.264E4,1.713E6,0.9333,0.903,1.713E6,2.099E5,11.164,460.19684,460.19974,0.133,10.9722,11.2684,ESTIMATED,460.19913,8.137E3,1.582E6,0.8711,0.7489,1.582E6,2.335E5,11.1768,460.19707,460.19983,0.1245,10.9859,11.2671,ESTIMATED,460.1993,9.222E3,1.826E6,0.6809,0.8284,1.826E6,2.029E5,11.1744,460.19731,460.20007,0.1323,11.0076,11.2691,ESTIMATED,460.19972,2.087E4,1.618E6,0.7534,0.8224,1.618E6,1.977E5,11.1677,460.19732,460.20266,0.1237,10.9824,11.2669,ESTIMATED,460.1997,7.045E3,1.52E6,0.8281,0.8605,1.52E6,2.066E5,11.1651,460.19702,460.20008,0.1777,11.0082,11.2673,ESTIMATED,460.19965,2.952E4,1.687E6,0.8995,0.8768,1.687E6,2.269E5,11.1653,460.19722,460.20006,0.1233,10.9688,11.2691,ESTIMATED,460.19965,5.774E3,1.799E6,1.5324,0.8715,1.799E6,2.027E5,11.1629,460.19727,460.19994,0.1189,10.9856,11.2692,ESTIMATED,460.19958,8.502E3,1.597E6,0.9805,0.8865,1.597E6,2.053E5,11.184,460.19699,460.19966,0.1272,10.9931,11.2684,ESTIMATED,460.19919,1.129E4,1.627E6,0.6239,0.7527,1.627E6,2.128E5,11.1621,460.19867,460.20002,0.1271,10.9876,11.2698,ESTIMATED,460.19906,1.026E4,1.657E6,0.9536,0.8988,1.657E6
546,1.125E6,11.2141,234.11207,234.11383,1,10,0,0.904,1.36,0.00032,0.0294,0,10.9904,11.5891,234.11305,1.366E4,6.717E6,6.717E6,9.001E5,11.2088,234.11282,234.11396,0.1622,10.9907,11.4799,ESTIMATED,234.11293,2.018E4,5.431E6,0.9742,1.0702,5.431E6,9.189E5,11.2024,234.11281,234.11389,0.1627,10.9915,11.5447,ESTIMATED,234.11293,2.335E4,5.486E6,1.0414,0.9903,5.486E6,1.125E6,11.2018,234.11207,234.11383,0.159,10.9923,11.5882,ESTIMATED,234.11302,6.019E4,6.685E6,1.1632,1.072,6.685E6,9.031E5,11.2222,234.11222,234.11372,0.167,10.9904,11.5733,ESTIMATED,234.1132,1.798E4,5.46E6,0.9891,1.0081,5.46E6,8.881E5,11.2292,234.11227,234.11365,0.1522,10.9919,11.5287,ESTIMATED,234.11314,2.081E4,5.425E6,0.9124,0.9975,5.425E6,9.165E5,11.2287,234.11224,234.11394,0.163,10.9911,11.5891,ESTIMATED,234.11322,1.366E4,5.439E6,0.9497,0.9817,5.439E6,1.072E6,11.2256,234.11218,234.11379,0.1404,10.9916,11.5046,ESTIMATED,234.1131,5.01E4,6.717E6,0.8511,0.9429,6.717E6,8.603E5,11.2222,234.11224,234.11398,0.1464,10.9921,11.538,ESTIMATED,234.1131,2.043E4,5.315E6,0.882,0.9648,5.315E6,9.112E5,11.1998,234.11202,234.114,0.1977,10.9931,11.5603,ESTIMATED,234.11296,1.773E4,5.556E6,1.2156,1.1637,5.556E6,9.064E5,11.2004,234.11279,234.114,0.1566,10.9908,11.5765,ESTIMATED,234.1129,2.055E4,5.228E6,1.0846,1.0804,5.228E6
547,8.281E5,11.2271,521.12874,521.13268,1,10,0,0.854,3.15,0.00164,0.3495,0,11.0606,11.6597,521.13013,8.617E3,5.69E6,5.69E6,5.659E3,11.4647,521.12914,521.13085,0.0172,11.4495,11.5014,ESTIMATED,521.1298,7.025E4,1.494E5,2.4131,1.7066,1.494E5,6.687E5,11.1389,521.12893,521.13288,0.1429,11.0629,11.495,ESTIMATED,521.13117,1.034E5,4.627E6,2.1607,2.1846,4.627E6,7.757E5,11.1336,521.12874,521.13268,0.1333,11.0632,11.6575,ESTIMATED,521.12986,5.202E4,5.662E6,2.5426,2.1617,5.662E6,8.09E5,11.2722,521.12939,521.13321,0.1327,11.0825,11.6597,ESTIMATED,521.13004,8.617E3,5.293E6,2.2571,1.7953,5.293E6,8.171E5,11.2575,521.12932,521.13315,0.123,11.0795,11.6579,ESTIMATED,521.13001,1.431E4,5.508E6,0.3227,1.6942,5.508E6,8.038E5,11.314,521.12953,521.13325,0.1301,11.1223,11.6588,ESTIMATED,521.1301,9.679E3,5.438E6,1.589,1.4928,5.438E6,8.281E5,11.2381,521.12893,521.13159,0.1244,11.0606,11.6572,ESTIMATED,521.12995,3.2E4,5.69E6,1.4045,1.4586,5.69E6,7.85E5,11.2034,521.12913,521.13224,0.1342,11.0611,11.6585,ESTIMATED,521.12985,6.128E4,5.137E6,1.6723,1.5706,5.137E6,7.023E5,11.1337,521.12884,521.13186,0.1304,11.0614,11.5696,ESTIMATED,521.12953,5.571E4,5.05E6,2.4267,2.4395,5.05E6,6.577E5,11.1151,521.12892,521.13275,0.1441,11.0616,11.4248,ESTIMATED,521.13096,1.302E5,4.723E6,3.4699,2.8581,4.723E6
548,9.229E5,11.298,845.48291,845.49005,0.7,7,0,0.903,1.02,0.00086,0.1287,0,10.9915,11.5505,845.4842,7.574E3,7.146E6,7.146E6,9.229E5,11.2025,845.48268,845.48548,0.1196,11.0002,11.4129,ESTIMATED,845.48383,1.524E4,7.069E6,0.8973,0.9674,7.069E6,8.369E5,11.2338,845.48289,845.48573,0.1132,10.9915,11.4176,ESTIMATED,845.48373,8.427E3,6.822E6,0.7177,0.8752,6.822E6,7.949E5,11.2361,845.48291,845.49005,0.1126,11.0084,11.4169,ESTIMATED,845.4841,8.029E3,6.533E6,0.9487,0.9902,6.533E6,7.64E5,11.4165,845.4839,845.48622,0.1125,11.1872,11.5479,ESTIMATED,845.48463,1.045E4,5.719E6,0.896,0.9557,5.719E6,8.526E5,11.3867,845.48381,845.48608,0.375,11.1416,11.5476,ESTIMATED,845.48464,7.574E3,6.208E6,0.8845,0.9852,6.208E6,6.749E5,11.4223,845.48335,845.48632,0.1295,11.2056,11.5505,ESTIMATED,845.48472,1.029E4,5.202E6,1.193,0.9632,5.202E6,8.67E5,11.3313,845.48375,845.48579,0.1267,11.1197,11.4194,ESTIMATED,845.48447,8.896E3,7.146E6,0.7379,0.8467,7.146E6,7.943E5,11.3193,845.48365,845.48601,0.1357,11.0842,11.4168,ESTIMATED,845.48434,9.178E3,5.719E6,0.7079,0.8176,5.719E6,8.366E5,11.2187,845.48099,845.48569,0.1068,11.0028,11.4174,ESTIMATED,845.4839,9.448E3,7.108E6,1.1243,1.0621,7.108E6,8.929E5,11.213,845.48276,845.48555,0.1462,11.017,11.4186,ESTIMATED,845.48361,3.523E4,6.884E6,0.9633,0.973,6.884E6
549,1.944E7,11.3122,302.24726,302.24884,0.8,8,1,0.865,2.1,0.00064,0.2215,0,11.0501,11.7597,302.24821,3.454E4,1.285E8,1.285E8,1.746E7,11.4129,302.24722,302.24894,0.147,11.1611,11.7588,ESTIMATED,302.24812,6.221E4,1.122E8,1.3883,1.1845,1.122E8,1.728E7,11.3681,302.24733,302.2487,0.151,11.1609,11.7579,ESTIMATED,302.24857,3.705E5,1.074E8,0.9699,1.0122,1.074E8,1.944E7,11.3317,302.24726,302.24884,0.1345,11.1619,11.7571,ESTIMATED,302.24835,3.348E5,1.285E8,1.274,1.1164,1.285E8,3.989E6,11.133,302.24622,302.24902,0.1383,11.0501,11.6463,ESTIMATED,302.24808,3.9E4,2.87E7,1.7024,1.5223,2.87E7,4.188E6,11.1942,302.24651,302.24907,0.1434,11.0503,11.6478,ESTIMATED,302.2483,4.039E4,2.717E7,1.0051,0.9791,2.717E7,9.091E3,11.4563,302.24675,302.24901,0.0843,11.4347,11.5601,ESTIMATED,302.24815,3.454E4,1.134E5,4.8023,2.9011,1.134E5,4.455E6,11.2412,302.24657,302.24894,0.1178,11.1621,11.7579,ESTIMATED,302.24801,4.503E4,3.634E7,1.5259,1.4055,3.634E7,4.008E6,11.2347,302.24651,302.24889,0.1447,11.1629,11.7597,ESTIMATED,302.24793,3.822E4,2.701E7,3.6315,1.872,2.701E7,1.688E7,11.3802,302.24721,302.24877,0.1515,11.162,11.757,ESTIMATED,302.24806,2.681E5,1.067E8,0.8935,1.0277,1.067E8,1.742E7,11.3694,302.24831,302.24868,0.1505,11.1621,11.7551,ESTIMATED,302.24856,3.258E5,1.123E8,1.2262,1.1042,1.123E8
550,2.643E6,11.3519,470.18743,470.1886,1,10,0,0.897,1.2,0.00056,0.0968,0,11.2206,11.8196,470.18823,1.074E5,2E7,2E7,2.291E6,11.3165,470.18719,470.18832,0.1141,11.2215,11.8184,ESTIMATED,470.18801,1.124E5,1.77E7,1.3512,1.5353,1.77E7,2.245E6,11.3213,470.1873,470.18827,0.1204,11.2213,11.704,ESTIMATED,470.18799,2.815E5,1.665E7,1.3433,1.6407,1.665E7,2.325E6,11.3317,470.18743,470.1886,0.1414,11.2206,11.8172,ESTIMATED,470.18815,1.449E5,1.69E7,1.5622,1.5106,1.69E7,2.294E6,11.401,470.18802,470.18874,0.121,11.2222,11.8167,ESTIMATED,470.18845,1.354E5,1.623E7,1.2186,1.2238,1.623E7,2.381E6,11.393,470.18774,470.18881,0.1254,11.2229,11.8188,ESTIMATED,470.18845,1.117E5,1.766E7,1.1548,1.6096,1.766E7,2.254E6,11.3916,470.18787,470.18878,0.1271,11.2222,11.8196,ESTIMATED,470.1885,1.09E5,1.579E7,1.4492,1.3772,1.579E7,2.643E6,11.3755,470.186,470.18876,0.1122,11.2225,11.8173,ESTIMATED,470.1884,1.258E5,2E7,1.3503,1.1699,2E7,2.492E6,11.369,470.18769,470.18895,0.1172,11.2222,11.8195,ESTIMATED,470.18834,1.074E5,1.896E7,1.1544,1.1181,1.896E7,2.285E6,11.3153,470.18743,470.18836,0.1382,11.2218,11.8174,ESTIMATED,470.18808,1.348E5,1.601E7,1.4577,1.7786,1.601E7,2.308E6,11.3042,470.18736,470.18874,0.1118,11.2225,11.8178,ESTIMATED,470.18794,1.154E5,1.738E7,1.718,1.8419,1.738E7
551,1.128E6,11.4551,500.16191,500.16536,0.6,6,0,0.881,1.86,0.00093,0.2054,0,11.0506,11.692,500.16445,6.866E3,8.848E6,8.848E6,9.669E5,11.5924,500.16163,500.16498,0.1294,11.3822,11.6909,ESTIMATED,500.16441,2.365E4,7.382E6,0.7965,0.8513,7.382E6,1.128E6,11.5386,500.16169,500.16513,0.1247,11.2996,11.6911,ESTIMATED,500.16453,1.526E4,8.848E6,0.8755,0.9631,8.848E6,9.425E5,11.4977,500.16191,500.16536,0.1204,11.2887,11.5695,ESTIMATED,500.16452,1.745E4,8.146E6,0.5941,0.7525,8.146E6,1.005E6,11.329,500.16175,500.16577,0.133,11.0979,11.567,ESTIMATED,500.16386,8.818E3,7.212E6,0.9881,1.4589,7.212E6,9.795E5,11.393,500.16209,500.1661,0.1271,11.1351,11.5698,ESTIMATED,500.16478,7.978E3,7.163E6,0.8795,0.9132,7.163E6,1.054E6,11.2923,500.1622,500.16592,0.11,11.0506,11.5095,ESTIMATED,500.16479,6.866E3,8.35E6,0.9004,0.9704,8.35E6,1.112E6,11.4068,500.16191,500.16543,0.1258,11.1818,11.5682,ESTIMATED,500.16427,1.152E4,8.023E6,0.769,0.9953,8.023E6,9.47E5,11.436,500.1615,500.16559,0.1331,11.2159,11.5698,ESTIMATED,500.16451,1.304E4,6.716E6,1.2448,0.9721,6.716E6,9.962E5,11.5322,500.1617,500.16521,0.1379,11.3059,11.692,ESTIMATED,500.16438,1.15E4,7.095E6,1.0747,1.0169,7.095E6,1.01E6,11.5328,500.16159,500.16519,0.1423,11.3073,11.6907,ESTIMATED,500.16448,1.009E4,6.674E6,1.1563,0.9789,6.674E6
552,1.264E7,11.504,282.11298,282.11331,1,10,0,0.909,2.02,0.00057,0.0459,0,11.3501,11.9499,282.11306,3.004E5,8.843E7,8.843E7,1.122E7,11.4983,282.11285,282.11317,0.1508,11.3513,11.8698,ESTIMATED,282.11306,4.175E5,7.047E7,1.1762,0.9626,7.047E7,1.19E7,11.5043,282.11285,282.1132,0.1629,11.3527,11.8788,ESTIMATED,282.11304,4.172E5,7.319E7,0.9951,1.0636,7.319E7,1.264E7,11.4977,282.11298,282.11331,0.1365,11.352,11.8882,ESTIMATED,282.11315,4.187E5,8.843E7,1.0792,1.0593,8.843E7,1.103E7,11.5291,282.11208,282.11349,0.1546,11.351,11.9473,ESTIMATED,282.11292,3.273E5,6.635E7,1.0921,1.0681,6.635E7,1.113E7,11.503,282.11214,282.11348,0.1527,11.3524,11.9492,ESTIMATED,282.11329,3.004E5,6.774E7,1.4129,1.217,6.774E7,1.125E7,11.5252,282.11217,282.11348,0.1468,11.3515,11.9483,ESTIMATED,282.11327,3.574E5,7.254E7,1.1131,1.0825,7.254E7,1.247E7,11.5046,282.11202,282.11345,0.1336,11.3506,11.9481,ESTIMATED,282.11272,3.246E5,8.545E7,1.1107,1.0725,8.545E7,1.141E7,11.4963,282.11207,282.1134,0.1516,11.3501,11.9499,ESTIMATED,282.11308,3.175E5,7.096E7,1.1169,1.1262,7.096E7,1.123E7,11.4982,282.11195,282.11321,0.1404,11.3524,11.9474,ESTIMATED,282.11307,3.539E5,7.206E7,1.163,1.1397,7.206E7,1.137E7,11.4832,282.11278,282.11313,0.1541,11.351,11.9492,ESTIMATED,282.11301,3.749E5,7.023E7,1.2929,1.2144,7.023E7
