id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height
492,1.138E6,12.1515,471.26474,471.26583,0.5,5,0,0.905,0.28,0.00013,0.1443,0,11.8404,12.2765,471.26531,8.011E3,9.41E6,9.41E6,9.746E5,11.9957,471.26404,471.26611,0.1223,11.8404,12.2368,ESTIMATED,471.26557,3.908E4,7.405E6,0.78,0.9115,7.405E6,7.929E5,12.1845,471.26474,471.26583,0.1386,11.966,12.2764,ESTIMATED,471.26521,8.011E3,6.091E6,0.7471,0.8174,6.091E6,1.138E6,12.1123,471.26498,471.26592,0.1145,11.8805,12.2386,ESTIMATED,471.26558,1.126E4,9.41E6,0.828,0.8929,9.41E6,6.743E5,12.2307,471.26448,471.26778,0.1332,11.9883,12.2752,ESTIMATED,471.26502,8.499E3,5.916E6,0.325,0.6381,5.916E6,1.018E6,12.0857,471.26427,471.26596,0.1234,11.8478,12.2376,ESTIMATED,471.26559,1.352E4,8.213E6,0.8895,0.9422,8.213E6,7.016E5,12.2202,471.26443,471.26554,0.12,11.9865,12.2742,ESTIMATED,471.26514,1.02E4,6.192E6,0.4038,0.6701,6.192E6,3.619E5,12.2717,471.26427,471.26554,0.0554,12.0617,12.2748,ESTIMATED,471.26498,9.827E3,5.88E6,0.027,0.5116,5.88E6,1.042E6,12.14,471.26494,471.26609,0.1119,11.9174,12.2397,ESTIMATED,471.26545,2.388E4,8.5E6,0.9868,0.8441,8.5E6,9.153E5,12.0506,471.26462,471.26574,0.1309,11.843,12.2384,ESTIMATED,471.26552,7.537E4,6.25E6,0.6978,0.8638,6.25E6,8.012E5,12.2233,471.2645,471.26684,0.1278,11.982,12.2765,ESTIMATED,471.26506,1.065E4,7.047E6,0.3881,0.6642,7.047E6
493,2.824E5,12.103,394.20983,394.21215,1,10,0,0.844,2.82,0.00111,0.0323,0,11.898,12.2297,394.21181,8.593E3,2.085E6,2.085E6,2.465E5,12.093,394.21012,394.21259,0.1195,11.9072,12.227,ESTIMATED,394.21222,9.236E3,2.04E6,1.1236,1.0263,2.04E6,2.675E5,12.1094,394.20983,394.21215,0.1323,11.898,12.2288,ESTIMATED,394.21192,8.593E3,2.085E6,0.9033,1.0149,2.085E6,2.595E5,12.1123,394.20966,394.2122,0.1327,11.9059,12.2294,ESTIMATED,394.21111,1.283E4,1.908E6,0.8495,0.9575,1.908E6,2.395E5,12.0964,394.20961,394.21227,0.1251,11.9011,12.2276,ESTIMATED,394.21171,9.312E3,1.846E6,1.0355,1.0249,1.846E6,2.338E5,12.1118,394.21008,394.21248,0.1314,11.9118,12.2282,ESTIMATED,394.21217,1.319E4,1.809E6,0.9151,0.8936,1.809E6,2.344E5,12.1052,394.20974,394.21204,0.1369,11.9044,12.2297,ESTIMATED,394.21183,8.763E3,1.686E6,1.054,0.9114,1.686E6,2.386E5,12.1041,394.20969,394.21214,0.1396,11.9084,12.2286,ESTIMATED,394.21176,8.603E3,1.773E6,1.0153,0.9551,1.773E6,2.271E5,12.1106,394.20999,394.21231,0.1216,11.9142,12.2272,ESTIMATED,394.21206,1.242E4,1.711E6,0.8727,0.8939,1.711E6,2.375E5,12.107,394.21006,394.21262,0.1192,11.9114,12.2288,ESTIMATED,394.21165,9.37E3,1.814E6,2.1106,0.9172,1.814E6,2.824E5,12.08,394.20965,394.21194,0.1336,11.911,12.2296,ESTIMATED,394.2117,1.203E4,2.08E6,1.3519,1.0713,2.08E6
494,1.337E7,12.2859,313.17324,313.17415,0.5,5,0,0.78,2.74,0.00086,0.2128,0,11.98,12.3899,313.17396,7.632E3,1.03E8,1.03E8,1.168E7,12.0854,313.174,313.17438,0.1566,11.98,12.3779,ESTIMATED,313.17426,2.969E5,8.239E7,1.2217,1.2797,8.239E7,1.81E6,12.3739,313.17324,313.17415,0.11,12.0875,12.3896,ESTIMATED,313.17404,1.213E4,1.82E7,0.1063,0.5469,1.82E7,1.337E7,12.2355,313.17269,313.1743,0.1406,11.9801,12.3797,ESTIMATED,313.1734,9.142E4,9.404E7,1.0616,0.9936,9.404E7,1.23E6,12.3852,313.17314,313.17536,0.06,12.1353,12.3884,ESTIMATED,313.17383,1.455E4,1.885E7,0.0253,0.5106,1.885E7,1.188E7,12.1909,313.17398,313.17437,0.139,11.9809,12.3775,ESTIMATED,313.17425,2.339E5,8.002E7,1.1937,1.097,8.002E7,1.436E6,12.3845,313.1725,313.1741,0.0675,12.115,12.3876,ESTIMATED,313.17395,7.98E3,1.951E7,0.0239,0.5102,1.951E7,4.445E5,12.3899,313.17315,313.17401,0.0302,12.1934,12.3899,ESTIMATED,313.17386,1.067E4,1.132E7,,0.5,1.132E7,1.285E7,12.2982,313.17276,313.17429,0.1218,11.9823,12.3787,ESTIMATED,313.17409,7.632E3,1.03E8,0.5767,0.7487,1.03E8,1.173E7,12.1412,313.17287,313.17437,0.1363,11.9821,12.3779,ESTIMATED,313.17407,7.233E5,7.79E7,1.0922,1.0536,7.79E7,2.045E6,12.3739,313.17266,313.17401,0.0875,12.109,12.3894,ESTIMATED,313.17389,1.258E4,2.602E7,0.1258,0.552,2.602E7
495,1.057E7,12.182,264.17441,264.17579,0.7,7,0,0.746,3.1,0.00082,0.2252,0,12.0345,12.4595,264.17493,3.064E4,7.731E7,7.731E7,1.481E5,12.0363,264.17454,264.17598,0.0217,12.0363,12.2605,ESTIMATED,264.17486,3.405E4,4.165E6,,,4.165E6,9.481E6,12.1845,264.17441,264.17579,0.1284,12.0614,12.4586,ESTIMATED,264.17482,4.158E5,7.11E7,1.3903,1.1854,7.11E7,2.37E6,12.086,264.17439,264.17575,0.1148,12.0345,12.4323,ESTIMATED,264.17477,5.957E4,2.187E7,2.3079,1.9267,2.187E7,9.315E6,12.2276,264.17441,264.17566,0.1363,12.0601,12.4572,ESTIMATED,264.17539,7.32E5,6.434E7,1.2976,1.1225,6.434E7,1.521E6,12.0633,264.17454,264.17592,0.1636,12.0346,12.4306,ESTIMATED,264.17499,4.27E4,1.703E7,3.974,2.9155,1.703E7,9.349E6,12.2328,264.17432,264.17572,0.16,12.0621,12.4595,ESTIMATED,264.17464,6.043E5,6.719E7,0.9696,1.0577,6.719E7,9.352E6,12.2903,264.17433,264.17563,0.1336,12.0617,12.4579,ESTIMATED,264.17457,1.334E5,6.801E7,1.0586,1.0493,6.801E7,2.17E6,12.127,264.17437,264.17583,0.1185,12.0615,12.4587,ESTIMATED,264.17482,6.177E4,1.888E7,1.8809,1.6126,1.888E7,5.859E3,12.3522,264.17446,264.17605,0.062,12.3329,12.4569,ESTIMATED,264.17502,3.064E4,7.839E4,5.4213,3.2106,7.839E4,1.057E7,12.2202,264.17444,264.17571,0.1333,12.0606,12.4574,ESTIMATED,264.17539,6.062E5,7.731E7,1.0634,1.0268,7.731E7
496,2.083E6,12.3098,531.15567,531.15922,1,10,0,0.737,3.28,0.00174,0.1113,0,12.1501,12.5498,531.15678,2.282E4,1.676E7,1.676E7,2.083E6,12.365,531.15604,531.15958,0.1316,12.1512,12.5486,ESTIMATED,531.15754,2.295E4,1.539E7,1.0076,1.0381,1.539E7,1.645E6,12.2764,531.15567,531.15922,0.1378,12.1507,12.5498,ESTIMATED,531.15661,1.165E5,1.251E7,1.2657,1.2015,1.251E7,1.853E6,12.3512,531.15572,531.15666,0.1237,12.1509,12.549,ESTIMATED,531.15625,1.744E5,1.362E7,0.9409,0.9898,1.362E7,1.912E6,12.2815,531.15558,531.15928,0.1285,12.1514,12.5492,ESTIMATED,531.15781,1.064E5,1.372E7,1.0354,1.058,1.372E7,1.852E6,12.3325,531.15558,531.15977,0.1249,12.1501,12.5495,ESTIMATED,531.15685,6.264E4,1.348E7,1.5422,1.2462,1.348E7,1.843E6,12.2711,531.15545,531.15928,0.1227,12.1504,12.549,ESTIMATED,531.15615,1.126E5,1.394E7,1.3501,1.2435,1.394E7,1.976E6,12.2537,531.15529,531.15916,0.1237,12.1501,12.5488,ESTIMATED,531.15618,9.679E4,1.463E7,1.395,1.2843,1.463E7,1.751E6,12.3444,531.15575,531.15916,0.1304,12.153,12.5494,ESTIMATED,531.15618,1.731E5,1.24E7,0.8785,0.9638,1.24E7,2.035E6,12.3522,531.15587,531.15938,0.1326,12.1505,12.5495,ESTIMATED,531.15639,2.282E4,1.45E7,1.334,1.1753,1.45E7,1.993E6,12.2702,531.15564,531.15921,0.114,12.1506,12.5471,ESTIMATED,531.15789,1.285E5,1.676E7,1.1449,1.2005,1.676E7
497,6.7E6,12.3612,278.19095,278.19118,0.7,7,2,0.845,1.78,0.0005,0.1928,0,12.1868,12.5996,278.19104,9.391E4,4.451E7,4.451E7,1.762E4,12.4629,278.19084,278.19124,0.0557,12.4432,12.5189,ESTIMATED,278.19112,1.309E5,3.629E5,2.856,1.928,3.629E5,5.596E6,12.3896,278.19095,278.19118,0.1332,12.2002,12.5996,ESTIMATED,278.19107,4.277E5,3.728E7,1.335,1.0409,3.728E7,2.807E6,12.2701,278.18984,278.19127,0.1379,12.2014,12.5976,ESTIMATED,278.19065,1.926E5,2.048E7,2.2163,1.7715,2.048E7,5.891E6,12.4292,278.19078,278.19104,0.1412,12.2024,12.5988,ESTIMATED,278.19092,2.5E5,3.835E7,1.0318,1.089,3.835E7,2.427E6,12.2469,278.19091,278.19137,0.139,12.1877,12.5849,ESTIMATED,278.19126,1.572E5,2.046E7,2.1974,1.8133,2.046E7,5.736E6,12.4124,278.19086,278.19114,0.1407,12.2014,12.5989,ESTIMATED,278.19101,2.705E5,3.823E7,1.2853,1.132,3.823E7,5.616E6,12.4704,278.19077,278.19117,0.1371,12.1868,12.5843,ESTIMATED,278.19096,9.391E4,3.965E7,1.0317,0.9308,3.965E7,3.168E6,12.3289,278.19006,278.19129,0.1275,12.2018,12.5973,ESTIMATED,278.19115,2.327E5,2.222E7,1.0268,1.1338,2.222E7,1.59E6,12.1909,278.19093,278.19138,0.0704,12.1878,12.5853,ESTIMATED,278.19126,1.661E5,1.926E7,45.5128,27.3836,1.926E7,6.7E6,12.411,278.19079,278.19108,0.1391,12.2015,12.5991,ESTIMATED,278.19095,4.215E5,4.451E7,1.1694,1.1146,4.451E7
498,6.604E6,12.3285,375.18369,375.18416,0.6,6,0,0.881,0.89,0.00033,0.1538,0,12.1949,12.6193,375.184,8.199E4,4.354E7,4.354E7,1.447E6,12.1949,375.18375,375.18455,0.0495,12.1949,12.5914,ESTIMATED,375.18421,8.199E4,2.667E7,,,2.667E7,5.487E6,12.3896,375.18369,375.18416,0.1496,12.2224,12.6193,ESTIMATED,375.18396,4.498E5,3.492E7,1.2417,1.0187,3.492E7,5.069E6,12.2731,375.18386,375.18431,0.1673,12.1952,12.5944,ESTIMATED,375.18415,2.085E5,3.333E7,2.0443,1.6656,3.333E7,5.91E6,12.407,375.18354,375.18389,0.1474,12.2213,12.6186,ESTIMATED,375.18375,5.166E5,3.931E7,1.1532,1.1098,3.931E7,4.097E6,12.2469,375.18382,375.18446,0.1148,12.1971,12.5919,ESTIMATED,375.1842,1.631E5,3.43E7,2.8012,2.1591,3.43E7,5.838E6,12.4094,375.18368,375.18407,0.1725,12.2202,12.6185,ESTIMATED,375.18387,6.402E5,3.758E7,0.9784,1.021,3.758E7,6.225E6,12.4704,375.18345,375.18399,0.1484,12.2223,12.6178,ESTIMATED,375.1838,1.132E5,3.992E7,0.9323,0.998,3.992E7,5.583E6,12.3166,375.18379,375.1844,0.1467,12.2209,12.6169,ESTIMATED,375.18409,2.41E5,3.822E7,1.512,1.3938,3.822E7,2.836E6,12.2034,375.1838,375.18449,0.2826,12.1972,12.5923,ESTIMATED,375.1842,1.221E5,3.425E7,21.6506,13.0448,3.425E7,6.604E6,12.3739,375.18357,375.18401,0.1428,12.2202,12.6185,ESTIMATED,375.18378,6.911E5,4.354E7,1.4716,1.2246,4.354E7
499,2.678E6,12.3862,430.25842,430.26097,0.8,8,0,0.705,4.04,0.00174,0.2197,0,12.2002,12.5996,430.25963,9.225E3,1.522E7,1.522E7,2.224E5,12.2238,430.25847,430.26129,0.0373,12.2238,12.4727,ESTIMATED,430.26058,2.57E4,4.433E6,,,4.433E6,2.076E6,12.4396,430.25842,430.26097,0.1567,12.2002,12.5996,ESTIMATED,430.25977,4.127E5,1.192E7,0.7046,0.8677,1.192E7,9.687E5,12.3322,430.25849,430.26147,0.1612,12.2014,12.5976,ESTIMATED,430.25874,4.635E4,6.279E6,1.0061,1.0821,6.279E6,2.239E6,12.4854,430.2584,430.26079,0.1896,12.2024,12.5988,ESTIMATED,430.26047,1.773E5,1.286E7,0.5599,0.7302,1.286E7,7.677E5,12.2976,430.25864,430.26192,0.14,12.2002,12.5919,ESTIMATED,430.25965,1.568E4,5.82E6,1.2149,1.2337,5.82E6,2.214E6,12.4627,430.25824,430.2609,0.1629,12.2014,12.5989,ESTIMATED,430.25925,2.042E5,1.262E7,0.6791,0.8012,1.262E7,2.148E6,12.5172,430.25802,430.26077,0.1505,12.2286,12.598,ESTIMATED,430.25912,9.225E3,1.433E7,0.4901,0.7168,1.433E7,1.122E6,12.3756,430.25847,430.2615,0.1882,12.2018,12.5973,ESTIMATED,430.25904,5.741E4,7.401E6,0.4251,0.9147,7.401E6,4.736E5,12.2513,430.25842,430.26121,0.0644,12.2256,12.5,ESTIMATED,430.2592,4.328E4,5.528E6,5.1512,3.3208,5.528E6,2.678E6,12.4763,430.25824,430.26089,0.1684,12.2015,12.5991,ESTIMATED,430.26044,3.605E5,1.522E7,0.5371,0.7652,1.522E7
500,2.318E6,12.4626,540.26199,540.2631,0.9,9,0,0.861,1.26,0.00068,0.1227,0,12.2739,12.7295,540.26247,1.171E4,1.879E7,1.879E7,2.072E6,12.365,540.26241,540.26338,0.1147,12.2739,12.6729,ESTIMATED,540.2628,1.091E5,1.638E7,1.4532,1.4205,1.638E7,1.981E6,12.4969,540.26199,540.2631,0.1217,12.3304,12.7295,ESTIMATED,540.2624,8.625E4,1.465E7,1.3998,1.2405,1.465E7,2.14E6,12.4519,540.25958,540.26321,0.1119,12.3322,12.7287,ESTIMATED,540.26255,1.351E5,1.695E7,1.1312,1.1361,1.695E7,2.103E6,12.5075,540.26186,540.26285,0.1239,12.3319,12.7292,ESTIMATED,540.26215,8.192E4,1.55E7,0.9983,1.2715,1.55E7,2.017E6,12.4202,540.26227,540.26357,0.1175,12.3325,12.7286,ESTIMATED,540.26283,1.153E5,1.586E7,1.3647,1.4802,1.586E7,2.067E6,12.5006,540.26189,540.26328,0.1272,12.3312,12.7289,ESTIMATED,540.26231,7.126E4,1.572E7,1.4965,1.2957,1.572E7,2.069E6,12.533,540.2587,540.2628,0.1301,12.3306,12.7293,ESTIMATED,540.2622,1.171E4,1.591E7,1.4141,1.7136,1.591E7,2.301E6,12.449,540.26223,540.26328,0.1118,12.3319,12.7294,ESTIMATED,540.26253,2.024E5,1.879E7,1.5256,1.2991,1.879E7,1.942E6,12.4103,540.26021,540.26394,0.1276,12.3329,12.7272,ESTIMATED,540.26277,9.303E4,1.574E7,1.5897,1.5199,1.574E7,2.318E6,12.4921,540.26189,540.26281,0.1249,12.3329,12.7282,ESTIMATED,540.26221,1.308E5,1.702E7,1.5879,1.2863,1.702E7
501,6.652E6,12.3792,278.19087,278.19117,0.2,2,6,0.883,0.66,0.00018,0.023,0,12.2031,12.6816,278.19105,7.966E4,4.451E7,4.451E7,1.014E5,12.2872,278.19084,278.19135,0.0392,12.2838,12.5189,ESTIMATED,278.19118,1.309E5,1.643E6,58.6153,24.8411,1.643E6,5.478E6,12.3896,278.19087,278.19117,0.1332,12.2828,12.6816,ESTIMATED,278.19107,3.612E5,3.728E7,1.4152,1.4272,3.728E7,1.527E6,12.2855,278.18982,278.19127,0.0632,12.2824,12.6816,ESTIMATED,278.19086,1.242E5,1.976E7,42.2717,26.4145,1.976E7,5.918E6,12.4292,278.19077,278.191,0.1412,12.2846,12.6809,ESTIMATED,278.19092,5.002E5,3.835E7,1.0318,1.1072,3.835E7,7.918E5,12.285,278.18997,278.19138,0.0412,12.285,12.6689,ESTIMATED,278.19124,7.966E4,1.497E7,,,1.497E7,5.723E6,12.4124,278.19083,278.19114,0.1407,12.2837,12.6805,ESTIMATED,278.19101,4.146E5,3.823E7,1.2853,1.0614,3.823E7,5.752E6,12.4704,278.19077,278.19117,0.1371,12.2031,12.598,ESTIMATED,278.19096,1.061E5,3.965E7,1.156,0.9827,3.965E7,2.466E6,12.3289,278.19006,278.19129,0.0903,12.2829,12.6788,ESTIMATED,278.19114,1.79E5,2.222E7,2.8906,2.2522,2.222E7,2.976E4,12.4933,278.19093,278.19129,0.0324,12.4701,12.5988,ESTIMATED,278.19115,1.556E5,4.049E5,4.5446,2.7723,4.049E5,6.652E6,12.411,278.19079,278.19108,0.1391,12.2828,12.6804,ESTIMATED,278.19095,3.854E5,4.451E7,1.1694,1.1923,4.451E7
502,3.416E6,12.5961,434.16839,434.16986,0.5,5,0,0.903,0.36,0.00015,0.1058,0,12.2705,12.7314,434.16966,9.37E3,2.852E7,2.852E7,3.235E6,12.4727,434.16934,434.17017,0.1261,12.2705,12.6698,ESTIMATED,434.16987,9.384E4,2.35E7,1.2119,1.1117,2.35E7,2.96E6,12.6421,434.16839,434.16986,0.1252,12.4083,12.7295,ESTIMATED,434.16959,1.808E4,2.436E7,0.8001,0.8419,2.436E7,3.266E6,12.5682,434.16878,434.1703,0.1258,12.3291,12.6689,ESTIMATED,434.1698,1.548E4,2.45E7,0.8369,0.8679,2.45E7,2.944E6,12.6581,434.16857,434.16983,0.1236,12.4261,12.7292,ESTIMATED,434.16938,1.925E4,2.578E7,0.659,0.7906,2.578E7,3.109E6,12.543,434.16743,434.17013,0.1378,12.2881,12.6689,ESTIMATED,434.16989,9.37E3,2.319E7,1.0705,0.9591,2.319E7,2.978E6,12.6512,434.16784,434.16983,0.1243,12.4124,12.7289,ESTIMATED,434.16954,1.324E4,2.491E7,0.7172,0.8088,2.491E7,2.41E6,12.6936,434.16803,434.16983,0.0999,12.4548,12.7293,ESTIMATED,434.1695,1.787E4,2.509E7,0.3302,0.6422,2.509E7,3.277E6,12.5785,434.16864,434.16994,0.131,12.3507,12.6691,ESTIMATED,434.16973,1.269E4,2.792E7,0.8963,0.8535,2.792E7,3.239E6,12.4967,434.16929,434.17024,0.1274,12.2712,12.668,ESTIMATED,434.16988,2.963E4,2.343E7,1.3828,1.1782,2.343E7,3.416E6,12.6573,434.16841,434.16983,0.124,12.4079,12.7314,ESTIMATED,434.16946,1.701E4,2.852E7,0.6324,0.7625,2.852E7
503,5.415E6,12.498,461.23984,461.24295,0.6,6,0,0.73,3.5,0.00161,0.2613,0,12.3677,12.7794,461.24233,9.664E3,4.068E7,4.068E7,3.662E6,12.6915,461.24035,461.24321,0.1225,12.4334,12.7771,ESTIMATED,461.24262,1.132E4,3.059E7,0.7196,0.8097,3.059E7,3.535E6,12.4302,461.23984,461.24295,0.1264,12.3802,12.767,ESTIMATED,461.24261,7.543E4,2.964E7,2.7583,2.0974,2.964E7,5.04E6,12.549,461.23992,461.24299,0.1319,12.383,12.7664,ESTIMATED,461.24114,2.137E5,3.644E7,1.1232,1.0764,3.644E7,2.882E6,12.3852,461.24144,461.24271,0.0991,12.3696,12.7645,ESTIMATED,461.24236,5.868E4,3.152E7,8.7978,5.9877,3.152E7,4.395E6,12.5817,461.24028,461.24318,0.1332,12.3807,12.7794,ESTIMATED,461.24275,7.014E4,3.213E7,1.3267,1.1586,3.213E7,3.448E6,12.4094,461.2417,461.24285,0.1705,12.3689,12.7642,ESTIMATED,461.2425,8.791E4,3.093E7,3.3808,2.4385,3.093E7,1.97E6,12.3743,461.24114,461.24276,0.066,12.368,12.7652,ESTIMATED,461.24242,5.519E4,3.171E7,19.4896,13.8074,3.171E7,5.415E6,12.5204,461.24004,461.24304,0.1293,12.3819,12.7781,ESTIMATED,461.24255,1.413E5,4.068E7,1.0456,1.022,4.068E7,3.977E6,12.6273,461.24031,461.24323,0.1324,12.3844,12.7784,ESTIMATED,461.24192,9.664E3,2.858E7,1.4895,1.2004,2.858E7,3.657E6,12.411,461.24181,461.24268,0.1169,12.3677,12.7439,ESTIMATED,461.2424,6.74E4,3.467E7,2.9332,2.495,3.467E7
504,8.894E5,12.5024,394.13959,394.14089,0.5,5,0,0.891,0.5,0.0002,0.1525,0,12.3807,12.7794,394.14059,8.435E3,6.209E6,6.209E6,6.361E5,12.6729,394.14036,394.14112,0.1379,12.453,12.7771,ESTIMATED,394.14086,8.526E3,4.65E6,0.8261,0.8606,4.65E6,5.464E5,12.4459,394.13959,394.14089,0.1355,12.3927,12.6784,ESTIMATED,394.14053,1.739E4,4.489E6,2.5538,1.9934,4.489E6,8.347E5,12.5522,394.14057,394.14221,0.1493,12.383,12.7664,ESTIMATED,394.14074,2.331E4,5.703E6,0.9929,1.0048,5.703E6,3.933E5,12.407,394.13965,394.14053,0.0674,12.3915,12.7068,ESTIMATED,394.14033,1.549E4,4.89E6,8.6489,5.6125,4.89E6,7.393E5,12.5817,394.14009,394.14134,0.1372,12.3807,12.7794,ESTIMATED,394.14082,1.306E4,5.13E6,1.1873,1.136,5.13E6,4.894E5,12.4124,394.13985,394.14081,0.0974,12.3938,12.7161,ESTIMATED,394.14045,1.34E4,4.796E6,8.1626,5.1376,4.796E6,2.434E5,12.3931,394.13969,394.14128,0.0477,12.3931,12.6871,ESTIMATED,394.14039,2.192E4,4.273E6,,,4.273E6,8.894E5,12.5204,394.14046,394.14267,0.1384,12.3819,12.7627,ESTIMATED,394.14066,2.208E4,6.209E6,1.0084,1.0459,6.209E6,6.667E5,12.6273,394.14049,394.14197,0.1442,12.4135,12.7784,ESTIMATED,394.14082,8.435E3,4.482E6,1.0591,1.1053,4.482E6,4.966E5,12.411,394.1392,394.14098,0.0903,12.3924,12.706,ESTIMATED,394.14034,1.088E4,5.298E6,7.8539,5.1734,5.298E6
