,Compound Name,/home/zzy/peakformer/resources/paper/qe/SA1_Area,/home/zzy/peakformer/resources/paper/qe/SA2_Area,/home/zzy/peakformer/resources/paper/qe/SA3_Area,/home/zzy/peakformer/resources/paper/qe/SA4_Area,/home/zzy/peakformer/resources/paper/qe/SA5_Area,/home/zzy/peakformer/resources/paper/qe/SB1_Area,/home/zzy/peakformer/resources/paper/qe/SB2_Area,/home/zzy/peakformer/resources/paper/qe/SB3_Area,/home/zzy/peakformer/resources/paper/qe/SB4_Area,/home/zzy/peakformer/resources/paper/qe/SB5_Area,mz,RT,formula,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
183,184,5151039.025,5925550.464,5405155.476,5274599.838,5309972.724,4758145.957,4762863.193,4667194.279,4690486.303,4694942.004,296.1859,4.43,C16H25NO4,0.92,0.157,1/1,5413263.5054,5.550879855896343,4714726.347200001,0.9147888783618524,0.8709582200269442,0.9466937174205915
184,185,5641875.232,5848030.047,5297744.788,5345270.189,5273272.909,5241797.37,5297991.93,5241589.586,5000917.378,5089281.153,221.1111,3.91,C12H16N2S,1.01,0.859,1/1,5481238.632999999,4.613141183379675,5174315.4834,2.399746623596454,0.944004782467934,0.934658200463301
185,186,695886.796,860577.45,852030.29,797645.838,808701.631,797930.67,791391.691,751582.223,833486.532,792934.897,304.2023,0.58,C17H25N3O2,0.98,0.654,1/1,802968.401,8.179197068761592,793465.2026,3.6637592439747504,0.9881649160936284,1.0083315470343148
186,187,1461675.544,1600870.327,1520829.048,1469945.313,1514491.564,1628033.425,1676366.52,1766322.579,1759120.523,1710127.271,496.2429,4.48,C25H32F3N3O4,1.22,0.005,1/1,1513562.3592,3.6594037729773135,1707994.0636,3.3905793232373833,1.1284596589087796,0.9249669335317866
187,188,3790007.785,3604539.275,3592464.169,4258244.636,3564315.272,3220770.615,3188405.765,3026585.9,2976398.578,2857112.338,379.1657,25.44,C22H22N2O4,0.88,0.069,1/1,3761914.2274,7.746088701546887,3053854.6392,4.950300688794291,0.8117821020365563,0.9224796614051777
188,189,390314.584,465484.876,429377.554,414219.938,415258.46,422319.768,418159.731,441176.083,444683.772,451023.414,390.1578,4.42,C18H20FN5O4,1.04,0.481,1/1,422931.0824,6.5300946295868965,435472.5535999999,3.311723599779167,1.0296536994368706,0.9900516340739139
189,190,245505.87,284288.305,252431.061,240119.606,250470.016,246573.449,249989.149,279205.13,250114.027,255133.474,391.1479,3.32,C15H18N8O5,1.01,0.766,1/1,254562.9716,6.791346051989844,256203.04580000002,5.158434592393394,1.0064427052752083,0.9964779260150577
190,191,11442477.384,11275621.906,12067331.244,11187343.872,11225427.86,11341385.375,11664918.842,10913702.321,11195347.15,11220280.0,502.1781,16.11,C28H24FN3O5,1.06,0.327,1/1,11439640.453200001,3.1833061446093915,11267126.7376,2.4143988989698797,0.9849196557963722,0.929169486600351
191,192,1044190.375,1028225.227,1024827.167,1012774.863,1030155.23,998426.448,1010660.13,1024859.018,992875.232,1021134.715,285.0673,24.55,C15H9FN2O3,1.04,0.107,1/1,1028034.5724,1.0969548332502592,1009591.1085999999,1.3756694498876665,0.9820594907066765,0.9442879718333428
192,193,776346.972,721908.83,698214.543,682673.846,667775.534,648075.758,574757.121,579837.329,605046.244,630819.784,371.1269,7.77,C17H15FN6O3,0.85,0.06,1/1,709383.945,5.98504279141748,607707.2472,5.2252548063720115,0.85666901750927,1.0078459029520825
193,194,1428426.244,1404358.578,1580687.727,1388430.341,1392963.009,1381499.663,1536797.381,1400211.467,1399435.003,1394777.621,445.1641,14.42,C20H21FN6O5,1.03,0.539,1/1,1438973.1798,5.60966986432011,1422544.2270000002,4.520651426144717,0.9885828637874382,0.9597891881431438
194,195,3892741.574,4279322.098,4224303.878,4484105.136,4115840.587,3811711.732,4027693.205,3986634.949,3845888.584,3853999.922,308.2587,24.88,C19H33NO2,0.95,0.013,1/1,4199262.6546,5.177581180943033,3905185.6783999996,2.4466251664179492,0.9299693778673598,0.9789151345972209
195,196,1996513.517,2243380.458,1967255.585,1946213.591,2209629.853,2075162.618,1858318.447,1852680.715,1924113.046,1885527.772,588.9704,29.77,C19H20Br2N6O4S,0.92,0.216,1/1,2072598.6008000001,6.857554500622151,1919160.5196000002,4.776575477189009,0.9259682597774723,1.0064872388885568
196,197,854885.853,1064587.097,1046199.9,992961.597,1015560.797,1002076.523,992377.207,1001751.322,984881.615,1037112.94,245.1401,0.58,C13H16N4O,1.01,0.833,1/1,994839.0488,8.337991271573129,1003639.9214000001,1.9959677159530744,1.0088465291050004,0.9988579496089113
197,198,6773036.021,6323755.153,7159513.076,6144712.672,6104701.347,5936963.018,6730439.524,5705135.264,5711687.409,5677307.389,376.1405,13.66,C20H25NO2S2,1.0,0.967,1/1,6501143.6537999995,6.97740407488703,5952306.5208,7.514888632175825,0.9155783717101533,0.9155783717101533
198,199,2869258.869,2864361.577,2804831.854,2809846.51,3248642.695,2717860.956,2754780.774,2794110.892,2805235.004,2882506.944,393.2178,9.62,C24H28N2O3,0.92,0.051,1/1,2919388.301,6.38701442737693,2790898.914,2.212163228458138,0.955987565286883,1.0391169187900902
199,200,3439152.092,3673956.134,3392455.427,3362459.543,3704936.392,3349900.064,3080979.064,3032584.399,3111536.191,3054693.06,451.1654,28.81,C23H23ClN6O2,0.91,0.112,1/1,3514591.9176,4.618231317963202,3125938.5555999996,4.114792096409221,0.8894172151100265,0.9773815550659631
200,201,242014.233,297744.08,287559.814,272088.643,272695.485,271298.301,274807.583,255740.403,287490.842,270951.718,227.1142,0.61,C9H14N4O3,1.15,0.071,1/1,274420.451,7.676768405778285,272057.7694,4.165863048547175,0.9913902859958494,0.8620785095616083
201,202,302782.344,353839.889,296614.243,289849.276,303637.523,262278.477,250877.095,238847.99,245285.531,263307.235,616.0869,27.2,C26H23FIN5O4,0.81,0.048,1/1,309344.655,8.237834279697756,252119.26559999998,4.219812519767103,0.8150108997357655,1.0061862959700807
202,203,1575994.337,1530533.354,1758069.082,1525435.326,1539870.066,1442956.564,1717572.064,1477793.919,1471695.63,1504723.733,442.1894,15.54,C22H24FN5O4,0.99,0.894,1/1,1585980.4329999997,6.192357070762493,1522948.382,7.287826641795199,0.960256728463686,0.9699562913774606
203,204,4726043.397,4603386.882,4308631.489,4406476.298,4683348.372,4132311.259,4526853.567,4018001.614,4282237.184,4395836.81,398.1981,10.71,C24H23N5O,0.92,0.006,1/1,4545577.2876,3.97184080252201,4271048.0868,4.746847982631945,0.9396052066810312,1.0213100072619903
204,205,6784749.189,6419467.658,6445646.981,6457486.384,6648164.044,7216363.082,6661711.771,6327604.268,6592947.026,6728585.241,267.1859,7.8,C18H22N2,1.08,0.037,1/1,6551102.851199999,2.428275535803764,6705442.2776,4.826143449337035,1.0235593044263882,0.9477400966911002
205,206,226147.669,223144.701,220093.813,217178.251,245536.613,212276.634,237497.193,209615.432,212396.363,215199.517,460.1987,11.17,C25H25N5O4,1.02,0.637,1/1,226420.20939999996,4.946146794199901,217397.02779999998,5.247814778091476,0.9601485149054898,0.9413220734367547
206,207,51517627.394,52105813.706,50706004.402,51135896.286,50692989.878,49709323.585,54206006.485,49900187.913,51361133.544,49378518.577,493.2638,18.1,C28H36N4O2S,1.05,0.263,1/1,51231666.33319999,1.1636328161130782,50911034.020799994,3.9129171504893048,0.9937415209117995,0.9464204961064756
207,208,758377.227,738907.19,734619.774,870117.59,735947.394,708263.084,719780.327,729373.205,740771.904,754284.477,417.1284,25.26,C21H21FN2O4S,0.97,0.506,1/1,767593.8349999998,7.570602556077992,730494.5994,2.450618925406899,0.9516681428271243,0.9811011781722931
208,209,12916333.366,12815594.454,12337283.126,12724763.522,12703276.296,11719727.057,13656088.788,11836387.905,11877864.794,12469014.313,299.1579,16.78,C18H22N2S,0.98,0.681,1/1,12699450.1528,1.7267486952979991,12311816.5714,6.544227350723698,0.9694763492327632,0.9892615808497583
209,210,2143869.014,1971908.392,1848924.144,1866588.149,1798374.534,1764394.763,1830690.046,1792065.545,1893111.081,1991907.073,399.167,4.12,C20H22N4O5,0.98,0.652,1/1,1925932.8465999998,7.1256094541507675,1854433.7016000003,4.894655820753008,0.9628755773462078,0.982526099332865
210,211,94650.067,93329.404,93186.239,97443.655,97973.811,114117.846,96339.468,95382.858,91234.41,87443.755,186.0916,6.17,C12H11NO,1.12,0.189,1/1,95316.63519999999,2.376052103513819,96903.6674,10.581787338226878,1.0166501072627039,0.9077233100559855
211,212,6549661.896,6479869.994,6525240.804,6331339.767,6353145.269,6816967.257,6065522.744,6449119.256,6924314.909,6861960.933,307.1669,6.39,C17H18N6,1.05,0.229,1/1,6447851.546,1.5494281773875467,6623577.0198,5.477583287154148,1.0272533374173314,0.9783365118260299
212,213,252964.698,342100.439,245610.227,240449.223,351320.515,328252.036,226148.445,234375.208,232863.372,239344.064,316.0351,28.06,C14H9ClF3NO2,0.91,0.519,1/1,286489.0204,19.285302701368884,252196.625,16.96177959225567,0.8803011879753002,0.9673639428300002
213,214,47179.519,65561.617,48717.376,48184.594,52973.653,64871.371,47627.999,46803.613,46579.535,49459.424,810.4564,32.42,C43H68ClNO11,0.95,0.444,1/1,52523.35179999999,14.501845818334925,51068.3884,15.271298069974254,0.9722987328466729,1.0234723503649188
214,215,739685.71,717690.231,790163.008,711386.466,698942.45,900863.191,841031.086,746515.884,685930.786,684573.659,394.1403,12.5,C21H19N3O5,1.09,0.127,1/1,731573.5730000001,4.9112006100498995,771782.9212,12.473687902422759,1.0549628221740042,0.9678558001596368
215,216,11386635.618,12406744.376,11303168.901,11164044.151,12520613.655,11897534.798,11300435.481,11046592.007,11168187.705,11061484.287,463.0861,31.53,C22H21Cl3N4O,0.97,0.44,1/1,11756241.340200001,5.545311445869425,11294846.8556,3.1157708171081873,0.9607532313051211,0.9904672487681662
216,217,2813914.423,3046189.236,2673209.711,2659866.588,2934305.496,2885086.158,2557810.004,2450613.112,2371376.614,2302612.06,486.2011,28.32,C26H26F3N3O3,0.91,0.123,1/1,2825497.0908,5.903767918596476,2513499.5896,9.08695274456493,0.8895778366872563,0.9775580622936882
217,218,1368755.035,1414476.09,1351278.057,1329337.901,1306645.695,1368635.136,1390568.768,1407304.854,1463058.658,1422288.505,308.1431,3.94,C15H21N3O2S,1.07,0.242,1/1,1354098.5556,3.0298878988748825,1410371.1842,2.5221628191402377,1.0415572621115938,0.9734180019734521
218,219,1204156.408,1165639.807,1182367.391,1174200.929,1179685.01,1139909.863,1167582.785,1177532.925,1212088.537,1244473.51,416.1636,9.12,C22H18FN7O,1.01,0.755,1/1,1181209.909,1.213432510328734,1188317.5239999997,3.4203899628358645,1.0060172327931256,0.9960566661318075
219,220,97330.455,197265.02,131671.032,130210.291,124684.509,167561.146,123696.367,116492.242,121707.242,109741.659,351.1959,32.42,C23H26O3,0.95,0.71,1/1,136232.2614,27.04211574559592,127839.7312,17.875574513531518,0.9383954276780434,0.98778466071373
220,221,83180.677,80686.503,79145.698,82401.416,85151.141,77398.832,67072.959,73935.618,77560.679,78958.623,392.2006,21.68,C22H28FO5,1.05,0.552,1/1,82113.087,2.809816932521785,74985.3422,6.394022694951117,0.9131959951767493,0.8697104715969041
221,222,48952.474,39133.173,36885.684,35292.642,36232.192,27584.841,29745.117,31825.834,28454.259,32954.031,204.0303,0.64,C5H11NO4S,0.74,0.001,1/1,39299.233,14.196000820889083,30112.8164,7.478098796018304,0.7662443793750376,1.0354653775338347
222,223,940649.804,938471.971,851169.361,857231.252,848502.579,857694.731,838378.253,962077.447,867397.153,905142.537,302.1754,3.57,C18H23NO3,1.0,0.927,1/1,887204.9934,5.399530569657526,886138.0242000001,5.5195865376429545,0.9987973814305181,0.9987973814305181
223,224,4841.269,3620.846,6500.906,6303.694,5806.099,3864.369,5290.483,4581.659,5730.763,5312.526,339.2167,31.55,C19H30O5,0.76,0.61,1/1,5414.5628,21.98878767225844,4955.960000000001,14.865372735198001,0.9153019704564146,1.2043446979689665
224,225,327551.058,469167.886,321738.583,323106.958,465330.869,328419.137,320308.259,317793.954,310274.0,314696.283,331.0439,27.31,C10H19O6PS2,0.84,0.149,1/1,381379.0708,20.564758705271487,318298.32660000003,2.1313276892702615,0.8345983064364842,0.993569412424386
225,226,26781532.789,25777877.484,30526453.466,26399031.616,25964023.695,25075901.73,29273147.946,25191025.574,25225745.464,24670176.645,192.1385,13.76,C12H17NO,0.98,0.753,1/1,27089783.809999995,7.236350903227326,25887199.4718,7.361402638220466,0.9556074590098401,0.9751096520508573
226,227,1319872.822,2288366.578,2041646.153,1985045.889,2346711.622,2421418.915,2054958.983,2095429.227,2095433.113,2153742.736,340.3695,29.27,C21H45N3,1.13,0.474,1/1,1996328.6127999998,20.4677561194259,2164196.5948,6.840392689289231,1.0840883514485888,0.9593702225208751
227,228,4111396.514,4373643.418,4021086.594,4020057.6,4035846.041,4111179.731,4102256.13,4602313.073,4268111.797,4453155.75,555.253,3.7,C22H42N4O8S2,1.06,0.445,1/1,4112406.0334,3.6672017247767896,4307403.2962,5.0644129472502595,1.0474168312214984,0.9881290860580173
228,229,2926.288,1126.765,2711.289,2135.839,967.694,1176.92,1962.481,2225.819,2594.46,2155.02,178.1354,29.14,C12H17O,1.27,0.253,1/1,1973.575,45.37038267164398,2022.9399999999998,25.977563701135768,1.025012984051784,0.8070968378360505
229,230,17830306.449,20587457.567,17253129.408,17226321.591,20869460.912,16309193.377,16211119.677,16205357.221,16048027.76,16010920.957,305.1084,29.89,C12H21N2O3PS,0.88,0.09,1/1,18753335.1854,9.714736972647238,16156923.7984,0.7683470121402481,0.8615493531507195,0.9790333558530903
230,231,1054597.598,1170069.827,1126622.788,1132378.88,1114702.908,1101094.161,1047405.554,962671.552,1014058.752,1047195.682,109.0763,0.59,C6H8N2,0.94,0.221,1/1,1119674.4001999998,3.7386003179114806,1034485.1401999999,4.91472712746433,0.9239160420343779,0.982889406419551
231,232,19554221.595,19871362.883,19414039.507,19181141.026,19071486.098,18027673.211,21107157.906,18250374.023,19573932.511,18633384.978,204.1386,18.06,C13H17NO,0.94,0.43,1/1,19418450.221800003,1.629067155197585,19118504.525799997,6.585626040698106,0.9845535718569717,1.047397416869119
232,233,378145.016,357001.79,351172.746,365123.088,354751.245,391650.881,341567.801,309112.446,332058.587,355132.706,114.128,0.58,C7H15N,0.96,0.296,1/1,361238.77699999994,2.9759479273767644,345904.4842,8.84238336733491,0.9575508118830777,0.9974487623782059
233,234,2240444.018,3408917.907,2583283.273,2556625.668,2603702.501,3004288.846,2300757.201,2430427.464,2293354.467,2357185.55,291.1957,32.3,C18H26O3,0.96,0.719,1/1,2678594.6734,16.218577767086494,2477202.7056,12.099412430560895,0.9248143178212294,0.9633482477304472
234,235,6888813.676,6433275.476,6323505.349,6311179.065,6102951.761,6320423.528,6078300.052,6196699.877,5554932.926,5832998.492,146.1177,0.58,C7H15NO2,1.03,0.155,1/1,6411945.0654,4.555701753223353,5996670.975,5.095112580982017,0.9352343031382329,0.9079944690662455
236,237,189439.959,185592.469,195516.603,195057.091,191294.104,173009.247,179071.856,186532.242,184652.483,184623.969,220.9536,8.65,C4H7Cl2O4P,0.98,0.68,1/1,191380.0452,2.1528088590185464,181577.9594,3.0536738934364,0.9487820906837157,0.9681449904935874
237,238,8266079.551,10590416.433,8014342.893,8066023.683,10671303.256,10377813.791,7886580.043,8017500.687,8044014.495,8129299.574,279.1595,31.43,C16H22O4,0.96,0.715,1/1,9121633.1632,15.14234577933811,8491041.717999998,12.464028633299872,0.9308685808870238,0.9696547717573165
238,239,7069334.143,7910365.692,7133476.815,7007117.371,7098849.449,6116605.067,5984426.504,5665918.232,5394245.753,5203443.017,275.2123,4.42,C17H26N2O,0.86,0.01,1/1,7243828.694,5.183482396662638,5672927.7146,6.781522079709614,0.7831394079347619,0.9106272185287929
239,240,119056.869,138976.955,128476.767,125651.331,119031.225,122006.244,136050.424,145405.094,138523.106,133496.285,215.049,2.42,C8H10N2O3S,0.93,0.321,1/1,126238.6294,6.521947758962556,135096.2306,6.333410980693932,1.0701655368257665,1.1507156309954478
240,241,2843455.991,2865863.756,2948161.254,2854888.961,2901698.387,2695069.985,2459117.651,2434431.547,2426602.985,2414699.827,428.2553,6.76,C24H33N3O4,0.94,0.355,1/1,2882813.6698000003,1.4760950601234297,2485984.3989999997,4.746949115068562,0.8623465418673656,0.917389938156772
241,242,3980296.956,4666995.773,3978346.488,3978509.82,4110546.322,3976426.341,3962560.617,4621559.506,3931725.68,3917215.333,214.0996,3.63,C11H16ClNO,0.97,0.633,1/1,4142939.0718,7.203572957808873,4081897.4954000004,7.413272511403305,0.9852661177627509,1.0157382657347946
242,243,1194444.714,1260364.438,1145313.689,1152318.66,1148589.4,1136689.686,1162196.56,1172335.911,1238100.901,1294385.497,427.1176,4.26,C21H19ClN4O4,1.04,0.449,1/1,1180206.1802,4.15590073785096,1200741.711,5.358614452456668,1.0173999519274843,0.978269184545658
243,244,941893.532,910338.416,1133711.101,940458.275,917384.535,1107697.739,1116990.514,914400.658,921470.815,930257.663,347.2223,13.0,C21H30O4,1.05,0.674,1/1,968757.1717999999,9.626002285822088,998163.4778000001,10.46272894220521,1.0303546717959897,0.9812901636152283
244,245,1019337.824,1040401.851,1040229.654,1011010.065,1012588.884,1053700.858,960500.289,1009460.694,1019160.923,1038357.106,488.1642,6.85,C22H26ClN7O2S,0.97,0.184,1/1,1024713.6555999999,1.423052458293164,1016235.974,3.497745939571407,0.9917267799119589,1.0223987421772773
245,246,2804396.702,2747263.603,3064854.601,2771199.874,3072451.389,2582551.532,3044867.49,2661205.147,2732454.806,2856615.56,489.229,10.46,C23H32N6O4S,0.94,0.324,1/1,2892033.2338,5.619736510732784,2775538.907,6.527222154057542,0.9597188837809683,1.0209775359372004
246,247,85763.232,40913.587,32830.305,44850.532,65436.329,37318.965,26497.743,24158.17,40601.532,66742.09,245.1752,32.87,C14H20N4,0.75,0.134,1/1,53958.797,39.77843309306694,39063.7,43.43539353389344,0.7239542423453214,0.9652723231270951
247,248,4629160.948,4321777.401,4294571.984,4209486.92,4531340.119,4490734.906,4808030.674,5051319.302,4885700.16,4720185.311,233.0924,9.2,C12H12N2O3,1.09,0.085,1/1,4397267.4744,3.9920172033445915,4791194.0706,4.330521956847907,1.0895844063371996,0.9996187214102747
248,249,667918.734,734608.664,702565.07,726286.908,726760.877,631991.397,614052.439,714671.306,729335.268,741012.56,558.2312,21.93,C28H36ClN5O3S,0.89,0.034,1/1,711628.0506,3.8256265168296153,686212.594,8.565601972526398,0.9642854766916914,1.0834668277434734
249,250,6158703.121,6301700.293,5817557.39,5744362.942,5711961.904,5758689.437,5913880.596,6748698.084,6047452.348,6413749.965,406.2343,3.35,C21H31N3O5,1.07,0.295,1/1,5946857.13,4.4782143857382035,6176494.086,6.4957978601126785,1.038614843265959,0.9706680778186532
250,251,309351.594,357024.235,331422.223,315539.812,312123.45,313377.156,314215.508,322478.632,329778.882,336361.508,445.1615,5.21,C22H24N2O8,0.98,0.613,1/1,325092.26279999997,6.088184392155334,323242.33719999995,3.0712513656302773,0.9943095366710154,1.0146015680316485
251,252,467850.506,523467.789,492073.507,467987.07,488115.679,434925.139,432814.054,498446.274,449877.243,478353.081,417.1186,3.43,C21H20O9,0.93,0.064,1/1,487898.9102,4.6749857869308435,458883.15820000006,6.239348118198294,0.9405291723482109,1.0113216906970008
252,253,3366363.413,3592782.571,3243518.681,3308435.969,3086110.474,3348526.585,3118077.71,3099688.667,3109183.895,3060025.354,529.2294,30.89,C27H30F6N2O2,0.93,0.108,1/1,3319442.2216,5.5802592502637545,3147100.4422,3.6466347531203063,0.9480811028194581,1.019442046042428
253,254,2392820.15,2497518.503,2240700.094,2252845.769,2201973.176,2315859.537,2237527.306,2247172.79,2308355.599,2229037.359,359.1972,3.83,C20H26N2O4,1.07,0.067,1/1,2317171.5383999995,5.35135564454187,2267590.5182000003,1.8181044740998422,0.9786027838775222,0.91458204100703
254,255,1474815.212,1536367.733,1436089.009,1412052.328,1412646.714,1405759.017,1455253.133,1688604.746,1533625.213,1614881.356,313.1776,3.43,C16H20N6O,1.02,0.814,1/1,1454394.1992,3.606875270847186,1539624.6929999997,7.471695925611691,1.058602058401279,1.0378451552953716
255,256,2576697.113,2608685.645,2531914.131,2527193.705,2801903.937,2386993.505,2775456.342,2386183.231,2488349.411,2460146.173,330.1505,10.85,C19H20FNO3,0.99,0.903,1/1,2609278.9062,4.322789516384173,2499425.7324,6.430266574755544,0.957899029674837,0.9675747774493303
256,257,923135.826,903981.573,877624.76,880768.726,998745.297,787861.881,732072.806,805809.031,801590.848,859360.491,433.2228,22.61,C24H32O7,0.89,0.049,1/1,916851.2364,5.385517598651258,797339.0114,5.7081956294610245,0.8696492732351404,0.9771340148709443
257,258,905422.185,908418.22,920290.431,912903.157,1124919.613,859616.323,1074209.598,888262.157,902489.019,912943.904,234.1128,11.21,C13H15NO3,1.02,0.775,1/1,954390.7212000001,10.005634994090789,927504.2002000001,9.102163494834198,0.9718286018474757,0.9527731390661526
258,259,869988.584,851451.793,848845.312,838493.735,824153.471,909665.6,832799.625,846253.885,858903.474,875038.596,413.1203,7.33,C21H21ClN4OS,1.05,0.159,1/1,846586.5789999999,1.9986307235070482,864532.2360000001,3.4313815894952504,1.0211976629976793,0.9725692028549326
259,260,1457767.894,1516992.002,1422798.83,1399089.368,1414120.42,1368891.51,1393686.535,1632841.623,1481202.361,1514795.702,328.1583,3.39,C16H25NO4S,1.06,0.033,1/1,1442153.7027999999,3.263361554825934,1478283.5461999997,7.123187695582467,1.0250526995353215,0.9670308486182279
260,261,1462373.074,1560999.794,1387408.298,1429071.663,1417943.014,1487795.087,1390073.96,1391098.909,1411653.419,1427328.42,163.0868,5.62,C9H10N2O,0.94,0.229,1/1,1451559.1685999997,4.601470994244779,1421589.959,2.822036183357437,0.9793537802328068,1.0418657236519222
261,262,1761456.053,1707607.765,1566594.946,1494486.425,1545278.527,1446842.819,1468032.861,1708718.315,1496303.439,1594063.354,316.2025,3.49,C18H25N3O2,1.06,0.373,1/1,1615084.7432,7.042766055475525,1542792.1576,7.034768392317275,0.955239137819626,0.9011689979430434
262,263,7498012.766,6789036.692,7643471.601,6554322.866,7383965.028,6145091.045,7385426.27,6681834.876,6434814.086,7120008.361,223.0869,10.5,C14H10N2O,0.94,0.631,1/1,7173761.7906,6.618304044769256,6753434.927599999,7.442470903838634,0.9414077473898328,1.001497603606205
263,264,1468510.728,1760236.874,1470464.189,1448008.45,1417757.212,1341473.127,1361462.868,1379832.814,1373803.272,1439980.014,119.0606,5.08,C7H6N2,0.92,0.143,1/1,1512995.4906000001,9.241933230625351,1379310.4190000002,2.6789697872354257,0.9116421215855804,0.990915349549544
264,265,8888.167,7830.552,9775.483,8403.807,12057.991,7800.515,11073.202,8274.9,8107.154,8653.369,185.9776,10.63,C7H4ClNOS,0.94,0.702,1/1,9391.2,17.596286085371034,8781.828,15.001283064828089,0.9351124456938409,0.9948004741423839
265,266,2194661.211,2560845.228,2242473.953,2171471.908,2163449.663,2181079.255,2150883.439,2170250.03,2245909.027,2332862.002,226.109,3.81,C12H11N5,0.98,0.645,1/1,2266580.3926000004,7.383460337075465,2216196.7506,3.3542455542209733,0.9777710765678136,0.9977255883345036
266,267,11053009.465,10924326.871,10978903.249,10813708.438,10877716.107,11022244.994,9378248.671,9399152.16,9419491.085,9102652.968,296.2012,6.71,C20H25NO,0.99,0.897,1/1,10929532.826000001,0.8411999264520121,9664357.9756,7.967289286116919,0.884242549929462,0.8931742928580425
267,268,2356288.561,2377969.318,2348176.804,2377458.034,2360702.421,2625354.697,2346552.512,2412028.966,2451438.386,2403483.139,425.2443,5.67,C25H32N2O4,1.16,0.084,1/1,2364119.0276,0.5583249044585001,2447771.54,4.3347795717899755,1.0353842219547305,0.8925726051333884
268,269,9193701.953,8879714.645,8796876.92,8935738.732,8877433.06,7908272.024,8406020.822,8310284.767,8474469.345,8520617.028,457.2343,8.6,C25H32N2O6,0.88,0.015,1/1,8936693.062,1.7003496371607356,8323932.7972,2.9491039383079545,0.931433220258449,1.058446841202783
269,270,4723551.165,4500327.848,5080045.231,4640315.168,5264624.361,5137303.116,5213736.143,4545786.77,4375024.118,4530369.599,223.0757,20.79,C15H10O2,0.97,0.759,1/1,4841772.754600001,6.585900604915729,4760443.9492,8.102178991204706,0.9832026801913135,1.0136110105065088
270,271,573508.354,675908.643,575349.327,574655.889,574260.398,559982.286,562340.672,660418.223,589198.426,606574.817,433.8753,3.54,C9H9I2NO3,1.04,0.647,1/1,594736.5222,7.630518552781979,595702.8847999999,6.889572563610802,1.0016248583430276,0.9631008253298342
271,272,978933.845,999940.769,962695.088,929182.937,914127.383,917836.286,935782.285,931187.628,866707.081,931212.283,156.1024,0.58,C8H13NO2,0.97,0.413,1/1,956976.0044,3.6831202007411767,916545.1126,3.1267279075579553,0.9577514048271784,0.9873725822960602
272,273,1562803.752,1425132.283,1420063.13,1340444.572,1314729.323,1114851.088,1026071.667,1028418.152,1039835.448,1072224.837,329.1947,6.35,C17H28O6,0.68,0.002,1/1,1412634.612,6.859573751492776,1056280.2384,3.5562037724239,0.7477377585308662,1.0996143507806855
273,274,607.024,668.147,636.767,532.945,796.846,679.177,527.49,624.894,630.062,527.971,175.0392,29.15,C10H6O3,1.12,0.711,1/1,648.3458,14.954651264519025,597.9188,11.286572638140804,0.9222220611284904,0.8234125545790092
274,275,1203939.87,1247099.913,1227218.268,1220934.965,1224336.425,1193637.181,1515698.518,1259149.328,1463774.98,1238308.99,225.0913,18.59,C15H12O2,1.14,0.085,1/1,1224705.8882,1.2605878064324516,1334113.7994,10.882647466708294,1.08933402889146,0.9555561656942632
275,276,83179.231,81653.511,89123.129,85760.252,88185.726,118024.271,87161.421,87786.485,89836.714,90034.515,189.0549,7.76,C11H8O3,1.11,0.312,1/1,85580.36979999999,3.7207383071214712,94568.68119999999,13.928242634857826,1.105027723308576,0.9955204714491674
276,277,9630.774,2468.985,4123.357,4000.528,4102.545,5835.164,4218.858,4177.578,4089.507,3540.393,331.2597,6.23,C20H36O2,1.0,0.99,1/1,4865.2378,56.60016481172087,4372.300000000001,19.719326363672298,0.898681663617758,0.898681663617758
277,278,7579333.513,7433242.734,7415283.653,7326225.102,7428510.196,7966577.504,7070770.146,6788241.916,6875779.743,7128660.738,386.2444,7.77,C22H31N3O3,1.11,0.03,1/1,7436519.039600002,1.2229987478161417,7166006.0094,6.539104773502198,0.963623702331763,0.8681294615601467
278,279,12937298.345,13195970.837,12935334.284,12998749.814,12950539.014,12198070.415,14574959.279,12657477.052,11880053.176,12338034.529,318.2431,17.79,C20H31NO2,1.04,0.277,1/1,13003578.4588,0.8502935080519627,12729718.8902,8.394994125635417,0.9789396765307578,0.941288150510344
279,280,62517.821,82857.984,83226.026,73389.517,69424.069,72004.464,81579.71,82358.138,81546.735,85205.232,325.115,0.59,C13H16N4O6,1.12,0.205,1/1,74283.0834,11.971641998359765,80538.8558,6.2088011100413905,1.0842153033189788,0.9680493779633738
280,281,790623.42,755421.901,770747.433,747781.493,761299.131,861090.267,805199.338,819266.397,870721.25,925381.779,447.0931,6.33,C21H18O11,1.14,0.04,1/1,765174.6756,2.1586992182194784,856331.8061999999,5.534908570732203,1.1191324458412328,0.9816951279309061
281,282,755382.831,838586.683,838557.128,815366.01,815014.981,801177.007,802006.002,787525.772,795801.156,783003.23,265.1914,0.58,C15H24N2O2,0.97,0.616,1/1,812581.5266,4.189786652718205,793902.6333999999,1.0569518459674974,0.9770128995201796,1.0072297933197727
