rt,rt_range:min,rt_range:max,mz,datafile:SA2.mzML:area,datafile:SB2.mzML:area,datafile:SA1.mzML:area,datafile:SB1.mzML:area,datafile:SB3.mzML:area,datafile:SA3.mzML:area,datafile:SB5.mzML:area,datafile:SA4.mzML:area,datafile:SB4.mzML:area,datafile:SA5.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
6.392,6.1226,6.6899,307.16721,6501000.0,6058000.0,6550000.0,6824000.0,6427000.0,6490000.0,6797000.0,6330000.0,6884000.0,6353000.0,6.39,212.0,1.05,1/1,6444800.0,1.5098567118034054,6598000.0,5.322545877016293,1.023771102284012,0.9750200974133446
28.06,27.9186,28.3587,316.03544,337400.0,228900.0,247400.0,329000.0,234000.0,244500.0,238400.0,239500.0,233900.0,350600.0,28.06,213.0,0.91,1/1,283880.0,19.428035541546958,252840.0,16.891035618932715,0.8906580245174017,0.9787450818872546
32.4128,32.2394,32.506,810.45744,56050.0,18900.0,37740.0,51060.0,44050.0,45390.0,41370.0,41470.0,40780.0,46940.0,32.42,214.0,0.95,1/1,45518.0,15.135142215267546,39232.0,30.78503629051631,0.8619007865020432,0.9072639857916244
12.4993,12.2014,12.7994,394.1406,715600.0,837800.0,733400.0,899300.0,741200.0,788800.0,655700.0,710300.0,672900.0,696400.0,12.5,215.0,1.09,1/1,728900.0,4.9405494274724875,761380.0,13.81670247293394,1.044560296336946,0.9583121984742623
31.5324,31.4206,31.8298,463.0859,12420000.0,11340000.0,11430000.0,11950000.0,11110000.0,11360000.0,11150000.0,11190000.0,11210000.0,12720000.0,31.53,216.0,0.97,1/1,11824000.0,5.8754716611796916,11352000.0,3.042875895442501,0.9600811907983762,0.9897744235034807
28.322,28.0146,28.5575,486.2003,3074000.0,2512000.0,2824000.0,2866000.0,2237000.0,2685000.0,938500.0,2661000.0,1793000.0,2938000.0,28.32,217.0,0.91,1/1,2836400.0,6.122194867243684,2069300.0,35.952107205331124,0.7295515442109717,0.8017049936384304
3.9371,3.7609,4.0775,308.14325,1407000.0,1380000.0,1365000.0,1360000.0,1397000.0,1341000.0,1412000.0,1326000.0,1453000.0,1295000.0,3.94,218.0,1.07,1/1,1346800.0,3.1292684763587477,1400400.0,2.514845271312629,1.0397980397980398,0.9717738689701305
9.1187,8.8222,9.4188,416.16341,1163000.0,1164000.0,1196000.0,1136000.0,1172000.0,1178000.0,1156000.0,1171000.0,1194000.0,1174000.0,9.12,219.0,1.01,1/1,1176400.0,1.0421361819977497,1164400.0,1.8274731814868277,0.9897993879632778,0.9799993940230474
32.422,32.3721,32.484,351.19584,134500.0,86460.0,68600.0,96420.0,79370.0,96880.0,82850.0,90220.0,84550.0,94390.0,32.42,220.0,0.95,1/1,96918.0,24.55581914906338,85930.0,7.468473444189211,0.8866258073835613,0.9332903235616435
21.6778,21.449,21.8945,392.20098,79780.0,66130.0,83070.0,76800.0,73620.0,78000.0,78320.0,81760.0,76440.0,82670.0,21.68,221.0,1.05,1/1,81056.0,2.6261123417566075,74262.0,6.534542205724829,0.9161814054480852,0.8725537194743669
3.5724,3.367,3.6784,302.17554,933700.0,835800.0,934300.0,851100.0,956800.0,847200.0,903200.0,852000.0,863900.0,842300.0,3.57,223.0,1.0,1/1,881900.0,5.4070230499487195,882160.0,5.513102027204296,1.0002948180065767,1.0002948180065767
27.3121,27.119,27.56,331.04393,468700.0,319700.0,332400.0,327100.0,317400.0,322100.0,317500.0,323400.0,313300.0,467100.0,27.31,225.0,0.84,1/1,382740.0,20.33841751097655,319000.0,1.593821168512371,0.8334639703192768,0.9922190122848533
13.7572,13.4604,14.0593,192.13852,25620000.0,29110000.0,26600000.0,24930000.0,25060000.0,30330000.0,24500000.0,26230000.0,25060000.0,25810000.0,13.76,226.0,0.98,1/1,26918000.0,7.224831685991585,25732000.0,7.392765796511746,0.9559402630210269,0.9754492479806397
29.2721,28.97,29.5695,340.36967,2055000.0,1889000.0,1150000.0,2099000.0,1900000.0,1754000.0,1983000.0,1761000.0,1976000.0,2084000.0,29.27,227.0,1.13,1/1,1760800.0,21.32806326506118,1969400.0,4.2713895881604165,1.118468877782826,0.9897954670644479
3.6974,3.6266,3.8947,555.25335,4367000.0,4101000.0,4104000.0,4106000.0,4600000.0,4017000.0,4452000.0,4014000.0,4265000.0,4028000.0,3.7,228.0,1.06,1/1,4106000.0,3.665226155241308,4304800.0,5.082128221095881,1.048416950803702,0.9890725950978321
29.1459,29.0525,29.2043,178.13545,208.1,1403.0,1502.0,567.0,915.6,1664.0,1406.0,1129.0,1433.0,139.8,29.14,229.0,1.27,1/1,928.5800000000002,77.11567673576968,1144.92,33.94959302391185,1.2329793878825732,0.9708499117185616
29.889,29.6291,30.1897,305.10881,20600000.0,16220000.0,17850000.0,16320000.0,16240000.0,17260000.0,16030000.0,17240000.0,16190000.0,20880000.0,29.89,230.0,0.88,1/1,18766000.0,9.705239584719981,16200000.0,0.657631967674769,0.8632633486091869,0.980981077964985
0.589,0.4263,0.7632,109.07632,1146000.0,1044000.0,742400.0,758400.0,1009000.0,1108000.0,1039000.0,1102000.0,1071000.0,772400.0,0.59,231.0,0.94,1/1,974160.0,20.415019677285194,984280.0,13.02207492230569,1.0103884372177054,1.0748813161890485
18.0639,17.7604,18.3598,204.13857,19640000.0,20840000.0,19780000.0,17830000.0,18010000.0,19170000.0,18420000.0,18990000.0,20130000.0,18900000.0,18.06,232.0,0.94,1/1,19296000.0,2.0385434489009127,19046000.0,7.111070011150974,0.9870439469320066,1.0500467520553263
0.5809,0.5572,0.6542,114.128,333000.0,320100.0,366800.0,377900.0,307000.0,322600.0,330700.0,351800.0,325800.0,337700.0,0.58,233.0,0.96,1/1,342380.0,5.029699525695376,332300.0,8.121146775308032,0.9705590279806063,1.0109989874797982
32.2974,32.2032,32.5109,291.19589,3402000.0,2299000.0,2237000.0,3001000.0,2427000.0,2579000.0,2357000.0,2553000.0,2289000.0,2599000.0,32.3,234.0,0.96,1/1,2674000.0,16.19607826840456,2474600.0,12.09746999477681,0.9254300673148841,0.9639896534530042
0.576,0.5509,0.8794,146.11782,6324000.0,6093000.0,6850000.0,6540000.0,6185000.0,6351000.0,5891000.0,6185000.0,6136000.0,6262000.0,0.58,235.0,1.03,1/1,6394400.0,4.10637712427153,6169000.0,3.8192378977837227,0.96475040660578,0.9366508801997864
32.2505,32.2212,32.2931,362.21253,12270.0,5012.0,5361.0,10280.0,4504.0,5990.0,5367.0,5958.0,4228.0,5889.0,32.25,236.0,0.94,1/1,7093.6,40.95210523466047,5878.2,42.52922390451463,0.8286624562986353,0.8815558045730164
8.6528,8.4569,8.9492,220.95373,179800.0,174900.0,184000.0,168700.0,181500.0,190100.0,179600.0,187700.0,180400.0,185300.0,8.65,237.0,0.98,1/1,185380.0,2.1015033625420716,177020.0,2.987449720894619,0.9549034415794584,0.9743912669178147
31.4316,31.1301,31.7298,279.15974,10090000.0,7577000.0,7894000.0,9930000.0,7657000.0,7644000.0,7754000.0,7699000.0,7645000.0,10200000.0,31.43,238.0,0.96,1/1,8705400.0,15.140279906494502,8112600.0,12.547366186925075,0.9319043352401958,0.9707336825418706
4.4207,4.1207,4.7186,275.21207,7925000.0,5997000.0,7075000.0,6130000.0,5665000.0,7141000.0,5206000.0,7017000.0,5397000.0,7107000.0,4.42,239.0,0.86,1/1,7253000.0,5.217505669816468,5679000.0,6.8650015430379785,0.7829863504756652,0.9104492447391457
2.4047,2.173,2.5289,215.04899,21830.0,71560.0,95350.0,102200.0,130300.0,80720.0,124500.0,79340.0,28640.0,96250.0,2.42,240.0,0.93,1/1,74698.0,40.95615702841059,91440.0,45.937926615804535,1.2241291600846074,1.3162679140694702
6.7531,6.4602,7.0593,428.25566,2859000.0,2468000.0,2866000.0,2698000.0,2434000.0,2942000.0,2367000.0,2852000.0,2404000.0,2898000.0,6.76,241.0,0.94,1/1,2883400.0,1.289658697304141,2474200.0,5.275972720017146,0.8580842061455226,0.9128555384526836
3.6281,3.3324,3.832,214.0994,4701000.0,4023000.0,4270000.0,3986000.0,4732000.0,4102000.0,4047000.0,4180000.0,4033000.0,4150000.0,3.63,242.0,0.97,1/1,4280600.0,5.673495076376273,4164200.0,7.641642890553102,0.9728075503434098,1.0028943817973297
4.2615,4.1697,4.4022,427.11704,1257000.0,1158000.0,1190000.0,1133000.0,1166000.0,1142000.0,1287000.0,1146000.0,1229000.0,1140000.0,4.26,243.0,1.04,1/1,1175000.0,4.277389573831171,1194600.0,5.239940211850585,1.0166808510638299,0.9775777414075287
12.9949,12.747,13.2614,347.22199,909300.0,1115000.0,941100.0,1106000.0,912800.0,1132000.0,928900.0,938600.0,920700.0,915200.0,13.0,244.0,1.05,1/1,967240.0,9.631455307726053,996680.0,10.445421809434102,1.030437120052934,0.981368685764699
6.8526,6.627,7.149,488.16489,1037000.0,961500.0,1019000.0,1056000.0,1007000.0,1036000.0,1037000.0,1008000.0,1019000.0,1009000.0,6.85,245.0,0.97,1/1,1021800.0,1.3795359905140867,1016100.0,3.5145500182941785,0.9944216089254257,1.0251769164179647
10.456,10.1609,10.7597,489.22924,2734000.0,3038000.0,2781000.0,2578000.0,2660000.0,3052000.0,2810000.0,2755000.0,2726000.0,3063000.0,10.46,246.0,0.94,1/1,2877000.0,5.758004163192671,2762400.0,6.374643685347596,0.9601668404588113,1.0214540855944803
32.8715,32.7951,32.9829,245.17531,33040.0,21560.0,66220.0,29920.0,20230.0,26950.0,51040.0,35820.0,31620.0,50740.0,32.87,247.0,0.75,1/1,42554.0,37.27546851881783,30874.0,39.93861500274974,0.7255252150209146,0.9673669533612195
9.2049,8.9014,9.5,233.0926,4296000.0,4801000.0,4602000.0,4471000.0,5032000.0,4269000.0,4704000.0,4186000.0,4866000.0,4500000.0,9.2,248.0,1.09,1/1,4370600.0,3.967170587040092,4774800.0,4.348730912225419,1.0924815814762274,1.0022766802534195
21.9333,21.686,22.2296,558.23199,732100.0,610200.0,666100.0,627400.0,711100.0,698500.0,738400.0,724500.0,726600.0,724200.0,21.93,249.0,0.89,1/1,709080.0,3.8334721048976097,682740.0,8.71168093778592,0.9628532746657641,1.0818576119840047
3.3517,3.0848,3.5827,406.23402,6285000.0,5906000.0,6155000.0,5743000.0,6740000.0,5822000.0,6405000.0,5737000.0,6059000.0,5717000.0,3.35,250.0,1.07,1/1,5943200.0,4.372002825116997,6170600.0,6.504945957839124,1.0382622156414052,0.9703385192910329
5.2121,4.9105,5.4032,445.16205,353000.0,317300.0,299100.0,303000.0,324700.0,300700.0,329300.0,315600.0,329600.0,319600.0,5.21,251.0,0.98,1/1,317600.0,6.842389437393273,320780.0,3.4643432908053904,1.0100125944584384,1.0306250963861616
3.4325,3.3598,3.5244,417.11884,519500.0,428500.0,470600.0,433100.0,498700.0,487800.0,477700.0,466200.0,451200.0,486900.0,3.43,252.0,0.93,1/1,486200.0,4.308545922734893,457840.0,6.535149412503549,0.941670094611271,1.0125484888293237
30.8919,30.7199,31.1893,529.22954,3580000.0,3112000.0,3352000.0,3363000.0,3110000.0,3248000.0,3071000.0,3321000.0,3119000.0,3072000.0,30.89,253.0,0.93,1/1,3314600.0,5.545931958478764,3155000.0,3.73317202874298,0.951849393591987,1.023493971604287
3.8227,3.5301,3.9906,359.19756,2498000.0,2235000.0,2493000.0,2306000.0,2241000.0,2250000.0,2223000.0,2253000.0,2294000.0,2205000.0,3.83,254.0,1.07,1/1,2339800.0,6.129196853499407,2259800.0,1.659704377381927,0.9658090435079921,0.9026252743065346
3.4342,3.2575,3.5726,313.17719,1538000.0,1449000.0,1491000.0,1403000.0,1680000.0,1444000.0,1613000.0,1412000.0,1528000.0,1410000.0,3.43,255.0,1.02,1/1,1459000.0,3.7697052775873887,1534600.0,7.428160016668821,1.0518163125428375,1.0311924632772915
10.8481,10.5518,11.1496,330.15081,2594000.0,2786000.0,2553000.0,2386000.0,2438000.0,2519000.0,2456000.0,2514000.0,2489000.0,2789000.0,10.85,256.0,0.99,1/1,2593800.0,4.384379270882248,2511000.0,6.2996191883014525,0.9680777238029147,0.9778562866696108
22.604,22.3107,22.8814,433.22275,904500.0,727600.0,922600.0,782600.0,801400.0,879300.0,861300.0,883100.0,818600.0,1002000.0,22.61,257.0,0.89,1/1,918300.0,5.437940740155374,798300.0,6.148158560757081,0.8693237504083633,0.9767682588858014
11.2141,10.9464,11.5099,234.11305,903700.0,1073000.0,900500.0,859700.0,887300.0,918100.0,912900.0,909300.0,900200.0,1120000.0,11.21,258.0,1.02,1/1,950320.0,10.005978104098544,926620.0,9.083447179039524,0.9750610320734069,0.9559421883072616
7.3297,7.0312,7.6241,413.12057,850200.0,830800.0,867800.0,907800.0,843700.0,847400.0,870400.0,836400.0,855700.0,823500.0,7.33,259.0,1.05,1/1,845060.0,1.9523734674032123,861680.0,3.4405699355608546,1.0196672425626583,0.971111659583484
3.395,3.2853,3.5327,328.15799,1519000.0,1391000.0,1477000.0,1370000.0,1628000.0,1427000.0,1507000.0,1399000.0,1477000.0,1421000.0,3.39,260.0,1.06,1/1,1448600.0,3.3555599342188347,1474600.0,6.991624616457093,1.017948363937595,0.9603286452241462
5.6224,5.4693,5.9198,163.08666,1566000.0,1390000.0,1465000.0,1488000.0,1375000.0,1389000.0,1426000.0,1429000.0,1412000.0,1420000.0,5.62,261.0,0.94,1/1,1453800.0,4.699447510890801,1418200.0,3.0801684260630005,0.975512450130692,1.0377792022666936
3.4873,3.3043,3.6275,316.2026,1702000.0,1472000.0,1777000.0,1456000.0,1711000.0,1559000.0,1585000.0,1498000.0,1499000.0,1539000.0,3.49,262.0,1.06,1/1,1615000.0,7.353446291922,1544600.0,6.8302626548335175,0.9564086687306501,0.9022723289911793
10.4954,10.1893,10.7997,223.08707,6695000.0,7284000.0,7248000.0,6100000.0,6450000.0,7587000.0,4304000.0,6520000.0,5628000.0,7364000.0,10.5,263.0,0.94,1/1,7082800.0,6.4225188275115395,5953200.0,18.52512588283224,0.8405150505449822,0.894164947388279
5.0855,4.919,5.3788,119.06061,1745000.0,1363000.0,1516000.0,1350000.0,1383000.0,1460000.0,1441000.0,1443000.0,1405000.0,1408000.0,5.08,264.0,0.92,1/1,1514400.0,8.89343757091557,1388400.0,2.5947127143090882,0.9167987321711569,0.9965203610556053
10.6267,10.5172,10.7268,185.97775,6086.0,4126.0,5731.0,7048.0,6604.0,9135.0,6741.0,7575.0,7509.0,10710.0,10.63,265.0,0.94,1/1,7847.4,26.660351532749015,6405.6,20.62027150193796,0.8162703570609374,0.868372720277593
3.8072,3.724,4.0123,226.10912,2554000.0,2149000.0,2194000.0,2178000.0,2173000.0,2234000.0,2350000.0,2169000.0,2275000.0,2161000.0,3.81,266.0,0.98,1/1,2262400.0,7.313911635720751,2225000.0,3.814536412781878,0.983468882602546,1.0035396761250468
6.7021,6.4115,7.0098,296.20152,10910000.0,9366000.0,11020000.0,11030000.0,9368000.0,10960000.0,8763000.0,10790000.0,9259000.0,10870000.0,6.71,267.0,0.99,1/1,10910000.0,0.8016890781180523,9557200.0,9.002664360939594,0.8760036663611366,0.8848521882435723
5.6722,5.3997,5.9625,425.24462,2372000.0,2341000.0,2353000.0,2627000.0,2408000.0,2344000.0,2397000.0,2375000.0,2448000.0,2359000.0,5.67,268.0,1.16,1/1,2360600.0,0.5495657454148857,2444200.0,4.463982547842652,1.0354147250698975,0.8925989009223255
8.5959,8.302,8.9,457.23397,8848000.0,8401000.0,9145000.0,7897000.0,8307000.0,8772000.0,8440000.0,8908000.0,8463000.0,8854000.0,8.6,269.0,0.88,1/1,8905400.0,1.599386193053152,8301600.0,2.8173898398238446,0.9321984413951085,1.0593164106762598
20.7875,20.4905,21.0894,223.07547,4494000.0,5160000.0,4688000.0,5081000.0,4496000.0,5046000.0,4482000.0,4596000.0,4331000.0,5210000.0,20.79,270.0,0.97,1/1,4806800.0,6.379876394862494,4710000.0,8.095563952320669,0.9798618623616543,1.0101668684140765
3.5372,3.4641,3.6354,433.87595,674900.0,561900.0,569200.0,559200.0,657600.0,574700.0,606200.0,572100.0,586100.0,573600.0,3.54,271.0,1.04,1/1,592900.0,7.739229394123698,594200.0,6.78280238408806,1.002192612582223,0.963646742867522
0.5806,0.5576,0.7298,156.10256,1034000.0,951300.0,977000.0,963300.0,934000.0,1003000.0,953800.0,967000.0,957800.0,974200.0,0.58,272.0,0.97,1/1,991040.0,2.785040921811387,952040.0,1.1614280973951978,0.9606474007103649,0.9903581450622319
6.3469,6.0505,6.6151,329.19468,1417000.0,1017000.0,1604000.0,1107000.0,1017000.0,1414000.0,1012000.0,1341000.0,1016000.0,1323000.0,6.35,273.0,0.68,1/1,1419800.0,7.839135436231917,1033800.0,3.963236759394933,0.7281307226369911,1.0707804744661633
18.5869,18.2902,18.8898,225.09118,1231000.0,1491000.0,1255000.0,1176000.0,1240000.0,1219000.0,1226000.0,1221000.0,1514000.0,1224000.0,18.59,275.0,1.14,1/1,1230000.0,1.1948730452600869,1329400.0,12.03592785475602,1.0808130081300813,0.9480815860790187
7.7627,7.5528,7.9535,189.05505,79080.0,83990.0,79930.0,106400.0,86290.0,88190.0,88670.0,84030.0,89620.0,86080.0,7.76,276.0,1.11,1/1,83462.0,4.686876031295246,90994.0,9.765066826033525,1.0902446622414992,0.982202398415765
6.2334,6.0994,6.3594,331.25983,719.6,3813.0,8196.0,3652.0,2606.0,1070.0,2810.0,1103.0,3020.0,1908.0,6.23,277.0,1.0,1/1,2599.32,121.5238185405531,3180.2,16.605057790012903,1.2234738316174998,1.2234738316174998
7.7656,7.4701,8.0699,386.24415,7398000.0,7066000.0,7528000.0,7957000.0,6788000.0,7388000.0,7033000.0,7295000.0,6866000.0,7402000.0,7.77,278.0,1.11,1/1,7402200.0,1.1208975615189167,7142000.0,6.579948050590166,0.9648482883467078,0.8692326922042412
17.7922,17.4903,18.0998,318.24298,12910000.0,14550000.0,12280000.0,12190000.0,12620000.0,12800000.0,8593000.0,12820000.0,11560000.0,12880000.0,17.79,279.0,1.04,1/1,12738000.0,2.039928625393213,11902600.0,18.154302857649395,0.9344167059192966,0.8984776018454774
0.585,0.5618,0.6342,325.1155,71050.0,55620.0,56660.0,18420.0,71720.0,75670.0,64150.0,66200.0,72080.0,45450.0,0.59,280.0,1.12,1/1,63006.0,19.17382366173234,56398.0,39.48626519781316,0.8951210995778179,0.7992152674801946
6.3288,6.145,6.544,447.0928,754800.0,798000.0,799700.0,857600.0,814900.0,768800.0,923000.0,748400.0,866400.0,760200.0,6.33,281.0,1.14,1/1,766380.0,2.61915342050969,851980.0,5.741757589311142,1.1116939377332393,0.9751701208186311
0.5815,0.5559,0.6719,265.19134,818100.0,766600.0,731800.0,789800.0,769500.0,819100.0,755500.0,806700.0,779000.0,801600.0,0.58,282.0,0.97,1/1,795460.0,4.570876812936734,772080.0,1.6806070622022238,0.9706082015437608,1.0006270119007843
0.5809,0.5568,0.7381,249.1967,983400.0,917400.0,796800.0,933300.0,867700.0,956900.0,902900.0,921800.0,886300.0,913100.0,0.58,283.0,1.01,1/1,914400.0,7.820187749091656,901520.0,2.8494069837509914,0.9859142607174103,0.9761527333835746
4.4659,4.3883,4.6062,385.12995,469500.0,467900.0,424400.0,446900.0,482400.0,448000.0,531600.0,436900.0,506200.0,440200.0,4.47,284.0,1.1,1/1,443800.0,3.7621129034659964,487000.0,6.772897593058226,1.0973411446597567,0.9975828587815969
4.3947,4.1001,4.6531,343.14369,3545000.0,3023000.0,3760000.0,3072000.0,3036000.0,3258000.0,3003000.0,3286000.0,3010000.0,3232000.0,4.4,285.0,0.95,1/1,3416200.0,6.718242652747171,3028800.0,0.8997795436805955,0.8865991452491072,0.933262258156955
0.9172,0.887,0.9525,153.05243,39900.0,36600.0,50960.0,40280.0,44100.0,38530.0,45610.0,40530.0,39190.0,39730.0,0.92,286.0,0.94,1/1,41930.0,12.162065113423546,41156.0,8.918889054242282,0.9815406630097782,1.0441921946912534
10.7538,10.4502,11.0489,395.21377,9440000.0,9568000.0,9596000.0,8532000.0,8031000.0,8902000.0,8044000.0,9127000.0,8360000.0,10200000.0,10.75,287.0,0.97,1/1,9453000.0,5.258835208953094,8507000.0,7.408697351909849,0.8999259494340421,0.9277587107567445
11.9388,11.6408,12.2397,381.25413,3516000.0,4017000.0,3579000.0,3287000.0,3384000.0,4214000.0,3266000.0,3459000.0,3387000.0,3939000.0,11.94,288.0,0.97,1/1,3741400.0,8.653889467236265,3468200.0,8.98685339747561,0.9269792056449457,0.9556486656133462
4.7387,4.5852,4.9463,453.26131,478400.0,512900.0,682700.0,507700.0,590900.0,487700.0,646800.0,489300.0,657100.0,466700.0,4.74,289.0,1.05,1/1,520960.0,17.441341460135927,583080.0,12.189912914598525,1.1192414004914004,1.065944190944191
5.3344,5.1776,5.63,330.12718,8292000.0,7430000.0,7788000.0,7284000.0,7236000.0,7508000.0,7503000.0,7452000.0,7284000.0,7381000.0,5.33,290.0,0.92,1/1,7684200.0,4.856613671383994,7347400.0,1.5440774730958653,0.9561698029723329,1.0393150032307965
18.5085,18.2104,18.81,426.98427,1023000.0,1169000.0,897700.0,1012000.0,1088000.0,1039000.0,950100.0,1029000.0,1177000.0,1054000.0,18.51,291.0,1.08,1/1,1008540.0,6.252873527427044,1079220.0,9.136360520553191,1.070081503956214,0.9908162073668647
3.9577,3.8047,4.0453,347.12577,364200.0,343000.0,326700.0,325100.0,335600.0,328300.0,380400.0,328100.0,365000.0,320000.0,3.96,292.0,1.04,1/1,333460.0,5.252656215096129,349820.0,6.432463653184346,1.04906135668446,1.008712842965827
7.7203,7.509,8.0197,618.24206,707900.0,504300.0,786200.0,555400.0,520200.0,691000.0,553500.0,681200.0,544300.0,665200.0,7.72,293.0,0.7,1/1,706300.0,6.693397894105627,535540.0,4.180538680065681,0.7582330454481099,1.0831900649258712
23.0539,22.7507,23.349,526.21752,5658000.0,6392000.0,5529000.0,6014000.0,6395000.0,5790000.0,6373000.0,5781000.0,6199000.0,6750000.0,23.05,294.0,1.04,1/1,5901600.0,8.235792269389247,6274600.0,2.661920257080323,1.0632031991324387,1.0223107683965755
29.5736,29.3518,29.8698,334.16681,3172000.0,2568000.0,2723000.0,3035000.0,2602000.0,2712000.0,2617000.0,2708000.0,2594000.0,3175000.0,29.57,295.0,0.94,1/1,2898000.0,8.680405257840944,2683200.0,7.35924124632,0.925879917184265,0.9849786353024096
25.4807,25.2998,25.6704,330.05916,62850.0,59680.0,62730.0,58530.0,64430.0,64380.0,65650.0,89860.0,63940.0,63230.0,25.48,296.0,0.94,1/1,68610.0,17.33999752792586,62446.0,5.027153510794491,0.910158868969538,0.9682541159250405
6.1891,6.0447,6.3508,397.1713,238200.0,262800.0,232700.0,282600.0,269300.0,245300.0,274500.0,243600.0,276600.0,242900.0,6.19,297.0,1.27,1/1,240540.0,2.1252368008416074,273160.0,2.7454727334946227,1.1356115407000915,0.8941823155118831
26.7967,26.607,27.0993,455.0454,1464000.0,1232000.0,1457000.0,1257000.0,1263000.0,1422000.0,1269000.0,1393000.0,1255000.0,1391000.0,26.8,298.0,0.83,1/1,1425400.0,2.413296470879894,1255200.0,1.1216023085008326,0.8805949207240072,1.060957735812057
7.4345,7.1409,7.7393,315.15101,1566000.0,1489000.0,1671000.0,1633000.0,1552000.0,1558000.0,1588000.0,1527000.0,1565000.0,1494000.0,7.44,299.0,1.05,1/1,1563200.0,4.261999066212086,1565400.0,3.3647389957354603,1.0014073694984647,0.9537213042842521
7.0455,6.8868,7.304,469.24696,576800.0,594500.0,563600.0,593300.0,599500.0,593400.0,606100.0,572200.0,595500.0,569900.0,7.04,300.0,1.1,1/1,575180.0,1.9543595668922003,597780.0,0.8700782425251377,1.0392920477068048,0.9448109524607315
5.1573,4.8603,5.3646,352.18291,1822000.0,1517000.0,1768000.0,1548000.0,1513000.0,1664000.0,1522000.0,1629000.0,1520000.0,1611000.0,5.16,301.0,0.92,1/1,1698800.0,5.407807855959902,1524000.0,0.9080283794683758,0.8971038380032964,0.9751128673948873
5.1929,4.9787,5.4806,322.14146,717300.0,635900.0,665500.0,588000.0,679400.0,638400.0,619300.0,632200.0,651000.0,618000.0,5.19,302.0,0.95,1/1,654280.0,5.994626067645857,634720.0,5.39091304442045,0.9701045423977502,1.0211626762081583
5.2455,4.9165,5.4589,501.27579,513800.0,463600.0,454400.0,225900.0,472600.0,470800.0,493000.0,388000.0,478900.0,389600.0,5.17,303.0,0.99,1/1,443320.0,12.247204974746861,426800.0,26.432922342581104,0.9627357213750789,0.9724603246212918
26.2409,25.9936,26.5397,402.19281,8196000.0,7798000.0,8617000.0,7800000.0,7780000.0,8072000.0,7628000.0,8092000.0,7713000.0,7965000.0,26.24,304.0,0.95,1/1,8188400.0,3.0925664607754837,7743800.0,0.9525619218206229,0.9457036783742856,0.9954775561834586
3.4117,3.3627,3.7094,287.12939,4716000.0,4147000.0,4267000.0,4093000.0,4788000.0,4364000.0,4281000.0,4208000.0,4217000.0,4350000.0,3.41,305.0,1.05,1/1,4381000.0,4.513517446538504,4305200.0,6.482125113455566,0.9826980141520201,0.9359028706209714
3.746,3.6789,4.0483,481.20997,624700.0,584800.0,603800.0,581700.0,585700.0,575100.0,658200.0,566000.0,633500.0,570100.0,3.75,307.0,0.96,1/1,587940.0,4.309015073335626,608780.0,5.745957041565109,1.0354457937884818,1.0785893685296686
6.3416,6.1646,6.6387,435.15975,1883000.0,1856000.0,2057000.0,2019000.0,1863000.0,1883000.0,1993000.0,1884000.0,1919000.0,1917000.0,6.34,308.0,0.99,1/1,1924800.0,3.9135123593600265,1930000.0,3.840493359628274,1.0027015793848713,1.0128298781665366
26.8208,26.6297,27.12,444.12021,4405000.0,4423000.0,4454000.0,4311000.0,4475000.0,4391000.0,4583000.0,4325000.0,4446000.0,4392000.0,26.82,309.0,1.03,1/1,4393400.0,1.0488295968556516,4447600.0,2.2015764019833317,1.0123366868484545,0.9828511522800528
21.8662,21.5701,22.1706,541.14306,1580000.0,1626000.0,1521000.0,1807000.0,1711000.0,1609000.0,1418000.0,1605000.0,1667000.0,1819000.0,21.87,310.0,1.0,1/1,1626800.0,6.948925727430757,1645800.0,8.750957711143283,1.0116793705433982,1.0116793705433982
6.7355,6.4742,7.0399,479.15126,539000.0,343800.0,449400.0,378400.0,389700.0,575900.0,760100.0,545600.0,576500.0,551400.0,6.74,311.0,0.79,1/1,532260.0,9.088306927985888,489700.0,36.00136434965324,0.9200390786457746,1.1646064286655373
18.659,18.4905,19.1281,428.2712,6619000.0,5354000.0,6660000.0,5538000.0,2908000.0,6447000.0,332400.0,6461000.0,1094000.0,6679000.0,18.64,313.0,1.04,1/1,6573200.0,1.6896480488178922,3045280.0,78.2783244528842,0.4632872877745999,0.44546854593711527
6.1552,6.0239,6.4599,546.28385,655200.0,695000.0,615700.0,677000.0,731200.0,633100.0,736400.0,660900.0,735800.0,657800.0,6.16,314.0,1.28,1/1,644540.0,3.024152124014216,715080.0,3.8278888962669773,1.1094423930244826,0.866751869550377
8.7866,8.578,9.0894,475.24459,1963000.0,2484000.0,1856000.0,2313000.0,2510000.0,2058000.0,2566000.0,2013000.0,2486000.0,2160000.0,8.79,315.0,1.17,1/1,2010000.0,5.603257988584099,2471800.0,3.832734531969801,1.2297512437810945,1.0510694391291406
3.9154,3.8295,4.0413,573.34461,119600.0,111000.0,100400.0,110700.0,103200.0,107700.0,118100.0,109200.0,115300.0,107300.0,3.92,316.0,1.02,1/1,108840.0,6.345769792943234,111660.0,5.05925060852437,1.025909592061742,1.0057937177075902
