,Compound Name,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Retention Time,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Retention Time,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Retention Time,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleA_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_1_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_2_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_3_Area,/home/zzy/peak-output/tof/20170326-960MIX_SampleB_4_Area,/home/zzy/peak-output/tof/SampleA_3-20170326-960MIX_SampleA_4_Area,/home/zzy/peak-output/tof/SampleA_4-20170326-960MIX_SampleA_5_Area,Compound formula,mz,rt,Fold change,p-value,Compound concentration ratio,AVG-A,CV-A,AVG-B,CV-B,fc,ratio
235,236,6.866,6.867,6.863,6.855,6.875,6.882,6.863,6.849,3046.323,3025.048,2228.634,2200.012,2554.733,2961.058,3164.554,3207.051,C12H13NO3,220.0968,6.94,0.85,0.004,1/1,3110.7439999999997,2.8551114755519436,2486.1092500000004,14.28605538228175,0.7992008503431979,0.9402362945214093
236,237,10.685,10.719,11.134,11.194,11.309,11.406,10.837,10.92,13837.003,13628.931,16161.526,16474.472,16177.356,17287.382,14486.524,13484.344,C14H10N2O,223.0867,10.9,1.16,0.052,1/1,13859.200499999999,3.1932330112017064,16525.184,3.1958814323817553,1.1923619980820686,1.02789827420868
237,238,5.152,5.195,5.184,5.191,5.185,5.197,5.167,5.166,563.273,652.163,680.195,656.04,724.064,830.982,609.516,614.578,C7H6N2,119.0602,4.97,1.15,0.382,1/1,609.8825,5.97390695897494,722.82025,10.709469801134805,1.18517952228503,1.0305908889435045
238,239,10.982,10.964,10.976,10.985,11.005,10.991,10.977,10.988,130.092,121.391,141.77,161.861,145.888,154.402,117.591,120.177,C7H4ClNOS,185.9774,11.02,1.2,0.023,1/1,122.31275000000001,4.433613452031173,150.98025,5.934723631493541,1.23437867270583,1.028648893921525
239,240,3.819,3.826,3.903,3.899,3.908,3.898,3.829,3.83,2836.169,2713.681,3645.128,3585.993,3807.434,4122.875,2906.49,2681.701,C12H11N5,226.1087,3.69,1.34,0.005,1/1,2784.5102500000003,3.774234364600517,3790.3575,6.34861583733321,1.3612295016690996,1.0158429116933578
240,241,6.888,6.872,6.66,6.61,6.579,6.539,6.798,6.778,13590.176,12933.489,12145.643,12244.414,11696.443,11455.456,12710.701,12164.84,C20H25NO,296.2011,6.88,1.09,0.26,1/1,12849.801500000001,4.590145674110759,11885.489,3.13747989034498,0.9249550664265124,0.8485826297490938
241,242,3.235,3.218,3.223,3.237,3.194,3.155,3.226,3.208,17.697,13.016,18.935,18.022,19.966,20.421,18.568,16.009,C18H27NO3,306.2068,3.38,1.03,0.586,1/1,16.3225,14.991291457325554,19.336,5.555284220692299,1.1846224536682493,1.1501188870565526
242,243,5.815,5.824,5.744,5.705,5.696,5.689,5.779,5.762,3804.38,3712.303,5518.041,5172.694,5743.321,6096.765,3997.529,4486.059,C25H32N2O4,425.2436,5.9,1.41,0.001,1/1,4000.06775,8.627524800383377,5632.70525,6.893781292461888,1.4081524619176762,0.9986896893033165
243,244,8.867,8.83,8.632,8.573,8.543,8.501,8.772,8.743,18820.995,16387.489,17798.375,18312.468,19220.771,19050.849,18380.879,18597.53,C25H32N2O6,457.2334,8.6,0.98,0.762,1/1,18046.72325,6.209742500555318,18595.61575,3.5587464826627406,1.030415078260814,1.0514439574089938
244,245,21.234,21.224,21.235,21.251,21.249,21.246,21.247,21.236,10311.622,9910.77,11196.641,9935.057,10101.526,9555.909,9185.886,10510.008,C15H10O2,223.0755,21.02,0.99,0.889,1/1,9979.5715,5.8608780183988545,10197.28325,6.906494239244563,1.0218157412870883,1.0321371124112002
245,246,3.566,3.562,3.562,3.559,3.539,3.544,3.56,3.54,888.435,816.384,1000.645,997.216,1040.132,1178.167,794.9,811.237,C9H9I2NO3,433.874,3.67,1.3,0.003,1/1,827.739,5.012156477673927,1054.04,8.065314555801235,1.273396565825701,0.9795358198659238
246,247,0.641,0.663,0.655,0.66,0.676,0.669,0.641,0.651,131.706,163.563,219.341,260.269,310.655,263.349,130.816,148.32,C8H13NO2,156.1013,0.56,1.32,0.059,1/1,143.60125,10.83076198894886,263.4035,14.1780188334026,1.834270244862075,1.3895986703500567
247,248,0.619,0.997,1.158,1.123,1.081,1.089,0.991,1.026,2.095,0.674,0.154,0.429,1.134,0.795,1.004,0.626,C42H70O35,1135.377,1.16,1.38,0.252,1/1,1.09975,62.23637033636456,0.628,68.06910442931087,0.5710388724710161,0.4137962843992871
248,249,6.519,6.501,6.307,6.263,6.23,6.218,6.432,6.404,2682.062,2681.911,2693.859,2723.241,2902.841,2580.03,2630.399,2355.009,C17H28O6,329.1942,6.53,1.13,0.036,1/1,2587.34525,6.059813182102935,2724.9927500000003,4.905955079833407,1.0532002831860188,0.9320356488371848
249,250,31.252,31.256,31.229,31.26,31.247,31.258,31.267,31.239,287.28,254.746,258.208,223.649,240.593,226.222,218.591,284.534,C10H6O3,175.0363,31.35,0.89,0.435,1/1,261.28774999999996,12.266537646072278,237.168,6.697743268852688,0.907688936813915,1.0198752099032753
250,251,19.104,19.1,19.124,19.145,19.143,19.164,19.113,19.108,1918.913,1888.773,2134.384,2043.504,2132.705,2268.534,1901.524,2019.432,C15H12O2,225.091,19.03,1.28,0.021,1/1,1932.1604999999997,3.0783133502137936,2144.78175,4.3259634792412776,1.1100432650393175,0.8672213008119668
251,252,7.924,7.921,7.979,7.94,7.988,7.975,7.949,7.936,326.015,276.042,302.632,316.348,369.584,355.349,279.985,290.268,C11H8O3,189.0543,7.91,1.29,0.015,1/1,293.0775,7.766716480624303,335.97825,9.415116625236172,1.146380223660977,0.888666840047269
252,253,7.991,7.975,7.756,7.708,7.676,7.631,7.884,7.842,16265.022,15895.468,18657.885,18289.198,19749.622,18073.392,15205.375,14181.142,C22H31N3O3,386.244,7.92,1.11,0.176,1/1,15386.751750000001,5.952434498241963,18692.524250000002,3.985044655793561,1.214845378265104,1.0944552957343279
253,254,18.144,18.08,17.678,17.587,17.48,17.382,17.953,17.89,26944.096,26954.382,25928.374,26666.036,26918.254,28807.627,27256.657,27168.192,C20H31NO2,318.243,17.67,0.98,0.663,1/1,27080.83175,0.5769383548432502,27080.07275,4.526931449952306,0.9999719727958503,1.0203795640773983
254,255,3.111,3.126,3.183,3.195,3.167,3.179,3.183,3.142,250.729,257.636,142.323,124.597,144.716,134.171,147.629,177.883,C13H16N4O6,325.114,3.04,0.99,0.698,1/1,208.46925000000002,26.039409284816983,136.45175,6.670048383562989,0.6545413772055111,0.661152906268193
255,256,22.043,22.0,21.73,21.643,21.564,21.509,21.938,21.884,121.745,105.397,129.98,137.355,146.741,117.929,109.798,107.025,C13H16N4O6,325.1152,21.79,1.36,0.014,2/1,110.99125000000001,6.663411883968688,133.00125,9.147301740012463,1.198303920354082,0.8811058237897661
256,257,6.527,6.544,6.495,6.489,6.494,6.479,6.514,6.507,1324.048,1335.293,1600.571,1639.929,1695.342,1825.439,1362.646,1488.909,C21H18O11,447.0919,6.64,1.3,0.003,1/1,1377.7240000000002,5.507256453061851,1690.3202500000002,5.804203874942592,1.2268932311551515,0.9437640239655011
257,258,0.699,0.684,0.681,0.693,0.684,0.701,0.686,0.684,374.299,432.541,872.539,948.887,1063.445,1020.28,370.85,373.039,C15H24N2O2,265.1909,0.67,1.83,0.052,2/1,387.68225,7.722758288802265,976.28775,8.57925346527028,2.5182678598259267,1.3761026556425828
258,259,0.656,0.643,0.665,0.683,0.671,0.698,0.654,1.454,256.847,287.421,815.891,807.155,943.245,900.489,272.402,1671.7,C15H24N2O,249.1959,0.62,2.94,0.015,4/1,622.0925,112.49929223977644,866.6949999999999,7.632596116956111,1.393193134461515,0.4738752158032364
259,260,4.56,4.569,4.562,4.545,4.557,4.56,4.557,4.549,750.904,761.88,1061.301,1184.863,1220.859,1181.864,864.604,886.904,C22H16N4O3,385.1296,4.35,1.48,0.001,1/1,816.073,8.535596917920376,1162.22175,5.986322873150984,1.424163953469849,0.9622729415336817
260,261,4.418,4.412,4.311,4.286,4.248,4.232,4.381,4.366,6514.856,7069.181,7091.027,7457.267,7660.261,7886.422,7208.184,7001.546,C14H22N4O4S,343.1434,4.43,1.12,0.193,1/1,6948.44175,4.340326692170833,7523.74425,4.486564096256095,1.082795901685439,0.9667820550762847
261,262,11.09,11.067,10.794,10.74,10.677,10.607,10.976,10.936,18420.099,19002.973,19890.989,20642.764,22514.852,22439.25,18012.591,18186.189,C24H27FN2O2,395.213,11.01,1.15,0.034,1/1,18405.463,2.3466887977985484,21371.96375,6.142615317272802,1.1611750136358971,1.0097174031616498
262,263,12.067,12.062,12.099,12.087,12.083,12.065,12.06,12.071,8626.084,8212.516,8231.124,8258.954,8509.727,8862.867,8771.076,8073.722,C24H32N2O2,381.2538,11.88,0.96,0.433,1/1,8420.8495,3.9307027733516,8465.668,3.4603850346675284,1.0053223252594645,1.047210755478609
263,264,4.77,4.769,4.909,4.916,4.948,4.988,4.787,4.813,5723.786,5247.584,6383.044,6524.994,6320.432,6085.525,5484.561,5031.385,C24H32N6O3,453.261,4.84,1.12,0.017,1/1,5371.829,5.563149223455721,6328.498750000001,2.8948437176348407,1.1780901346636314,1.0518661916639565
264,265,5.41,5.409,5.466,5.462,5.479,5.481,5.414,5.414,13843.807,13049.976,15350.236,13497.675,14810.929,15917.679,13326.628,13755.578,C17H19N3O2S,330.1272,5.54,1.19,0.008,1/1,13493.997250000002,2.7594584190225744,14894.12975,6.947986008259342,1.103759655056992,0.927529121896632
265,266,4.025,4.029,3.96,3.963,3.953,3.95,3.994,3.967,526.268,569.412,752.239,747.379,775.891,788.732,632.25,538.715,C18H14N6O2,347.1249,4.06,1.4,0.001,1/1,566.66125,8.353471481838797,766.06025,2.5565332912640537,1.3518839518318926,0.9656313941656376
266,267,7.831,7.829,7.951,7.99,8.04,8.075,7.835,7.863,1846.829,2053.73,1566.698,1505.076,1464.05,1526.157,1498.48,1189.049,C28H40BrN7O4,618.2396,7.97,1.04,0.749,1/1,1647.0220000000002,23.176580850370758,1515.4952500000002,2.822886855743609,0.9201426878329494,0.884752584454759
267,268,22.42,22.372,21.972,21.869,21.774,21.676,22.267,22.19,40627.415,40625.391,45477.972,39035.824,40074.516,43371.407,40957.936,38940.086,C26H29ClN2O4S,501.161,22.09,1.04,0.302,1/1,40287.707,2.2634861351380335,41989.92975,7.074162643889186,1.0422516662464807,1.002165063698539
268,269,23.208,23.211,23.148,23.131,23.082,23.066,23.187,23.165,25434.672,27769.588,28474.236,28013.255,23741.66,23232.189,21569.75,27118.974,C26H26F3N7O2,526.2176,23.04,1.08,0.304,1/1,25473.246,10.921686564770056,25865.335,10.673121772007525,1.0153921883375208,0.9401779521643711
269,270,29.645,29.65,29.639,29.645,29.644,29.657,29.645,29.659,6728.994,6593.076,7310.983,7194.485,7566.403,7594.326,6497.382,6817.412,C19H19N5O,334.1664,29.53,1.17,0.002,1/1,6659.215999999999,2.1318135454460587,7416.54925,2.6343494583117457,1.1137270888945487,0.9519034947816657
270,271,25.743,25.757,25.732,25.711,25.708,25.702,25.75,25.738,382.721,372.327,453.563,489.857,496.811,494.607,380.11,422.009,C14H10F3NO5,330.0582,25.82,1.17,0.018,1/1,389.29175,5.716494687008038,483.7095,4.197986277077781,1.2425372487344004,1.0619976484909406
271,272,6.352,6.356,6.291,6.247,6.25,6.234,6.319,6.295,412.017,458.28,600.017,598.822,658.781,618.894,463.944,434.307,C21H24N4O2S,397.1691,6.41,1.68,0.009,1/1,442.137,5.3914059604536675,619.1285,4.520542726321366,1.400309180186232,0.8335173691584714
272,273,26.896,26.895,26.89,26.894,26.905,26.902,26.884,26.896,4695.677,4623.417,4166.349,4301.24,4371.779,4355.904,4302.7,4116.7,C19H17Cl3N4O3,455.0437,27.0,0.97,0.676,1/1,4434.623500000001,6.137960590769879,4298.818,2.171251086853412,0.9693760924687292,0.9993567963595147
273,274,7.708,7.673,7.505,7.443,7.41,7.364,7.6,7.581,2114.252,2070.455,2725.115,2686.934,2411.091,2675.479,1965.976,2146.949,C18H19FN2O2,315.1502,7.67,1.23,0.0,1/1,2074.4080000000004,3.7981179837926122,2624.6547499999997,5.48447524420779,1.265254834150273,1.0286624667888398
274,275,7.205,7.232,7.204,7.186,7.193,7.198,7.187,7.185,4535.052,4395.261,4943.679,4910.522,4136.546,4181.123,4600.754,4534.575,C26H28N8O,469.2459,7.16,1.02,0.621,1/1,4516.4105,1.916164674534232,4542.967500000001,9.776386845889103,1.0058801120934424,0.9861569726406298
275,276,5.258,5.24,5.092,5.073,5.041,5.006,5.191,5.172,3338.72,3066.704,3433.231,3635.772,3726.21,4072.679,3144.993,3171.691,C21H22FN3O,352.1818,5.17,1.18,0.068,1/1,3180.527,3.599606242649209,3716.973,7.180714794097794,1.168665758850656,0.9903947108903864
276,277,5.193,5.199,5.449,5.46,5.587,5.632,5.258,5.287,257.81,235.805,284.826,234.314,275.201,279.138,204.815,234.323,C16H15N7O,322.141,5.47,1.04,0.751,1/1,233.18825,9.327949142397255,268.36975,8.58705326752675,1.150871666990082,1.106607372105848
277,278,5.541,5.567,5.683,5.695,5.749,5.794,5.569,5.583,3177.565,3261.6,3728.949,3502.809,3328.399,3317.466,3520.612,3360.856,C27H32N8O2,501.2786,5.64,0.96,0.6,1/1,3330.15825,4.426882756322881,3469.40575,5.555441775262955,1.0418140789555572,1.0852229989120388
278,279,26.328,26.322,26.344,26.356,26.366,26.361,26.332,26.327,16405.669,16118.697,17604.995,16349.094,17371.732,18077.641,15151.085,14932.679,C23H23O2N5,402.1926,26.41,1.06,0.316,1/1,15652.032500000001,4.598505568618429,17350.8655,4.204737274443211,1.1085375333842424,1.0457901258341908
279,280,3.416,3.421,3.434,3.466,3.487,3.492,3.417,3.419,5478.868,5700.066,6090.598,6325.861,5256.025,6637.029,6655.188,7074.912,C18H14N4,287.1293,3.51,1.07,0.469,1/1,6227.258500000001,12.228543015558195,6077.37825,9.733426407428961,0.9759315836977056,0.9120855922408463
280,281,3.472,3.477,3.427,3.422,3.444,3.453,3.463,3.429,1689.16,1616.841,1826.442,1958.3,1926.633,2170.281,1679.198,1629.889,C19H21ClN4,341.1524,3.58,1.45,0.007,1/1,1653.7720000000002,2.1614149925020603,1970.414,7.339190999459443,1.1914665383136247,0.8217010609059481
281,282,3.777,3.779,3.82,3.823,3.819,3.83,3.8,3.793,1230.942,1233.387,1538.442,1576.421,1804.626,1827.725,1341.075,1342.902,C26H24N8O2,481.2092,3.69,1.26,0.0,1/1,1287.0765,4.927380648377988,1686.8035,8.921261654051062,1.3105697291497438,1.0401347056744
282,283,6.484,6.495,6.564,6.57,6.605,6.678,6.484,6.492,2649.218,2710.254,3033.618,3248.808,3310.793,3383.43,2771.37,2732.429,C21H24ClFN4O3,435.159,6.46,1.27,0.022,1/1,2715.81775,1.880949535391928,3244.16225,4.647112927189169,1.1945434298748507,0.9405853778542131
283,284,26.958,26.945,26.942,26.938,26.961,26.96,26.936,26.943,8782.273,9966.317,10831.817,11884.099,11649.381,12923.453,9482.492,10023.041,C24H17N3O6,444.1191,26.74,1.22,0.015,1/1,9563.530749999998,6.007701075328862,11822.1875,7.288401798561625,1.236173941303007,1.0132573289368911
284,285,22.209,22.177,21.823,21.723,21.63,21.551,22.096,22.0,3761.036,3634.789,4077.95,4505.105,4770.174,4723.524,3520.965,3511.897,C25H25ClN6O4S,541.1421,21.91,1.24,0.01,1/1,3607.1717500000004,3.2387486185357153,4519.18825,6.9932053461059045,1.2528342322485753,1.010350187297238
285,286,6.758,6.793,7.03,7.048,7.12,7.188,6.845,6.889,1369.238,1628.613,2458.343,2339.47,2459.184,2104.694,1734.396,1791.181,C26H19ClN8,479.1491,6.74,1.37,0.01,1/1,1630.857,11.46454106871216,2340.42275,7.131682711501812,1.435087656367174,1.0475092382242144
286,287,18.969,18.87,18.543,18.461,18.351,18.272,18.786,18.723,17064.409,18499.219,19480.113,20518.458,19608.369,18638.193,17732.296,15198.282,C25H34FN3O2,428.2709,18.56,1.09,0.335,1/1,17123.5515,8.240408561493762,19561.28325,3.934559394656964,1.1423613407534061,1.0480379272967029
287,288,6.32,6.323,6.317,6.315,6.337,6.36,6.307,6.305,4620.526,4535.088,5871.507,5173.121,4219.529,3636.659,5493.564,5620.664,C29H35N7O4,546.2824,6.3,1.04,0.849,1/1,5067.4605,11.225533800902046,4725.204000000001,21.004771085380344,0.9324599570139719,0.8965961125134345
288,289,3.89,3.908,3.982,4.005,4.033,4.046,3.922,3.917,270.079,280.181,402.816,392.787,407.361,441.561,335.794,397.519,C34H44N4O4,573.3429,3.83,1.24,0.172,1/1,320.89324999999997,18.289186340455085,411.13124999999997,5.151758505575128,1.2812087820482356,1.033232888748577
289,290,5.39,5.404,5.538,5.562,5.621,5.663,5.414,5.419,3188.682,3361.558,4040.319,4083.642,4566.437,4663.432,3349.399,3065.769,C24H30N6O2,435.2501,5.5,1.41,0.033,1/1,3241.352,4.35310448984636,4338.4574999999995,7.426150310266627,1.3384715698881207,0.9492706169419296
290,291,12.944,12.922,12.731,12.699,12.636,12.595,12.837,12.817,5345.665,5339.896,6258.466,6440.733,6549.153,6927.375,5666.574,5761.008,C22H22F3N3O3,434.1688,12.54,1.17,0.033,1/1,5528.285749999999,3.937160256398162,6543.93175,4.31497387364996,1.1837180720985707,1.0117248479474965
291,292,5.576,5.567,5.635,5.628,5.653,5.663,5.573,5.574,3655.391,3391.42,4048.634,4554.985,4713.827,4876.56,3838.871,3756.119,C24H29ClN6OS,485.1883,5.37,1.36,0.002,1/1,3660.4502500000003,5.3111796012871055,4548.5015,7.874535242132294,1.2426071082375727,0.9136816972335092
292,293,26.28,26.285,26.276,26.28,26.284,26.291,26.264,26.269,6197.772,6350.805,6356.803,6382.368,6163.729,6452.449,5916.261,5876.077,C21H24FN5O5S,478.1557,26.36,1.08,0.056,1/1,6085.228750000001,3.7412392966540393,6338.8372500000005,1.948976790990016,1.0416760832532383,0.9645148919011466
293,294,3.581,3.581,3.568,3.531,3.521,3.494,3.553,3.555,2087.994,1929.788,1985.563,2113.068,1745.619,1818.066,1928.946,1777.317,C26H40N4,409.3322,3.47,0.93,0.363,1/1,1931.01125,6.5689948544132735,1915.579,8.646207221547014,0.9920082029558346,1.0666754870492845
294,295,6.2,6.179,6.047,5.983,5.947,5.924,6.132,6.093,1713.06,1638.129,1783.217,1783.676,2131.084,2172.464,1849.937,1810.198,C11H11Cl2N,228.0342,5.89,1.11,0.011,1/1,1752.8310000000001,5.458085503700027,1967.61025,10.841782002333602,1.1225327769762172,1.011290790068664
295,296,13.583,13.596,13.695,13.682,13.679,13.682,13.616,13.623,8692.465,8615.217,9895.35,10761.399,10467.641,10666.212,7812.365,7871.859,C36H46N8O3,639.3768,13.61,1.17,0.151,1/1,8247.9765,5.702481915810109,10447.6505,3.7137976786706073,1.2666925639276492,1.082643217032179
296,297,31.958,31.984,31.945,31.956,31.953,31.954,31.956,31.947,1281.362,731.768,1283.037,1149.569,1239.103,1415.597,1106.398,1024.97,C31H32BrNO4S2,628.1011,32.02,1.1,0.325,1/1,1036.1245000000001,22.137673274270632,1271.8265,8.709920813972648,1.2274842453778476,1.115894768525316
297,298,13.383,13.353,13.073,12.99,12.893,12.837,13.263,13.218,10483.832,10110.156,10063.836,10251.006,10667.297,10645.545,9934.189,10146.248,C18H16ClN3O2,342.1006,12.98,1.09,0.048,1/1,10168.60625,2.258547752815334,10406.920999999998,2.865315748085757,1.0234363239308237,0.938932407275985
298,299,4.169,4.188,4.15,4.132,4.121,4.12,4.166,4.143,933.833,1056.368,1037.745,1166.498,1020.971,881.404,1046.799,1010.873,C27H31FN6OS,507.2333,4.16,1.17,0.27,1/1,1011.96825,5.49920460291915,1026.6545,11.36041431875185,1.014512560053144,0.8671047521821743
299,300,27.704,27.721,27.796,27.81,27.827,27.847,27.74,27.752,7678.044,7953.527,8268.068,9646.996,9177.487,9390.428,7436.322,6752.62,C24H22F3N5O5,518.1647,27.56,1.31,0.021,1/1,7455.12825,6.891869506118435,9120.74475,6.57824800901298,1.2234188928942973,0.9339075518277078
300,301,3.899,3.868,3.842,3.809,3.776,3.752,3.855,3.815,8870.768,8713.621,7584.154,6762.559,6369.319,7043.683,8827.804,8375.565,C23H35N5O2,414.2865,3.65,0.86,0.052,1/1,8696.9395,2.5788138809255856,6939.92875,7.360760797448335,0.7979736722326285,0.9278763630611959
301,302,4.575,4.575,4.734,4.75,4.775,4.847,4.591,4.605,1524.03,1518.353,1618.054,1503.038,1853.829,1835.924,2013.541,2102.113,C26H36N6O3,481.2919,4.65,1.04,0.605,1/1,1789.50925,17.43149269695837,1702.71125,10.036821361436937,0.9514961993071565,0.9149001916414966
302,303,15.296,15.202,14.917,14.82,14.681,14.645,15.115,15.085,12159.761,11866.609,13521.671,14226.399,13291.823,13318.583,12110.076,11263.515,C26H33FN4O3S,501.2331,14.93,1.16,0.038,1/1,11849.99025,3.4720132651066806,13589.618999999999,3.2138417457235677,1.1468042347123448,0.9886243402692628
303,304,5.044,5.111,5.386,5.439,5.506,5.624,5.157,5.174,833.513,719.979,1025.639,1064.983,1029.69,1218.755,776.749,765.613,C18H11N3O2S,334.0642,5.33,1.32,0.001,1/1,773.9635000000001,6.031703583405513,1084.76675,8.394096629037852,1.4015735238160454,1.0617981241030647
304,305,15.118,15.091,14.753,14.66,14.565,14.49,14.979,14.907,7131.722,6779.114,6220.767,6989.3,6904.347,6457.854,6647.339,6677.753,C15H15N7O,310.1414,14.85,0.99,0.855,1/1,6808.982,3.2664657558081096,6643.066999999999,5.50207916392612,0.9756329213383145,0.9854877993316308
305,306,14.351,14.385,14.65,14.721,14.794,14.868,14.452,14.508,5993.894,6063.989,6957.879,7115.804,7884.22,8423.504,6527.318,6818.493,C24H25N5O4,448.198,14.73,1.13,0.057,1/1,6350.923500000001,6.162587200337809,7595.351750000001,9.012083849326805,1.1959444559519572,1.0583579256212012
306,307,5.734,5.717,5.567,5.528,5.492,5.464,5.657,5.623,2610.931,2319.098,3255.024,3417.92,3521.802,3583.488,2442.102,2647.781,C19H19N3O2S,354.1268,5.63,1.48,0.008,1/1,2504.978,6.103335605988301,3444.5584999999996,4.170175108481302,1.375085330090723,0.9291117095207588
307,308,8.438,8.416,8.346,8.315,8.328,8.326,8.381,8.381,6603.045,6773.921,7029.189,7344.285,6924.434,6856.83,7086.616,6966.123,C23H26IN7O2S,592.0988,8.26,1.05,0.484,1/1,6857.42625,3.1051957747793733,7038.684499999999,3.0647850347554737,1.0264324023900364,0.9775546689428918
308,309,9.283,9.216,9.015,8.953,8.916,8.85,9.152,9.126,2535.16,3093.129,4584.057,4503.764,4355.62,4390.925,3330.041,3492.371,C14H17IN4O2,401.0467,9.15,1.26,0.08,1/1,3112.6752500000002,13.443694167642498,4458.5914999999995,2.351049911276236,1.4323985452706636,1.1368242422783044
309,310,10.239,10.208,9.958,9.923,9.882,9.801,10.149,10.115,12746.057,12243.001,13730.654,13734.373,10805.368,13602.243,12807.39,12490.475,C29H29ClN4O2,501.2051,9.94,1.09,0.577,1/1,12571.73075,2.0568359996744134,12968.159500000002,11.128556528935407,1.031533347148721,0.9463608689437806
310,311,25.243,25.251,25.303,25.332,25.367,25.39,25.252,25.258,13001.792,12672.91,14709.361,15538.102,15047.179,14853.384,12448.433,13141.789,C30H31FN4O2,499.2504,25.24,1.21,0.063,1/1,12816.231,2.4518778148857128,15037.006500000001,2.4047501809561576,1.1732783608535147,0.9696515378954667
311,312,5.582,5.597,5.519,5.507,5.486,5.475,5.537,5.535,2658.768,2432.381,3127.215,3244.677,3255.565,3387.796,2610.754,2814.058,C15H19Cl2N3O4,376.0823,5.32,1.3,0.007,1/1,2628.99025,5.979039408865558,3253.81325,3.2749235178977507,1.23766653375759,0.9520511798135308
312,313,30.627,30.628,30.618,30.621,30.617,30.629,30.607,30.62,9342.173,9511.64,9505.28,10613.74,10238.93,10300.698,9317.322,9189.028,C21H19Cl2IN4O2,557.0004,30.39,1.04,0.042,1/1,9340.04075,1.420011055811566,10164.662,4.616101463877751,1.0882888278619127,1.0464315652518392
313,314,26.78,26.795,26.894,26.925,26.948,26.976,26.819,26.842,11333.956,13450.543,14177.839,14160.442,14048.257,15178.563,13018.383,13214.357,C27H20ClFN4O4,519.1233,27.02,1.09,0.385,1/1,12754.30975,7.552311106100652,14391.27525,3.6688249827092596,1.12834606749299,1.0351798784339357
314,315,14.653,14.663,14.666,14.684,14.679,14.689,14.658,14.651,1672.853,1684.093,1823.335,1835.48,1814.545,1896.407,1679.255,1727.008,C19H18ClN3O4,388.1055,14.76,1.09,0.121,1/1,1690.80225,1.4532888123527292,1842.4417500000002,2.0074736340583366,1.0896849409799403,0.9997109550274681
315,316,22.294,22.348,22.305,22.285,22.393,22.37,22.34,22.311,1810.832,1704.135,2026.003,2155.757,2037.999,2145.873,1841.975,1931.962,C16H11BrN2O,327.012,22.38,1.16,0.073,1/1,1822.226,5.1584597463731905,2091.408,3.293961150096352,1.1477215230163547,0.9894151060485816
316,317,22.068,22.021,21.722,21.692,21.614,21.536,21.937,21.894,2657.423,2593.452,2680.821,3082.977,3206.618,3026.879,2464.354,2248.624,C30H27N5O,474.2288,21.73,1.31,0.022,1/1,2490.96325,7.242796790725925,2999.3237499999996,7.509024035864936,1.2040818948252248,0.9191464845994082
317,318,10.651,10.612,10.4,10.332,10.262,10.218,10.558,10.525,5890.23,5973.678,7793.212,8230.772,8860.456,8378.683,6153.1,6272.343,C25H27N3O2S,434.1895,10.28,1.26,0.022,1/1,6072.337750000001,2.843182384562155,8315.780750000002,5.291747877495848,1.3694529343332393,1.0868674082009835
318,319,26.213,26.204,26.209,26.202,26.214,26.213,26.191,26.196,1437.394,1402.82,1760.283,1809.589,1786.467,1977.104,1565.654,1644.756,C19H20ClN3O5S,438.0883,26.04,1.27,0.011,1/1,1512.6560000000002,7.439086904722545,1833.36075,5.341161447582188,1.2120143310838682,0.9543419929794238
319,320,5.211,5.198,5.077,5.038,4.998,4.979,5.154,5.126,20993.489,18939.715,21738.158,20853.662,19693.269,20867.702,17456.139,17855.057,C15H18N2,227.1544,5.0,1.13,0.208,1/1,18811.1,8.421753251572026,20788.19775,4.0360747586779455,1.1051027186076308,0.9779670076173724
320,321,17.872,17.89,17.842,17.958,17.91,17.967,17.875,17.863,297.621,376.872,233.898,132.918,200.411,237.15,360.505,359.92,C14H16ClN5O2S,354.0785,17.92,0.68,0.26,1/1,348.72950000000003,10.026826499424708,201.09425000000002,24.062991831197127,0.5766482330861026,0.8480121074795626
321,322,16.774,16.79,17.052,17.137,17.226,17.312,16.844,16.885,5946.355,5723.3,5840.682,5759.724,6105.329,6748.183,5814.417,5527.932,C28H23N7O2,490.1985,17.04,1.21,0.001,1/1,5753.001,3.0554500082996148,6113.4795,7.330286173326564,1.0626592103842847,0.8782307523837064
