id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height
312,2.143E6,6.6058,446.19771,446.19836,1,10,0,0.886,1.44,0.00064,0.0384,0,6.5103,6.7098,446.19788,5.886E5,2.204E7,2.204E7,2.008E6,6.5831,446.19771,446.19836,0.0967,6.5103,6.7098,ESTIMATED,446.19809,6.595E5,2.037E7,1.334,1.2805,2.037E7,1.893E6,6.6215,446.19744,446.19791,0.1029,6.5103,6.7091,ESTIMATED,446.19768,1.513E6,1.748E7,0.9005,0.8894,1.748E7,2.099E6,6.5903,446.19779,446.19841,0.096,6.5115,6.7079,ESTIMATED,446.19817,8.045E5,2.148E7,1.1712,1.2824,2.148E7,1.904E6,6.612,446.19736,446.19796,0.0946,6.5127,6.7087,ESTIMATED,446.19776,1.188E6,1.912E7,0.7921,1.182,1.912E7,2.048E6,6.5958,446.19762,446.19843,0.1113,6.5107,6.7074,ESTIMATED,446.19818,7.78E5,2.157E7,0.8769,1.173,2.157E7,2.105E6,6.5909,446.19774,446.19835,0.0891,6.5126,6.708,ESTIMATED,446.19818,5.886E5,2.204E7,1.0303,1.1532,2.204E7,1.857E6,6.6211,446.1973,446.19792,0.0999,6.5103,6.7086,ESTIMATED,446.19764,7.534E5,1.791E7,0.9575,0.9081,1.791E7,1.894E6,6.6191,446.19729,446.19784,0.1018,6.511,6.7097,ESTIMATED,446.19759,1.567E6,1.769E7,0.7762,0.9307,1.769E7,1.838E6,6.6189,446.19718,446.19777,0.1032,6.5111,6.7093,ESTIMATED,446.19754,1.27E6,1.783E7,0.7837,0.965,1.783E7,2.143E6,6.6052,446.19762,446.19829,0.0967,6.5113,6.7078,ESTIMATED,446.19799,1.287E6,2.142E7,0.8341,1.0667,2.142E7
313,1.567E6,6.6107,524.03723,524.03795,1,10,0,0.882,1.5,0.00079,0.0509,0,6.5103,6.7098,524.03741,5.138E5,1.291E7,1.291E7,1.385E6,6.6134,524.03723,524.03795,0.1295,6.5103,6.7098,ESTIMATED,524.03764,1.149E6,1.179E7,0.9158,0.9679,1.179E7,1.264E6,6.5974,524.03678,524.0374,0.1257,6.5103,6.7091,ESTIMATED,524.03716,9.5E5,1.087E7,1.2141,1.1906,1.087E7,1.48E6,6.6387,524.03739,524.0381,0.1269,6.5115,6.7079,ESTIMATED,524.03778,3.091E6,1.21E7,0.5435,0.7717,1.21E7,1.247E6,6.612,524.03688,524.03753,0.1276,6.5127,6.7087,ESTIMATED,524.03726,5.806E5,1.099E7,0.8207,0.9854,1.099E7,1.433E6,6.62,524.03724,524.0381,0.1315,6.5107,6.7074,ESTIMATED,524.03773,2.228E6,1.157E7,0.7996,0.8998,1.157E7,1.567E6,6.6421,524.0375,524.03802,0.1198,6.5126,6.708,ESTIMATED,524.03779,2.873E6,1.291E7,0.509,0.7545,1.291E7,1.27E6,6.5912,524.03674,524.03752,0.1395,6.5103,6.7086,ESTIMATED,524.03711,6.457E5,1.127E7,1.2152,1.2337,1.127E7,1.236E6,6.595,524.03679,524.03736,0.1365,6.511,6.7097,ESTIMATED,524.03707,5.885E5,1.083E7,1.196,1.1846,1.083E7,1.195E6,6.5919,524.03674,524.03755,0.1343,6.5111,6.7093,ESTIMATED,524.03701,5.138E5,1.077E7,1.2328,1.2053,1.077E7,1.463E6,6.6052,524.0372,524.0379,0.1437,6.5113,6.7078,ESTIMATED,524.03756,1.436E6,1.241E7,1.0894,1.0465,1.241E7
314,3.256E6,6.6633,581.15611,581.15715,0.5,5,0,0.885,0.64,0.00037,0.0983,0,6.5643,6.7697,581.1562,2.047E4,3.558E7,3.558E7,2.983E6,6.6948,581.15611,581.15715,0.0876,6.571,6.7697,ESTIMATED,581.15636,2.818E5,3.237E7,1.0755,0.8899,3.237E7,2.79E6,6.6215,581.15579,581.15647,0.0868,6.5704,6.7696,ESTIMATED,581.15601,1.06E6,3.117E7,1.848,1.7046,3.117E7,1.795E6,6.7526,581.15617,581.15999,0.1182,6.5903,6.7615,ESTIMATED,581.15656,2.047E4,3.408E7,0.1178,0.5434,3.408E7,2.736E6,6.6181,581.15582,581.15661,0.0794,6.5729,6.7692,ESTIMATED,581.15612,9.445E5,3.312E7,2.1174,1.8419,3.312E7,2.662E6,6.7164,581.15608,581.15697,0.0861,6.5716,6.7671,ESTIMATED,581.15638,3.133E4,3.339E7,0.7126,0.8096,3.339E7,1.059E6,6.7617,581.1562,581.15746,0.0329,6.627,6.7617,ESTIMATED,581.15658,3.236E4,3.034E7,,0.5,3.034E7,2.237E6,6.5822,581.15568,581.1565,0.1475,6.5643,6.763,ESTIMATED,581.15592,6.539E5,3.086E7,5.8073,5.2206,3.086E7,2.71E6,6.6191,581.15554,581.15636,0.0913,6.565,6.7611,ESTIMATED,581.1559,9.375E5,3.001E7,1.6419,1.61,3.001E7,2.491E6,6.5979,581.15554,581.15641,0.0788,6.565,6.7636,ESTIMATED,581.15584,8.253E5,3.206E7,2.8932,2.3612,3.206E7,3.256E6,6.6687,581.15603,581.15684,0.0879,6.5717,6.7678,ESTIMATED,581.15633,9.825E5,3.558E7,1.2946,1.0581,3.558E7
315,9.326E3,6.6772,174.05494,174.05558,0.2,2,1,0.928,0.26,0.00004,0.0102,0,6.5656,6.7637,174.05542,2.465E4,1.248E5,1.248E5,9.6E2,6.7607,174.05494,174.05558,0.0053,6.7428,6.7637,ESTIMATED,174.05549,2.85E4,1.154E5,0.1663,0.5832,1.154E5,3.962E3,6.6155,174.05481,174.05543,0.0647,6.5674,6.6245,ESTIMATED,174.05538,2.798E4,1.15E5,0.188,0.594,1.15E5,1.265E3,6.6628,174.05536,174.0556,0.0082,6.6538,6.6749,ESTIMATED,174.05559,4.186E4,1.016E5,1.335,1.1675,1.016E5,9.326E3,6.6905,174.05483,174.05548,0.0627,6.5669,6.7026,ESTIMATED,174.05542,2.612E4,1.119E5,0.0976,0.5488,1.119E5,1.199E3,6.7283,174.05496,174.05558,0.0056,6.7134,6.7313,ESTIMATED,174.05533,3.496E4,1.248E5,0.2002,0.6001,1.248E5,2.955E3,6.7289,174.05495,174.0556,0.0062,6.6841,6.7378,ESTIMATED,174.05537,3.417E4,1.001E5,0.1996,0.5998,1.001E5,5.974E3,6.6602,174.05478,174.05542,0.0448,6.6121,6.7056,ESTIMATED,174.05534,3.145E4,1.034E5,0.9421,0.971,1.034E5,5.259E3,6.6704,174.05536,174.05539,0.066,6.6101,6.7006,ESTIMATED,174.05538,2.583E4,1.137E5,0.5006,0.7503,1.137E5,1.158E3,6.6039,174.05536,174.05538,0.0112,6.5919,6.6129,ESTIMATED,174.05537,3.541E4,1.142E5,0.7515,0.8758,1.142E5,7.157E3,6.6506,174.05489,174.05555,0.0952,6.5656,6.6717,ESTIMATED,174.05551,2.465E4,1.083E5,0.2484,0.6242,1.083E5
316,2.97E6,6.6617,441.2289,441.22977,0.7,7,0,0.879,1.22,0.00054,0.0982,0,6.5609,6.7721,441.22931,1.462E5,3.084E7,3.084E7,2.463E6,6.6285,441.2289,441.22977,0.0919,6.5619,6.7577,ESTIMATED,441.22947,5.337E5,2.737E7,1.1738,1.2537,2.737E7,2.778E6,6.7181,441.22881,441.22937,0.0961,6.5614,6.7575,ESTIMATED,441.22915,4.188E6,2.795E7,0.1895,0.6255,2.795E7,1.738E6,6.5873,441.22894,441.23024,0.0943,6.5752,6.7496,ESTIMATED,441.22956,2.491E5,2.726E7,7.7195,5.1163,2.726E7,2.877E6,6.6785,441.22897,441.22943,0.0862,6.5609,6.7571,ESTIMATED,441.22921,4.978E6,2.876E7,0.6075,0.8343,2.876E7,2.38E6,6.62,441.22895,441.22988,0.0877,6.5624,6.7581,ESTIMATED,441.22956,4.174E5,2.868E7,1.4387,1.341,2.868E7,9.683E5,6.5758,441.22891,441.2302,0.0312,6.5758,6.7707,ESTIMATED,441.22957,1.462E5,2.586E7,,,2.586E7,2.847E6,6.7418,441.22866,441.2294,0.1125,6.5732,6.7721,ESTIMATED,441.22911,9.88E5,3.084E7,0.2266,0.598,3.084E7,2.839E6,6.6976,441.22872,441.22933,0.0872,6.562,6.7581,ESTIMATED,441.22908,5.014E6,2.894E7,0.3833,0.723,2.894E7,2.773E6,6.7002,441.22867,441.22926,0.0915,6.562,6.7576,ESTIMATED,441.22903,4.635E6,2.663E7,0.3687,0.7073,2.663E7,2.97E6,6.6687,441.22894,441.22965,0.0955,6.5626,6.7588,ESTIMATED,441.22938,1.758E6,3.027E7,0.6843,0.9176,3.027E7
317,1.636E6,6.6581,383.14794,383.14862,0.2,2,0,0.927,0.11,0.00004,0.0231,0,6.5505,6.7797,383.14821,2.426E4,1.907E7,1.907E7,1.35E6,6.6918,383.14794,383.14862,0.0865,6.5558,6.7487,ESTIMATED,383.14836,3.093E4,1.575E7,0.7391,0.8253,1.575E7,8.397E5,6.5854,383.14778,383.14831,0.044,6.5824,6.7787,ESTIMATED,383.14809,2.947E5,1.495E7,35.7647,25.0638,1.495E7,5.239E5,6.7764,383.14809,383.14864,0.0354,6.6448,6.7794,ESTIMATED,383.14841,2.426E4,1.318E7,0.0423,0.5184,1.318E7,9.701E5,6.5819,383.14787,383.14837,0.0514,6.5819,6.7783,ESTIMATED,383.14816,3.815E5,1.639E7,,,1.639E7,1.19E6,6.7433,383.14817,383.14871,0.0947,6.5988,6.779,ESTIMATED,383.14837,2.444E4,1.535E7,0.4374,0.6929,1.535E7,1.163E5,6.7797,383.1482,383.14872,0.0173,6.6931,6.7797,ESTIMATED,383.1484,3.463E4,5.604E6,,0.5,5.604E6,2.297E5,6.5822,383.14779,383.14827,0.0266,6.5822,6.7781,ESTIMATED,383.14802,1.984E5,4.874E6,,,4.874E6,6.92E5,6.589,383.14758,383.14829,0.0444,6.583,6.7793,ESTIMATED,383.14802,2.752E5,1.458E7,16.3725,12.8425,1.458E7,4.864E5,6.5829,383.14767,383.14821,0.0345,6.5829,6.7787,ESTIMATED,383.14799,2.539E5,1.047E7,,,1.047E7,1.636E6,6.6687,383.14813,383.14882,0.2881,6.5505,6.7498,ESTIMATED,383.14832,2.187E5,1.907E7,1.0008,0.9154,1.907E7
318,9.094E6,6.7097,296.20036,296.20186,0.5,5,0,0.902,0.79,0.00023,0.0739,0,6.6101,6.8394,296.20151,2.643E5,7.779E7,7.779E7,4.52E6,6.6677,296.20036,296.20186,0.1005,6.6406,6.8384,ESTIMATED,296.20158,5.428E5,6.119E7,3.2783,2.4523,6.119E7,8.387E6,6.7545,296.20135,296.20152,0.1197,6.6125,6.8091,ESTIMATED,296.20144,1.941E7,6.858E7,0.3847,0.6923,6.858E7,2.131E6,6.6448,296.20158,296.20186,0.0319,6.6417,6.8394,ESTIMATED,296.20169,3.654E5,5.396E7,23.5692,15.1612,5.396E7,8.565E6,6.7359,296.20136,296.20159,0.1237,6.612,6.8088,ESTIMATED,296.20148,2.093E7,6.802E7,0.5886,0.7943,6.802E7,3.662E6,6.6562,296.20155,296.2019,0.0811,6.6411,6.8388,ESTIMATED,296.20164,5.547E5,6.251E7,5.4057,3.7327,6.251E7,7.274E5,6.6421,296.20042,296.20182,0.0202,6.6421,6.837,ESTIMATED,296.20153,2.643E5,2.58E7,,,2.58E7,9.094E6,6.7872,296.20128,296.20152,0.1311,6.6421,6.8386,ESTIMATED,296.20139,1.69E7,7.658E7,0.3544,0.6772,7.658E7,8.694E6,6.755,296.20124,296.20152,0.1157,6.6101,6.8096,ESTIMATED,296.2014,2.038E7,7.04E7,0.3766,0.6883,7.04E7,8.391E6,6.7636,296.20121,296.20149,0.1204,6.6129,6.809,ESTIMATED,296.20136,2.193E7,7.174E7,0.3013,0.6506,7.174E7,8.115E6,6.6897,296.20147,296.20173,0.1054,6.6113,6.8095,ESTIMATED,296.2016,2.928E6,7.779E7,1.2289,1.233,7.779E7
319,4.21E5,6.7275,479.14868,479.15189,0.2,2,0,0.888,0.89,0.00043,0.0349,0,6.6406,6.8401,479.15127,2.444E4,5.667E6,5.667E6,2.726E5,6.7577,479.14868,479.15189,0.1015,6.6406,6.8384,ESTIMATED,479.15101,2.444E4,2.679E6,0.9312,0.9029,2.679E6,4.078E5,6.6577,479.14877,479.1515,0.0852,6.6426,6.8395,ESTIMATED,479.15123,1.538E5,5.154E6,7.8385,5.8782,5.154E6,1.132E5,6.8394,479.15121,479.15217,0.0269,6.7496,6.8394,ESTIMATED,479.15167,1.09E5,3.473E6,,0.5,3.473E6,4.21E5,6.6664,479.15061,479.15191,0.0777,6.6422,6.8393,ESTIMATED,479.15131,1.569E5,5.501E6,4.6275,3.4966,5.501E6,2.005E5,6.8388,479.14912,479.15198,0.0705,6.6773,6.8388,ESTIMATED,479.15162,2.503E4,2.78E6,,0.5,2.78E6,5.481E4,6.8401,479.14894,479.15199,0.0176,6.7707,6.8401,ESTIMATED,479.15134,7.291E4,2.629E6,,0.5,2.629E6,1.681E5,6.6421,479.14762,479.15194,0.0409,6.6421,6.8386,ESTIMATED,479.15081,1.004E5,3.135E6,,,3.135E6,3.835E5,6.6584,479.15049,479.15197,0.1471,6.6433,6.84,ESTIMATED,479.15117,1.312E5,5.667E6,7.2475,5.2096,5.667E6,2.981E5,6.652,479.15042,479.15187,0.112,6.643,6.8393,ESTIMATED,479.1511,1.166E5,4.922E6,11.3868,12.9917,4.922E6,3.612E5,6.7228,479.14885,479.15205,0.0901,6.6415,6.8393,ESTIMATED,479.15144,2.351E5,3.823E6,1.4699,1.2492,3.823E6
320,1.308E4,6.761,174.05494,174.05558,0.3,3,2,0.874,0.76,0.00013,0.0918,0,6.612,6.8486,174.05541,2.583E4,1.343E5,1.343E5,1.157E3,6.7607,174.05494,174.05558,0.0159,6.7428,6.7697,ESTIMATED,174.0555,2.85E4,1.154E5,0.4991,0.7496,1.154E5,1.308E4,6.7909,174.05481,174.05552,0.0505,6.6517,6.8486,ESTIMATED,174.05542,2.888E4,1.2E5,0.415,0.7075,1.2E5,1.265E3,6.6628,174.05543,174.0556,0.0082,6.6538,6.6749,ESTIMATED,174.05559,4.186E4,1.016E5,1.335,1.1675,1.016E5,6.197E3,6.6905,174.05483,174.05547,0.0627,6.612,6.7026,ESTIMATED,174.0554,3.253E4,1.119E5,0.1538,0.5769,1.119E5,1.199E3,6.7283,174.05496,174.05558,0.0056,6.7134,6.7313,ESTIMATED,174.05533,3.496E4,1.248E5,0.2002,0.6001,1.248E5,2.62E3,6.8007,174.05496,174.05565,0.0259,6.7647,6.8188,ESTIMATED,174.05545,2.616E4,1.343E5,1.2661,0.7516,1.343E5,2.678E3,6.8356,174.05478,174.05543,0.0232,6.8114,6.8477,ESTIMATED,174.05516,3.339E4,1.164E5,0.4994,0.7497,1.164E5,7.092E3,6.7823,174.05537,174.05542,0.0446,6.7006,6.7975,ESTIMATED,174.05538,2.583E4,1.266E5,0.1859,0.5929,1.266E5,3.429E3,6.7817,174.05535,174.05543,0.0115,6.7606,6.806,ESTIMATED,174.05537,3.279E4,1.285E5,1.1436,1.0718,1.285E5,5.161E3,6.7767,174.05492,174.05556,0.0169,6.7078,6.7827,ESTIMATED,174.05552,2.738E4,1.217E5,0.0866,0.5433,1.217E5
321,2.454E6,6.7579,428.25374,428.2564,0.5,5,0,0.92,0.34,0.00015,0.0441,0,6.6604,6.8853,428.25566,1.157E5,2.069E7,2.069E7,1.225E6,6.7278,428.25374,428.2564,0.0919,6.6858,6.8838,ESTIMATED,428.25532,2.386E5,1.525E7,2.0161,1.7473,1.525E7,2.222E6,6.7969,428.25386,428.25628,0.0992,6.6607,6.8577,ESTIMATED,428.25593,6.065E6,2.009E7,0.4465,0.7233,2.009E7,8.002E5,6.6929,428.25409,428.25685,0.1113,6.6869,6.8853,ESTIMATED,428.25606,1.2E5,1.541E7,14.7977,16.9161,1.541E7,2.229E6,6.7905,428.25401,428.25638,0.1076,6.6604,6.8576,ESTIMATED,428.25606,4.002E6,1.929E7,0.5155,0.7578,1.929E7,1.097E6,6.7074,428.25394,428.25659,0.1181,6.6864,6.8845,ESTIMATED,428.25611,1.573E5,1.587E7,4.4514,3.5783,1.587E7,3.828E5,6.6871,428.25359,428.25643,0.0271,6.6871,6.8829,ESTIMATED,428.25438,1.157E5,1.077E7,,,1.077E7,2.454E6,6.8356,428.25364,428.25612,0.1172,6.6874,6.8839,ESTIMATED,428.25483,4.756E6,2.069E7,0.3263,0.6632,2.069E7,2.31E6,6.7914,428.25575,428.2563,0.0971,6.6614,6.8582,ESTIMATED,428.25603,6.219E6,2.054E7,0.5139,0.757,2.054E7,2.2E6,6.7969,428.25567,428.25618,0.1146,6.661,6.8574,ESTIMATED,428.25598,5.919E6,1.85E7,0.4459,0.723,1.85E7,1.909E6,6.7528,428.25395,428.25651,0.1052,6.6627,6.8573,ESTIMATED,428.25592,9.949E5,1.726E7,0.9845,1.1305,1.726E7
322,1.81E6,6.7679,280.08467,280.0849,0.3,3,0,0.923,0.29,0.00008,0.0351,0,6.6708,6.8938,280.08502,1.583E5,1.888E7,1.888E7,1.554E6,6.7935,280.08467,280.0849,0.1283,6.6708,6.8686,ESTIMATED,280.08477,2.708E6,1.278E7,0.611,0.8055,1.278E7,1.38E6,6.7333,280.0844,280.08584,0.1269,6.697,6.8912,ESTIMATED,280.08498,2.455E5,1.492E7,2.8801,2.1669,1.492E7,1.643E6,6.8425,280.08469,280.08601,0.1373,6.6959,6.8915,ESTIMATED,280.08492,1.597E6,1.302E7,0.3357,0.6673,1.302E7,1.364E6,6.7419,280.08447,280.08591,0.1106,6.6966,6.8912,ESTIMATED,280.0851,2.52E5,1.412E7,2.1332,1.8004,1.412E7,1.511E6,6.8118,280.08462,280.08598,0.1394,6.6713,6.8692,ESTIMATED,280.08485,1.184E6,1.207E7,0.408,0.7042,1.207E7,1.81E6,6.834,280.0847,280.08491,0.1259,6.6961,6.8922,ESTIMATED,280.08482,9.746E5,1.604E7,0.3883,0.7169,1.604E7,1.289E6,6.7116,280.08422,280.08564,0.3838,6.6965,6.893,ESTIMATED,280.08454,1.583E5,1.888E7,6.4197,4.2926,1.888E7,1.358E6,6.7157,280.08554,280.08588,0.1414,6.6946,6.8918,ESTIMATED,280.08573,2.065E5,1.513E7,5.3447,3.5953,1.513E7,1.276E6,6.7183,280.08448,280.08582,0.1466,6.6942,6.8938,ESTIMATED,280.0857,1.959E5,1.589E7,4.2494,2.9348,1.589E7,1.749E6,6.7767,280.08461,280.08591,0.129,6.6717,6.8693,ESTIMATED,280.08481,1.487E6,1.481E7,0.8789,0.9407,1.481E7
323,4.702E5,6.7841,311.13898,311.13981,0.1,1,0,0.944,0,0,0,0,6.6927,6.9,311.13908,1.354E4,5.225E6,5.225E6,3.608E5,6.8474,311.13898,311.13981,0.107,6.7398,6.8991,ESTIMATED,311.13938,3.049E4,4.482E6,0.7358,0.5947,4.482E6,1.577E5,6.703,311.13848,311.13964,0.0333,6.703,6.8304,ESTIMATED,311.13908,3.521E4,4.118E6,,,4.118E6,6.526E3,6.8977,311.13931,311.1408,0.0129,6.8516,6.8977,ESTIMATED,311.13962,2.043E4,4.287E5,,0.5,4.287E5,2.192E5,6.7056,311.13887,311.13961,0.0395,6.7026,6.8515,ESTIMATED,311.13912,6.218E4,4.901E6,27.1297,17.0298,4.901E6,1.57E5,6.8969,311.13931,311.14005,0.0299,6.8058,6.9,ESTIMATED,311.13946,1.031E5,4.575E6,0.0493,0.5213,4.575E6,4.165E1,6.8829,311.13787,311.13931,0.0062,6.8798,6.886,ESTIMATED,311.13787,1.354E4,1.354E4,1.0016,1.0008,1.354E4,1.05E4,6.7026,311.13754,311.13976,0.0392,6.7026,6.7902,ESTIMATED,311.139,2.201E4,3.972E5,,,3.972E5,1.271E5,6.7006,311.1388,311.13957,0.0264,6.7006,6.8461,ESTIMATED,311.13901,2.08E4,3.856E6,,,3.856E6,5.614E4,6.7032,311.13877,311.1395,0.0155,6.7032,6.815,ESTIMATED,311.13899,2.501E4,2.207E6,,,2.207E6,4.702E5,6.8006,311.13902,311.13994,0.0846,6.6927,6.8874,ESTIMATED,311.13931,4.767E4,5.225E6,1.1307,0.9965,5.225E6
324,2.616E6,6.7926,310.13564,310.13617,0.1,1,0,0.944,0,0,0,0,6.6927,6.9065,310.13564,2.482E4,3.036E7,3.036E7,2.067E6,6.8625,310.13564,310.13617,0.0985,6.7098,6.9053,ESTIMATED,310.13579,3.421E4,2.464E7,0.5,0.7194,2.464E7,7.806E5,6.7091,310.13495,310.13582,0.0299,6.7091,6.9065,ESTIMATED,310.13553,1.147E5,2.162E7,,,2.162E7,4.932E4,6.9039,310.13561,310.13609,0.0125,6.8334,6.9039,ESTIMATED,310.13581,3.453E4,2.873E6,,0.5,2.873E6,1.104E6,6.7087,310.13511,310.13588,0.0365,6.7087,6.9065,ESTIMATED,310.13558,1.195E5,2.472E7,,,2.472E7,9.979E5,6.9061,310.13565,310.13621,0.0356,6.776,6.9061,ESTIMATED,310.13583,3.864E4,2.63E7,,0.5,2.63E7,1.062E3,6.9046,310.13528,310.13587,0.0136,6.886,6.9046,ESTIMATED,310.13571,2.482E4,9.457E4,,0.5,9.457E4,6.823E4,6.7086,310.13522,310.13599,0.0198,6.7086,6.89,ESTIMATED,310.13548,3.865E4,1.764E6,,,1.764E6,6.208E5,6.7067,310.13491,310.13587,0.0237,6.7067,6.904,ESTIMATED,310.13547,9.812E4,1.946E7,,,1.946E7,2.764E5,6.7093,310.13493,310.13595,0.0247,6.7093,6.906,ESTIMATED,310.13542,8.205E4,9.323E6,,,9.323E6,2.616E6,6.8065,310.13555,310.13586,0.0815,6.6927,6.8874,ESTIMATED,310.13574,3.689E5,3.036E7,0.3397,0.9423,3.036E7
