id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height
672,1.128E6,11.2141,234.11218,234.11379,1,10,0,0.905,1.36,0.00032,0.0294,0,10.9464,11.6488,234.11305,6.276E3,6.717E6,6.717E6,9.121E5,11.1998,234.11202,234.114,0.1977,10.9609,11.5603,ESTIMATED,234.11296,1.113E4,5.556E6,1.2156,1.1637,5.556E6,9.19E5,11.2287,234.11224,234.11394,0.163,10.9649,11.6488,ESTIMATED,234.11322,9.959E3,5.439E6,0.9497,0.9817,5.439E6,1.073E6,11.2256,234.11218,234.11379,0.1404,10.9591,11.5046,ESTIMATED,234.1131,1.066E4,6.717E6,0.8511,0.9429,6.717E6,9.005E5,11.2088,234.11282,234.11396,0.1622,10.9686,11.4799,ESTIMATED,234.11293,1.127E4,5.431E6,0.9742,1.0702,5.431E6,9.036E5,11.2222,234.11222,234.11372,0.167,10.9573,11.5733,ESTIMATED,234.1132,6.276E3,5.46E6,0.9891,1.0081,5.46E6,8.886E5,11.2292,234.11227,234.11365,0.1522,10.9792,11.5287,ESTIMATED,234.11314,1.662E4,5.425E6,0.9124,0.9975,5.425E6,9.075E5,11.2004,234.11279,234.114,0.1566,10.9493,11.5765,ESTIMATED,234.1129,1.24E4,5.228E6,1.0846,1.0804,5.228E6,9.203E5,11.2024,234.11255,234.11389,0.1627,10.9464,11.5447,ESTIMATED,234.11293,8.36E3,5.486E6,1.0414,0.9903,5.486E6,8.611E5,11.2222,234.11224,234.11398,0.1464,10.9659,11.538,ESTIMATED,234.1131,1.01E4,5.315E6,0.882,0.9648,5.315E6,1.128E6,11.2018,234.11207,234.11383,0.159,10.9537,11.6038,ESTIMATED,234.11302,9.74E3,6.685E6,1.1632,1.072,6.685E6
673,8.257E5,11.2271,521.12893,521.13159,1,10,1,0.868,3.01,0.00157,0.3495,0,10.9335,11.6799,521.13012,8.617E3,5.69E6,5.69E6,7.578E5,11.1337,521.12884,521.13274,0.1304,10.9448,11.5696,ESTIMATED,521.12953,9.78E3,5.05E6,1.5527,1.6101,5.05E6,8.069E5,11.314,521.12953,521.13325,0.1301,11.1223,11.6793,ESTIMATED,521.1301,9.679E3,5.438E6,1.589,1.4928,5.438E6,8.257E5,11.2381,521.12893,521.13159,0.1244,11.0443,11.6282,ESTIMATED,521.12995,1.528E4,5.69E6,1.4045,1.4586,5.69E6,5.659E3,11.4647,521.12914,521.13085,0.0172,11.4495,11.5014,ESTIMATED,521.1298,7.025E4,1.494E5,2.4131,1.7066,1.494E5,8.115E5,11.2722,521.12939,521.13321,0.1327,11.0825,11.6799,ESTIMATED,521.13004,8.617E3,5.293E6,2.2571,1.7953,5.293E6,8.193E5,11.2575,521.12932,521.13315,0.123,11.0795,11.6785,ESTIMATED,521.13001,1.431E4,5.508E6,0.3227,1.6942,5.508E6,7.543E5,11.1151,521.12872,521.13275,0.1387,10.9335,11.4248,ESTIMATED,521.13096,1.423E4,4.723E6,1.5393,1.509,4.723E6,7.491E5,11.1389,521.12893,521.13322,0.1498,10.9367,11.495,ESTIMATED,521.1311,1.398E4,4.627E6,1.2496,1.3703,4.627E6,7.893E5,11.2034,521.12913,521.13224,0.1342,11.002,11.678,ESTIMATED,521.12985,1.052E4,5.137E6,1.6723,1.5706,5.137E6,8.139E5,11.1336,521.12874,521.13285,0.1333,10.9601,11.6772,ESTIMATED,521.12989,1.701E4,5.662E6,1.9935,1.5542,5.662E6
674,3.869E6,10.8849,451.21419,451.21555,0.2,2,8,0.923,0.47,0.00021,0.0134,0,10.7508,11.3513,451.21486,1.672E4,3.132E7,3.132E7,3.424E6,10.8097,451.21404,451.21561,0.1436,10.7508,11.2313,ESTIMATED,451.21473,7.558E4,2.599E7,2.5765,2.5398,2.599E7,7.145E5,10.7527,451.2144,451.21549,0.0249,10.7527,11.1684,ESTIMATED,451.21508,6.979E4,1.617E7,,,1.617E7,2.545E6,10.7514,451.21419,451.21555,0.08,10.7514,11.2194,ESTIMATED,451.21507,7.284E4,3.132E7,,,3.132E7,3.869E6,10.847,451.21317,451.21493,0.1262,10.7534,11.3513,ESTIMATED,451.21467,1.672E4,2.929E7,1.3971,1.3894,2.929E7,1.303E6,10.7534,451.21433,451.21562,0.0496,10.7534,11.1267,ESTIMATED,451.2151,8.912E4,2.2E7,,,2.2E7,7.17E3,11.2575,451.21404,451.21588,0.0587,11.2165,11.2889,ESTIMATED,451.21508,6.38E4,1.373E5,0.7669,0.8834,1.373E5,3.437E6,10.8144,451.21332,451.21505,0.1593,10.7525,11.3259,ESTIMATED,451.21459,1.877E4,2.652E7,2.3607,1.888,2.652E7,3.182E6,10.792,451.21351,451.21719,0.1355,10.7517,11.3089,ESTIMATED,451.21463,4.188E4,2.61E7,3.9669,2.7352,2.61E7,9.142E3,11.2441,451.21429,451.21606,0.0565,11.2002,11.288,ESTIMATED,451.21486,5.082E4,1.568E5,0.999,0.9995,1.568E5,3.353E6,10.8271,451.21393,451.21542,0.1238,10.753,11.3256,ESTIMATED,451.21483,2.632E4,2.651E7,1.6613,1.5039,2.651E7
675,1.951E7,11.2752,302.24657,302.24928,0.8,8,4,0.877,2.03,0.00061,0.3265,0,10.8153,11.7698,302.24826,7.42E3,1.285E8,1.285E8,1.691E7,11.3802,302.24721,302.24877,0.1515,11.0614,11.7698,ESTIMATED,302.24806,1.321E4,1.067E8,0.8935,1.0277,1.067E8,4.206E6,11.0864,302.24713,302.24911,0.1397,10.8153,11.4347,ESTIMATED,302.24856,1.125E4,2.765E7,1.1006,1.0588,2.765E7,5.129E6,11.2412,302.24657,302.24928,0.1178,10.9526,11.7673,ESTIMATED,302.24799,1.212E4,3.634E7,0.8464,0.9447,3.634E7,1.747E7,11.4129,302.24722,302.24894,0.147,11.1359,11.7682,ESTIMATED,302.24812,1.951E4,1.122E8,1.3883,1.1845,1.122E8,4.321E6,11.133,302.24622,302.24902,0.1383,10.8641,11.7514,ESTIMATED,302.24811,7.42E3,2.87E7,1.1459,1.0779,2.87E7,4.234E6,11.1942,302.24672,302.24913,0.1434,10.9148,11.5413,ESTIMATED,302.24831,7.624E3,2.717E7,1.0051,1.0002,2.717E7,1.743E7,11.3694,302.24717,302.24887,0.1505,11.0711,11.7488,ESTIMATED,302.24856,1.596E4,1.123E8,1.2262,1.1042,1.123E8,1.731E7,11.3681,302.24719,302.24873,0.151,11.0437,11.7516,ESTIMATED,302.24857,1.001E4,1.074E8,0.9699,1.0122,1.074E8,4.199E6,11.2347,302.24651,302.24909,0.1447,11.0086,11.7691,ESTIMATED,302.24795,1.387E4,2.701E7,2.6296,1.327,2.701E7,1.951E7,11.3317,302.24726,302.24904,0.1345,11.0246,11.7697,ESTIMATED,302.24836,7.631E3,1.285E8,1.274,1.1164,1.285E8
676,9.589E5,11.298,845.48239,845.4871,1,10,2,0.891,1.33,0.00113,0.2198,0,10.9915,11.7996,845.4842,7.574E3,7.146E6,7.146E6,8.428E5,11.2187,845.48099,845.48629,0.1068,11.0028,11.5013,ESTIMATED,845.4839,9.448E3,7.108E6,1.1243,1.0621,7.108E6,7.188E5,11.4223,845.48224,845.48769,0.1295,11.209,11.7996,ESTIMATED,845.48474,1.029E4,5.202E6,1.381,1.1525,5.202E6,9.589E5,11.3313,845.48239,845.4871,0.1267,11.1197,11.654,ESTIMATED,845.4845,8.896E3,7.146E6,1.3275,1.1054,7.146E6,9.229E5,11.2025,845.48268,845.48548,0.1196,11.0002,11.4129,ESTIMATED,845.48383,1.524E4,7.069E6,0.8973,0.9674,7.069E6,7.932E5,11.4165,845.4832,845.48687,0.1125,11.1904,11.7972,ESTIMATED,845.48465,1.045E4,5.719E6,0.896,0.9984,5.719E6,8.647E5,11.3867,845.48238,845.48673,0.375,11.1449,11.7047,ESTIMATED,845.48465,7.574E3,6.208E6,0.8845,0.9852,6.208E6,8.958E5,11.213,845.48145,845.48944,0.1462,11.017,11.4647,ESTIMATED,845.48361,2.18E4,6.884E6,0.9633,0.973,6.884E6,8.434E5,11.2338,845.4827,845.48573,0.1132,10.9915,11.5139,ESTIMATED,845.48372,8.427E3,6.822E6,0.7177,0.8752,6.822E6,8.443E5,11.3193,845.48268,845.48714,0.1357,11.0842,11.6109,ESTIMATED,845.48436,9.178E3,5.719E6,0.9007,1.0136,5.719E6,8.037E5,11.2361,845.48144,845.49005,0.1126,11.0084,11.5039,ESTIMATED,845.4841,8.029E3,6.533E6,0.9487,0.9902,6.533E6
677,2.608E6,10.919,330.14971,330.15141,0.1,1,7,0.944,0,0,0,0,10.8185,11.3513,330.15089,1.432E4,2.024E7,2.024E7,6.096E3,11.3183,330.14901,330.15111,0.0627,11.2502,11.3431,ESTIMATED,330.15051,2.29E4,1.147E5,0.146,0.6818,1.147E5,6.437E4,10.8185,330.14974,330.15145,0.0291,10.8185,11.2514,ESTIMATED,330.151,1.855E4,1.18E6,,,1.18E6,1.121E6,10.8189,330.14971,330.15141,0.0527,10.8189,11.2629,ESTIMATED,330.15063,2.598E4,1.876E7,,,1.876E7,2.575E6,10.975,330.14937,330.15114,0.1212,10.8188,11.3513,ESTIMATED,330.15081,2.175E4,1.96E7,1.0797,1.0864,1.96E7,1.729E5,10.8185,330.14918,330.15142,0.0253,10.8185,11.2158,ESTIMATED,330.15109,1.432E4,4.119E6,,,4.119E6,5.152E5,10.82,330.14942,330.15172,0.0376,10.82,11.2763,ESTIMATED,330.15128,2.092E4,1.083E7,,,1.083E7,2.543E6,10.943,330.14992,330.15119,0.1286,10.8206,11.298,ESTIMATED,330.15093,5.105E4,1.879E7,0.9393,1.0866,1.879E7,2.425E6,10.9175,330.14998,330.15115,0.1323,10.8198,11.3058,ESTIMATED,330.15098,1.875E4,1.788E7,1.2956,1.2573,1.788E7,1.559E6,10.8456,330.14958,330.15145,0.1033,10.8206,11.2629,ESTIMATED,330.15066,1.678E4,1.73E7,4.8035,3.3633,1.73E7,2.608E6,10.9148,330.14961,330.15127,0.1213,10.821,11.2237,ESTIMATED,330.15103,7.248E4,2.024E7,1.272,1.2838,2.024E7
678,2.656E6,11.3519,470.18585,470.18917,1,10,0,0.902,1.21,0.00057,0.0968,0,11.0794,11.8496,470.18823,7.665E3,2E7,2E7,2.332E6,11.3153,470.18743,470.18847,0.1382,11.1022,11.8495,ESTIMATED,470.18807,1.732E4,1.601E7,1.7372,1.5778,1.601E7,2.261E6,11.3916,470.18787,470.18989,0.1271,11.179,11.8472,ESTIMATED,470.1885,8.859E3,1.579E7,1.4492,1.3772,1.579E7,2.656E6,11.3755,470.18585,470.18917,0.1122,11.1459,11.8488,ESTIMATED,470.1884,1.265E4,2E7,1.3503,1.1699,2E7,2.392E6,11.3165,470.18719,470.18875,0.1141,11.0794,11.8475,ESTIMATED,470.188,1.289E4,1.77E7,1.1204,1.2562,1.77E7,2.302E6,11.401,470.1876,470.18908,0.121,11.1808,11.8496,ESTIMATED,470.18845,1.987E4,1.623E7,1.2186,1.2238,1.623E7,2.388E6,11.393,470.18586,470.18924,0.1254,11.1612,11.8478,ESTIMATED,470.18845,7.665E3,1.766E7,1.1548,1.6096,1.766E7,2.373E6,11.3042,470.18711,470.18874,0.1118,11.0994,11.8495,ESTIMATED,470.18794,1.439E4,1.738E7,1.6714,1.516,1.738E7,2.295E6,11.3213,470.18713,470.1886,0.1204,11.0916,11.704,ESTIMATED,470.18798,1.124E4,1.665E7,1.4201,1.4305,1.665E7,2.51E6,11.369,470.1857,470.18895,0.1172,11.121,11.8491,ESTIMATED,470.18833,9.088E3,1.896E7,1.1544,1.1181,1.896E7,2.365E6,11.3317,470.18552,470.18887,0.1414,11.1147,11.8496,ESTIMATED,470.18815,1.194E4,1.69E7,1.5622,1.4378,1.69E7
679,1.172E6,11.4551,500.16173,500.16549,1,10,2,0.897,1.86,0.00093,0.3001,0,11.0506,11.957,500.16444,6.866E3,8.848E6,8.848E6,1.015E6,11.5322,500.1614,500.16521,0.1379,11.309,11.8334,ESTIMATED,500.16437,1.15E4,7.095E6,1.0747,1.0191,7.095E6,1.054E6,11.2923,500.1622,500.16592,0.11,11.0506,11.5095,ESTIMATED,500.16479,6.866E3,8.35E6,0.9004,0.9704,8.35E6,1.132E6,11.4068,500.16173,500.16549,0.1258,11.1818,11.7177,ESTIMATED,500.16425,1.152E4,8.023E6,0.769,0.9953,8.023E6,1.035E6,11.5924,500.16103,500.16544,0.1294,11.3853,11.957,ESTIMATED,500.16439,2.365E4,7.382E6,1.0338,1.0464,7.382E6,1.007E6,11.329,500.16175,500.16577,0.133,11.0979,11.5829,ESTIMATED,500.16386,8.818E3,7.212E6,0.9881,1.4589,7.212E6,9.935E5,11.393,500.16209,500.1661,0.1271,11.1351,11.7464,ESTIMATED,500.16479,7.978E3,7.163E6,0.8795,0.9132,7.163E6,1.034E6,11.5328,500.16159,500.16519,0.1423,11.3104,11.856,ESTIMATED,500.16447,1.009E4,6.674E6,1.1563,1.0384,6.674E6,1.142E6,11.5386,500.16169,500.16513,0.1247,11.3027,11.7579,ESTIMATED,500.16453,1.526E4,8.848E6,0.8755,0.9631,8.848E6,9.843E5,11.436,500.1615,500.16605,0.1331,11.2159,11.791,ESTIMATED,500.16447,1.304E4,6.716E6,1.1199,1.0633,6.716E6,1.172E6,11.4977,500.16189,500.16536,0.1331,11.2887,11.814,ESTIMATED,500.16444,1.745E4,8.146E6,1.2329,1.1081,8.146E6
680,1.956E7,11.3572,302.24657,302.24928,0.4,4,8,0.882,1.39,0.00042,0.2764,0,10.9606,11.9595,302.24824,7.631E3,1.285E8,1.285E8,1.695E7,11.3802,302.24721,302.2488,0.1515,11.0582,11.9572,ESTIMATED,302.24806,1.321E4,1.067E8,0.8935,1.0277,1.067E8,9.091E3,11.4563,302.24675,302.24901,0.0843,11.4347,11.5601,ESTIMATED,302.24815,3.454E4,1.134E5,4.8023,2.9011,1.134E5,5.13E6,11.2412,302.24657,302.24928,0.1178,10.9624,11.7829,ESTIMATED,302.24799,2.209E4,3.634E7,0.8464,0.9447,3.634E7,1.753E7,11.4129,302.24711,302.24894,0.147,11.1328,11.957,ESTIMATED,302.24813,1.951E4,1.122E8,1.3883,1.1845,1.122E8,4.308E6,11.133,302.24622,302.24902,0.1383,10.9606,11.7514,ESTIMATED,302.24811,1.119E4,2.87E7,1.1459,1.0779,2.87E7,5.062E3,11.6445,302.24738,302.24924,0.0946,11.6379,11.7464,ESTIMATED,302.24853,1.855E4,7.622E4,15.431,8.2155,7.622E4,1.743E7,11.3694,302.24717,302.24887,0.1505,11.0743,11.7672,ESTIMATED,302.24856,1.596E4,1.123E8,1.2262,1.1042,1.123E8,1.731E7,11.3681,302.24719,302.24873,0.151,11.0469,11.7673,ESTIMATED,302.24857,1.001E4,1.074E8,0.9699,1.0122,1.074E8,4.2E6,11.2347,302.24651,302.24909,0.1447,11.0053,11.7941,ESTIMATED,302.24795,1.387E4,2.701E7,2.6296,1.327,2.701E7,1.956E7,11.3317,302.24726,302.24904,0.1345,11.0213,11.9595,ESTIMATED,302.24836,7.631E3,1.285E8,1.274,1.1164,1.285E8
681,1.278E7,11.504,282.112,282.11345,1,10,0,0.91,2,0.00056,0.0459,0,11.1898,11.9998,282.11306,7.678E3,8.843E7,8.843E7,1.135E7,11.4982,282.11189,282.11341,0.1404,11.1935,11.9376,ESTIMATED,282.11307,1.273E4,7.206E7,1.163,1.1266,7.206E7,1.132E7,11.5252,282.11212,282.11355,0.1468,11.2023,11.9989,ESTIMATED,282.11327,7.678E3,7.254E7,1.1131,1.0825,7.254E7,1.259E7,11.5046,282.112,282.11345,0.1336,11.2101,11.9994,ESTIMATED,282.11273,1.668E4,8.545E7,1.1107,1.0725,8.545E7,1.137E7,11.4983,282.11186,282.11317,0.1508,11.1931,11.8698,ESTIMATED,282.11306,1.243E4,7.047E7,1.1762,1.0919,7.047E7,1.11E7,11.5291,282.11208,282.11349,0.1546,11.2031,11.9977,ESTIMATED,282.11292,1.097E4,6.635E7,1.0921,1.0681,6.635E7,1.12E7,11.503,282.11213,282.11348,0.1527,11.2229,11.9998,ESTIMATED,282.11329,1.283E4,6.774E7,1.4129,1.217,6.774E7,1.155E7,11.4832,282.11278,282.11316,0.1541,11.1973,11.998,ESTIMATED,282.11301,1.707E4,7.023E7,1.2929,1.18,7.023E7,1.206E7,11.5043,282.11279,282.1133,0.1629,11.1898,11.8788,ESTIMATED,282.11304,9.214E3,7.319E7,0.9951,1.0372,7.319E7,1.152E7,11.4963,282.11207,282.1134,0.1516,11.2159,11.9986,ESTIMATED,282.11308,1.932E4,7.096E7,1.1169,1.1262,7.096E7,1.278E7,11.4977,282.11291,282.11345,0.1365,11.1956,11.8882,ESTIMATED,282.11315,1.598E4,8.843E7,1.0792,1.0617,8.843E7
682,1.051E5,11.5593,315.07259,315.07337,1,10,0,0.913,0.97,0.00031,0.069,0,11.3753,11.7679,315.07284,9.358E3,8.163E5,8.163E5,7.423E4,11.554,315.07243,315.07312,0.1513,11.4019,11.7373,ESTIMATED,315.07276,1.474E4,5.235E5,1.1058,1.1179,5.235E5,7.789E4,11.5891,315.07167,315.07329,0.1465,11.41,11.7473,ESTIMATED,315.07296,1.239E4,5.265E5,0.8993,0.944,5.265E5,1.051E5,11.565,315.07259,315.07337,0.123,11.3849,11.7366,ESTIMATED,315.07293,1.516E4,8.089E5,1.0418,0.9855,8.089E5,6.884E4,11.5512,315.07132,315.07433,0.1204,11.4067,11.7333,ESTIMATED,315.07272,1.489E4,5.394E5,1.0095,1.1713,5.394E5,7.807E4,11.5606,315.0717,315.07337,0.1467,11.4165,11.7584,ESTIMATED,315.07297,1.562E4,4.823E5,1.3726,1.1437,4.823E5,7.848E4,11.5603,315.0725,315.07341,0.1297,11.4023,11.7679,ESTIMATED,315.07296,1.14E4,5.339E5,1.2327,1.2603,5.339E5,6.869E4,11.5484,315.07225,315.07326,0.1318,11.4094,11.72,ESTIMATED,315.07267,1.709E4,4.649E5,1.231,1.1461,4.649E5,9.874E4,11.5386,315.07226,315.07428,0.0913,11.3836,11.7421,ESTIMATED,315.07272,1.356E4,8.163E5,1.5209,1.0751,8.163E5,7.373E4,11.5285,315.07159,315.07341,0.1239,11.3753,11.7347,ESTIMATED,315.07292,9.358E3,4.964E5,2.0356,1.4026,4.964E5,1.014E5,11.5975,315.07146,315.07319,0.1312,11.3767,11.7444,ESTIMATED,315.07283,1.525E4,7.567E5,0.6114,0.8451,7.567E5
683,9.003E5,11.5606,415.21055,415.21397,1,10,3,0.913,1.1,0.00046,0.038,0,11.3027,11.9578,415.21264,1.252E4,5.999E6,5.999E6,7.732E5,11.554,415.21046,415.21336,0.1706,11.3121,11.8206,ESTIMATED,415.21252,1.468E4,4.594E6,1.1588,0.9342,4.594E6,8.069E5,11.5665,415.21066,415.21371,0.1588,11.3357,11.9578,ESTIMATED,415.21287,2.011E4,4.636E6,0.8633,1.0009,4.636E6,8.916E5,11.565,415.21055,415.21397,0.1367,11.322,11.9059,ESTIMATED,415.21268,1.456E4,5.578E6,0.8391,0.953,5.578E6,7.872E5,11.5512,415.21012,415.21353,0.1549,11.3451,11.8475,ESTIMATED,415.21248,1.702E4,4.83E6,1.2613,1.0965,4.83E6,7.89E5,11.5765,415.21062,415.21374,0.168,11.3227,11.9211,ESTIMATED,415.21288,1.282E4,4.529E6,0.895,0.9771,4.529E6,7.896E5,11.5698,415.21063,415.21417,0.1467,11.3204,11.915,ESTIMATED,415.21284,1.252E4,4.741E6,0.9166,0.9616,4.741E6,7.747E5,11.5608,415.21011,415.21342,0.175,11.3166,11.856,ESTIMATED,415.21242,1.816E4,4.544E6,0.8819,0.9954,4.544E6,8.891E5,11.5386,415.21021,415.21321,0.1416,11.3027,11.85,ESTIMATED,415.21245,1.336E4,5.999E6,1.2404,1.1188,5.999E6,7.39E5,11.5666,415.21054,415.21374,0.1606,11.3193,11.8458,ESTIMATED,415.21269,1.559E4,4.383E6,0.8916,0.9936,4.383E6,9.003E5,11.557,415.21038,415.21318,0.161,11.3164,11.8656,ESTIMATED,415.2126,1.558E4,5.4E6,0.9705,0.8378,5.4E6
684,4.197E5,11.6334,399.07492,399.07797,1,10,1,0.884,1.18,0.00047,0.3958,0,11.2578,12.1288,399.07695,7.973E3,2.643E6,2.643E6,3.638E5,11.7277,399.07465,399.07738,0.1428,11.5478,12.0489,ESTIMATED,399.07682,1.774E4,2.255E6,1.4681,1.3258,2.255E6,9.426E4,11.407,399.07504,399.07815,0.1358,11.2578,11.6688,ESTIMATED,399.07715,1.026E4,5.77E5,1.5703,1.3421,5.77E5,9.236E4,11.5746,399.07492,399.07797,0.1485,11.4068,11.7673,ESTIMATED,399.07706,1.238E4,6.109E5,1.5807,1.0963,6.109E5,3.751E5,11.8028,399.07617,399.07734,0.1361,11.6118,12.1271,ESTIMATED,399.07674,1.443E4,2.347E6,1.322,1.3189,2.347E6,8.98E4,11.4792,399.075,399.07789,0.1435,11.3101,11.7128,ESTIMATED,399.0771,1.326E4,5.747E5,1.4146,1.1564,5.747E5,8.637E4,11.535,399.07659,399.07822,0.141,11.3836,11.7272,ESTIMATED,399.07714,1.611E4,5.762E5,1.4209,1.1459,5.762E5,3.724E5,11.7424,399.07614,399.07759,0.15,11.5577,12.1288,ESTIMATED,399.07669,1.46E4,2.309E6,1.4581,1.0369,2.309E6,4.197E5,11.7263,399.07567,399.07736,0.1364,11.5478,12.1282,ESTIMATED,399.07675,2.258E4,2.643E6,1.4119,1.3323,2.643E6,8.19E4,11.6268,399.07487,399.0783,0.161,11.471,11.8555,ESTIMATED,399.07716,7.973E3,5.256E5,1.3646,1.2638,5.256E5,4.007E5,11.7125,399.07531,399.07731,0.1402,11.5166,12.1158,ESTIMATED,399.0769,1.476E4,2.498E6,1.3599,1.2402,2.498E6
