id,area,rt,mz_range:min,mz_range:max,alignment_scores:rate,alignment_scores:aligned_features_n,alignment_scores:align_extra_features,alignment_scores:weighted_distance_score,alignment_scores:mz_diff_ppm,alignment_scores:mz_diff,alignment_scores:rt_absolute_error,alignment_scores:ion_mobility_absolute_error,rt_range:min,rt_range:max,mz,intensity_range:min,intensity_range:max,height,datafile:SB1.mzML:area,datafile:SB1.mzML:rt,datafile:SB1.mzML:mz_range:min,datafile:SB1.mzML:mz_range:max,datafile:SB1.mzML:fwhm,datafile:SB1.mzML:rt_range:min,datafile:SB1.mzML:rt_range:max,datafile:SB1.mzML:feature_state,datafile:SB1.mzML:mz,datafile:SB1.mzML:intensity_range:min,datafile:SB1.mzML:intensity_range:max,datafile:SB1.mzML:asymmetry_factor,datafile:SB1.mzML:tailing_factor,datafile:SB1.mzML:height,datafile:SA5.mzML:area,datafile:SA5.mzML:rt,datafile:SA5.mzML:mz_range:min,datafile:SA5.mzML:mz_range:max,datafile:SA5.mzML:fwhm,datafile:SA5.mzML:rt_range:min,datafile:SA5.mzML:rt_range:max,datafile:SA5.mzML:feature_state,datafile:SA5.mzML:mz,datafile:SA5.mzML:intensity_range:min,datafile:SA5.mzML:intensity_range:max,datafile:SA5.mzML:asymmetry_factor,datafile:SA5.mzML:tailing_factor,datafile:SA5.mzML:height,datafile:SB5.mzML:area,datafile:SB5.mzML:rt,datafile:SB5.mzML:mz_range:min,datafile:SB5.mzML:mz_range:max,datafile:SB5.mzML:fwhm,datafile:SB5.mzML:rt_range:min,datafile:SB5.mzML:rt_range:max,datafile:SB5.mzML:feature_state,datafile:SB5.mzML:mz,datafile:SB5.mzML:intensity_range:min,datafile:SB5.mzML:intensity_range:max,datafile:SB5.mzML:asymmetry_factor,datafile:SB5.mzML:tailing_factor,datafile:SB5.mzML:height,datafile:SA4.mzML:area,datafile:SA4.mzML:rt,datafile:SA4.mzML:mz_range:min,datafile:SA4.mzML:mz_range:max,datafile:SA4.mzML:fwhm,datafile:SA4.mzML:rt_range:min,datafile:SA4.mzML:rt_range:max,datafile:SA4.mzML:feature_state,datafile:SA4.mzML:mz,datafile:SA4.mzML:intensity_range:min,datafile:SA4.mzML:intensity_range:max,datafile:SA4.mzML:asymmetry_factor,datafile:SA4.mzML:tailing_factor,datafile:SA4.mzML:height,datafile:SA2.mzML:area,datafile:SA2.mzML:rt,datafile:SA2.mzML:mz_range:min,datafile:SA2.mzML:mz_range:max,datafile:SA2.mzML:fwhm,datafile:SA2.mzML:rt_range:min,datafile:SA2.mzML:rt_range:max,datafile:SA2.mzML:feature_state,datafile:SA2.mzML:mz,datafile:SA2.mzML:intensity_range:min,datafile:SA2.mzML:intensity_range:max,datafile:SA2.mzML:asymmetry_factor,datafile:SA2.mzML:tailing_factor,datafile:SA2.mzML:height,datafile:SB4.mzML:area,datafile:SB4.mzML:rt,datafile:SB4.mzML:mz_range:min,datafile:SB4.mzML:mz_range:max,datafile:SB4.mzML:fwhm,datafile:SB4.mzML:rt_range:min,datafile:SB4.mzML:rt_range:max,datafile:SB4.mzML:feature_state,datafile:SB4.mzML:mz,datafile:SB4.mzML:intensity_range:min,datafile:SB4.mzML:intensity_range:max,datafile:SB4.mzML:asymmetry_factor,datafile:SB4.mzML:tailing_factor,datafile:SB4.mzML:height,datafile:SA3.mzML:area,datafile:SA3.mzML:rt,datafile:SA3.mzML:mz_range:min,datafile:SA3.mzML:mz_range:max,datafile:SA3.mzML:fwhm,datafile:SA3.mzML:rt_range:min,datafile:SA3.mzML:rt_range:max,datafile:SA3.mzML:feature_state,datafile:SA3.mzML:mz,datafile:SA3.mzML:intensity_range:min,datafile:SA3.mzML:intensity_range:max,datafile:SA3.mzML:asymmetry_factor,datafile:SA3.mzML:tailing_factor,datafile:SA3.mzML:height,datafile:SB2.mzML:area,datafile:SB2.mzML:rt,datafile:SB2.mzML:mz_range:min,datafile:SB2.mzML:mz_range:max,datafile:SB2.mzML:fwhm,datafile:SB2.mzML:rt_range:min,datafile:SB2.mzML:rt_range:max,datafile:SB2.mzML:feature_state,datafile:SB2.mzML:mz,datafile:SB2.mzML:intensity_range:min,datafile:SB2.mzML:intensity_range:max,datafile:SB2.mzML:asymmetry_factor,datafile:SB2.mzML:tailing_factor,datafile:SB2.mzML:height,datafile:SA1.mzML:area,datafile:SA1.mzML:rt,datafile:SA1.mzML:mz_range:min,datafile:SA1.mzML:mz_range:max,datafile:SA1.mzML:fwhm,datafile:SA1.mzML:rt_range:min,datafile:SA1.mzML:rt_range:max,datafile:SA1.mzML:feature_state,datafile:SA1.mzML:mz,datafile:SA1.mzML:intensity_range:min,datafile:SA1.mzML:intensity_range:max,datafile:SA1.mzML:asymmetry_factor,datafile:SA1.mzML:tailing_factor,datafile:SA1.mzML:height,datafile:SB3.mzML:area,datafile:SB3.mzML:rt,datafile:SB3.mzML:mz_range:min,datafile:SB3.mzML:mz_range:max,datafile:SB3.mzML:fwhm,datafile:SB3.mzML:rt_range:min,datafile:SB3.mzML:rt_range:max,datafile:SB3.mzML:feature_state,datafile:SB3.mzML:mz,datafile:SB3.mzML:intensity_range:min,datafile:SB3.mzML:intensity_range:max,datafile:SB3.mzML:asymmetry_factor,datafile:SB3.mzML:tailing_factor,datafile:SB3.mzML:height
409,9.824E6,9.2559,516.19354,516.19783,0.6,6,0,0.797,2.09,0.00108,0.1821,0,9.013,9.4689,516.19478,1.625E4,6.013E7,6.013E7,6.908E6,9.2976,516.1937,516.19771,0.1364,9.0708,9.467,ESTIMATED,516.19475,1.625E4,4.719E7,1.7168,1.0871,4.719E7,9.415E6,9.1986,516.19413,516.19738,0.1528,9.0713,9.4676,ESTIMATED,516.19447,2.452E6,5.6E7,1.7761,1.5742,5.6E7,1.844E5,9.411,516.19391,516.19567,0.0098,9.2727,9.411,ESTIMATED,516.19475,2.275E4,1.046E7,,0.5,1.046E7,9.309E6,9.1624,516.19408,516.19724,0.1535,9.0715,9.4689,ESTIMATED,516.19437,3.123E6,5.635E7,2.3272,2.0995,5.635E7,8.724E6,9.1385,516.19393,516.19745,0.1928,9.0724,9.42,ESTIMATED,516.19545,2.837E6,5.227E7,3.3869,2.6193,5.227E7,1.123E6,9.4119,516.19426,516.19545,0.0322,9.2437,9.4119,ESTIMATED,516.1948,6.469E4,3.057E7,,0.5,3.057E7,9.142E6,9.1585,516.19406,516.19745,0.1922,9.0709,9.4681,ESTIMATED,516.19529,3.258E6,5.31E7,2.3821,2.2079,5.31E7,6.351E6,9.3207,516.19354,516.19783,0.1444,9.1212,9.4679,ESTIMATED,516.19478,4.027E4,4.409E7,1.7207,1.2544,4.409E7,9.824E6,9.0825,516.19377,516.19455,0.1562,9.013,9.41,ESTIMATED,516.19429,2.355E6,6.013E7,3.2693,2.6551,6.013E7,3.304E6,9.3771,516.19447,516.19516,0.0983,9.2647,9.4099,ESTIMATED,516.19489,1.637E6,3.881E7,0.1371,0.6558,3.881E7
410,4.609E6,9.2889,466.24549,466.24688,1,10,0,0.839,1.2,0.00056,0.2596,0,9.0901,9.4899,466.24619,2.931E4,3.906E7,3.906E7,3.197E6,9.2976,466.24565,466.24682,0.1842,9.0924,9.4884,ESTIMATED,466.24626,1.914E5,2.461E7,1.1434,0.9521,2.461E7,4.609E6,9.3352,466.24533,466.24696,0.1096,9.093,9.4893,ESTIMATED,466.24612,9.394E4,3.906E7,1.2323,1.238,3.906E7,3.607E6,9.1381,466.246,466.24669,0.1711,9.0912,9.3651,ESTIMATED,466.24647,2.616E5,3.446E7,2.4912,1.9814,3.446E7,3.948E6,9.3701,466.24497,466.24635,0.1382,9.1624,9.4875,ESTIMATED,466.24609,3.837E4,3.358E7,0.9377,1.0187,3.358E7,4.06E6,9.3646,466.245,466.24629,0.1241,9.1206,9.4879,ESTIMATED,466.24591,3.46E4,3.157E7,1.1642,1.0241,3.157E7,3.832E6,9.188,466.246,466.24689,0.5655,9.0925,9.376,ESTIMATED,466.24643,3.359E5,3.218E7,1.1821,1.2216,3.218E7,4.078E6,9.3447,466.24493,466.24632,0.1173,9.0923,9.4899,ESTIMATED,466.24597,2.931E4,3.373E7,1.365,1.1907,3.373E7,3.844E6,9.2288,466.24549,466.24688,0.13,9.0932,9.4618,ESTIMATED,466.24632,2.417E5,3.18E7,1.336,1.1418,3.18E7,3.939E6,9.3977,466.24529,466.24643,0.1275,9.1848,9.4869,ESTIMATED,466.24597,7.034E4,3.322E7,0.9352,0.9069,3.322E7,3.98E6,9.2242,466.24533,466.24735,0.1198,9.0901,9.4882,ESTIMATED,466.24636,1.639E5,3.242E7,0.9857,1.0006,3.242E7
411,3.765E6,9.3887,371.15954,371.16245,1,10,0,0.844,2.04,0.00076,0.2211,0,9.1909,9.589,371.16048,1.331E4,3.18E7,3.18E7,3.175E6,9.4003,371.15977,371.16139,0.1116,9.1945,9.589,ESTIMATED,371.16049,2.202E4,2.552E7,1.3264,1.1601,2.552E7,3.765E6,9.3352,371.15974,371.16195,0.1159,9.1926,9.5871,ESTIMATED,371.16031,2.943E5,3.134E7,1.0945,6.767,3.134E7,3.043E6,9.5161,371.16037,371.16111,0.122,9.3034,9.5887,ESTIMATED,371.16055,4.896E4,2.727E7,0.6924,0.7992,2.727E7,3.37E6,9.3358,371.15969,371.16192,0.1163,9.1923,9.5888,ESTIMATED,371.16026,3.204E5,2.726E7,1.165,1.0841,2.726E7,3.377E6,9.3025,371.15989,371.16214,0.1146,9.1925,9.5889,ESTIMATED,371.16093,2.985E5,2.695E7,1.5025,1.2506,2.695E7,3.114E6,9.4836,371.16023,371.16247,0.112,9.2716,9.5877,ESTIMATED,371.16053,1.331E4,2.702E7,1.3434,0.9629,2.702E7,3.333E6,9.3259,371.15993,371.1621,0.1083,9.1915,9.5883,ESTIMATED,371.16051,2.843E5,2.744E7,1.1817,1.101,2.744E7,3.207E6,9.4376,371.15954,371.16245,0.1151,9.2104,9.5869,ESTIMATED,371.16048,2.007E4,2.613E7,0.9912,1.037,2.613E7,3.709E6,9.295,371.15989,371.16039,0.1094,9.1909,9.5875,ESTIMATED,371.16018,2.002E5,3.18E7,1.1246,1.1519,3.18E7,3.106E6,9.4548,371.15975,371.16242,0.1468,9.2366,9.5878,ESTIMATED,371.16052,1.351E4,2.512E7,1.2396,1.1153,2.512E7
412,1.147E6,9.3773,464.17495,464.17747,0.9,9,0,0.757,3.56,0.00165,0.2091,0,9.181,9.5795,464.17577,1.787E4,8.749E6,8.749E6,1.009E6,9.3791,464.17507,464.17769,0.1262,9.1821,9.5795,ESTIMATED,464.17556,1.669E5,7.633E6,0.876,0.9379,7.633E6,1.147E6,9.4276,464.17476,464.17818,0.1414,9.2076,9.5774,ESTIMATED,464.17542,3.757E4,8.749E6,1.0648,0.9769,8.749E6,8.366E5,9.2357,464.17456,464.1761,0.11,9.1957,9.5251,ESTIMATED,464.17574,4.008E4,8.048E6,3.243,2.4616,8.048E6,9.965E5,9.438,464.17481,464.17575,0.1139,9.2285,9.5792,ESTIMATED,464.17532,2.258E4,7.638E6,1.0374,0.9674,7.638E6,9.93E5,9.4509,464.17496,464.17802,0.1143,9.2289,9.5794,ESTIMATED,464.17692,2.626E4,7.506E6,0.9167,0.8847,7.506E6,1.068E6,9.2778,464.17474,464.17621,0.1173,9.1818,9.5783,ESTIMATED,464.17572,7.533E4,8.265E6,1.3269,1.3935,8.265E6,1.006E6,9.4249,464.17465,464.17797,0.1138,9.2247,9.5787,ESTIMATED,464.17657,3.279E4,7.566E6,1.1383,1.1225,7.566E6,1.012E6,9.3417,464.17495,464.17747,0.1219,9.1828,9.5773,ESTIMATED,464.17554,1.311E5,7.003E6,0.8336,1.04,7.003E6,9.498E5,9.4869,464.17465,464.17798,0.1112,9.2888,9.578,ESTIMATED,464.17527,1.787E4,8.167E6,0.822,0.8452,8.167E6,1.084E6,9.311,464.17498,464.17608,0.1144,9.181,9.5783,ESTIMATED,464.17565,1.184E5,8.227E6,0.5068,1.1,8.227E6
413,6.048E6,9.4078,279.16997,279.17132,1,10,0,0.872,1.75,0.00049,0.0351,0,9.2104,9.61,279.17102,1.555E5,4.282E7,4.282E7,4.123E6,9.4003,279.17105,279.17143,0.1374,9.2129,9.6082,ESTIMATED,279.17121,2.054E5,2.838E7,1.2885,1.134,2.838E7,6.048E6,9.4184,279.17088,279.17143,0.1463,9.2106,9.6093,ESTIMATED,279.17109,2.125E5,4.282E7,0.8888,1.0615,4.282E7,4.277E6,9.3957,279.17007,279.17139,0.1227,9.2111,9.6071,ESTIMATED,279.17109,1.932E5,3.267E7,1.1215,1.081,3.267E7,5.175E6,9.4071,279.16992,279.17117,0.1357,9.2104,9.6079,ESTIMATED,279.17103,1.595E5,3.547E7,1.1057,1.062,3.547E7,5.54E6,9.4047,279.1706,279.17126,0.1457,9.2107,9.6078,ESTIMATED,279.17096,2.184E5,3.593E7,1.0521,1.0804,3.593E7,3.913E6,9.4,279.17006,279.17138,0.1391,9.2127,9.6097,ESTIMATED,279.17104,1.821E5,2.57E7,1.1403,1.0795,2.57E7,5.49E6,9.3972,279.17078,279.1711,0.1363,9.2126,9.6074,ESTIMATED,279.171,2.098E5,3.778E7,1.2103,1.0833,3.778E7,3.85E6,9.4016,279.16997,279.17132,0.1729,9.2104,9.61,ESTIMATED,279.17076,2.235E5,2.522E7,1.1267,1.0059,2.522E7,5.512E6,9.4222,279.16978,279.17111,0.141,9.2122,9.6095,ESTIMATED,279.17081,1.555E5,3.79E7,0.8864,0.9595,3.79E7,3.809E6,9.4308,279.17083,279.1714,0.1532,9.2119,9.6076,ESTIMATED,279.17124,1.658E5,2.399E7,0.7432,0.9176,2.399E7
414,7.514E6,9.4386,376.1628,376.16327,1,10,0,0.865,1.13,0.00043,0.0736,0,9.2403,9.6399,376.16296,1.199E5,4.939E7,4.939E7,5.183E6,9.4305,376.16267,376.16327,0.1486,9.2403,9.6369,ESTIMATED,376.16308,2.575E5,3.326E7,1.0733,1.1087,3.326E7,7.514E6,9.4553,376.16248,376.16314,0.1593,9.2406,9.638,ESTIMATED,376.16291,4.373E5,4.939E7,0.8705,0.9734,4.939E7,5.507E6,9.4079,376.16286,376.16335,0.1101,9.2418,9.6378,ESTIMATED,376.16317,3.97E5,4.775E7,0.9535,1.0099,4.775E7,6.475E6,9.4751,376.16256,376.16308,0.1454,9.2406,9.6398,ESTIMATED,376.16286,2.511E5,4.108E7,0.7171,0.8748,4.108E7,6.59E6,9.4694,376.16226,376.16294,0.138,9.2411,9.6394,ESTIMATED,376.16274,3.421E5,4.355E7,0.762,0.9006,4.355E7,4.979E6,9.4149,376.16289,376.16338,0.0978,9.2406,9.638,ESTIMATED,376.16313,4.12E5,4.273E7,0.9614,1.0298,4.273E7,6.642E6,9.4465,376.16246,376.16293,0.1417,9.2429,9.6392,ESTIMATED,376.16279,3.893E5,4.375E7,0.9543,1.0057,4.375E7,4.929E6,9.4016,376.1628,376.16327,0.1686,9.2412,9.6391,ESTIMATED,376.16307,3.942E5,3.066E7,1.4474,1.2518,3.066E7,6.653E6,9.4745,376.16236,376.16307,0.1352,9.2427,9.6379,ESTIMATED,376.16279,1.199E5,4.639E7,0.8326,1.0035,4.639E7,4.711E6,9.4099,376.16282,376.16334,0.1346,9.2427,9.6399,ESTIMATED,376.16311,3.451E5,3.374E7,1.2414,1.1374,3.374E7
415,1.678E7,9.4723,245.20145,245.20169,0.9,9,0,0.84,1.05,0.00026,0.267,0,9.2705,9.6895,245.20152,1.234E4,1.317E8,1.317E8,1.665E7,9.4548,245.20146,245.20168,0.1304,9.2705,9.6688,ESTIMATED,245.20158,5.682E5,1.179E8,1.0761,1.1031,1.179E8,5.369E6,9.5333,245.20047,245.20156,0.1215,9.2922,9.6696,ESTIMATED,245.20146,2.069E4,4.138E7,0.9398,0.9733,4.138E7,1.119E7,9.3034,245.20146,245.20174,0.0904,9.2911,9.6895,ESTIMATED,245.20166,2.512E5,1.271E8,11.0009,6.9623,1.271E8,4.395E6,9.5601,245.20122,245.20243,0.1269,9.308,9.6682,ESTIMATED,245.20143,1.882E4,3.306E7,0.7991,0.8587,3.306E7,4.241E6,9.551,245.20116,245.20236,0.1258,9.3272,9.6677,ESTIMATED,245.20147,2.201E4,3.311E7,1.2405,0.9579,3.311E7,1.608E7,9.3457,245.20147,245.20174,0.1356,9.2716,9.6693,ESTIMATED,245.20164,5.804E5,1.233E8,1.803,1.5436,1.233E8,4.342E6,9.5469,245.2012,245.2024,0.1414,9.2981,9.6677,ESTIMATED,245.20138,1.234E4,3.138E7,2.9879,0.9153,3.138E7,1.678E7,9.4376,245.20145,245.20169,0.1383,9.2722,9.6682,ESTIMATED,245.20159,8.04E5,1.177E8,0.7954,0.9274,1.177E8,4.073E6,9.6127,245.20115,245.20243,0.1243,9.3699,9.6696,ESTIMATED,245.20139,1.422E4,3.559E7,0.4519,0.7026,3.559E7,1.65E7,9.3771,245.20142,245.20175,0.1433,9.2709,9.6691,ESTIMATED,245.20163,6.89E5,1.317E8,1.3483,0.9397,1.317E8
416,2.427E6,9.5944,283.18041,283.18087,0.9,9,0,0.848,0.98,0.00028,0.2646,0,9.4003,9.7999,283.1806,1.918E4,1.92E7,1.92E7,1.979E6,9.5827,283.18019,283.18173,0.1126,9.4003,9.7972,ESTIMATED,283.18064,7.485E4,1.663E7,1.2186,1.1116,1.663E7,2.427E6,9.6475,283.18023,283.18088,0.1186,9.403,9.7983,ESTIMATED,283.1805,8.929E4,1.92E7,0.8701,1.1313,1.92E7,9.472E5,9.4291,283.18042,283.18156,0.0976,9.414,9.6714,ESTIMATED,283.18067,3.169E4,1.304E7,7.3698,4.8282,1.304E7,2.078E6,9.6876,283.18022,283.18088,0.1226,9.4627,9.7978,ESTIMATED,283.18046,6.604E4,1.636E7,0.8615,0.9613,1.636E7,2.062E6,9.6871,283.18027,283.18181,0.1215,9.4848,9.7999,ESTIMATED,283.18069,8.028E4,1.613E7,0.9496,0.9237,1.613E7,1.196E6,9.4626,283.18053,283.18108,0.1233,9.403,9.7036,ESTIMATED,283.18066,2.133E4,1.135E7,1.9088,1.6308,1.135E7,2.003E6,9.6745,283.1803,283.18203,0.1221,9.4681,9.7971,ESTIMATED,283.18061,7.452E4,1.556E7,1.0214,0.9565,1.556E7,1.873E6,9.5487,283.18041,283.18087,0.1212,9.4016,9.789,ESTIMATED,283.18065,3.095E4,1.489E7,1.139,1.0521,1.489E7,2.095E6,9.7272,283.18034,283.1815,0.1953,9.531,9.7995,ESTIMATED,283.18042,6.636E4,1.851E7,0.681,0.7935,1.851E7,1.468E6,9.4973,283.18045,283.182,0.1293,9.4009,9.7865,ESTIMATED,283.18067,1.918E4,1.089E7,1.4226,1.3578,1.089E7
417,3.184E6,9.6244,393.21786,393.219,0.9,9,0,0.836,1.13,0.00045,0.2508,0,9.4209,9.8197,393.21818,1.291E4,2.555E7,2.555E7,2.704E6,9.6146,393.21617,393.21856,0.1166,9.4214,9.8186,ESTIMATED,393.21829,2.035E4,2.176E7,1.1894,1.1006,2.176E7,3.184E6,9.6827,393.21671,393.2183,0.1173,9.4738,9.817,ESTIMATED,393.21812,2.486E4,2.555E7,1.0983,1.023,2.555E7,1.452E6,9.4562,393.21814,393.21913,0.0921,9.4442,9.7105,ESTIMATED,393.21839,4.987E4,2.112E7,9.9093,6.394,2.112E7,2.723E6,9.6876,393.21592,393.2182,0.1164,9.4875,9.8197,ESTIMATED,393.21804,1.394E4,2.214E7,1.3664,1.0832,2.214E7,2.747E6,9.7153,393.21576,393.21814,0.1203,9.491,9.8186,ESTIMATED,393.21792,1.356E4,2.242E7,1.0286,0.9013,2.242E7,2.541E6,9.5016,393.21803,393.21897,0.1398,9.4209,9.8061,ESTIMATED,393.21837,3.993E4,1.868E7,1.6033,1.4256,1.868E7,2.722E6,9.6997,393.21732,393.21819,0.118,9.4837,9.8189,ESTIMATED,393.21797,2.23E4,2.24E7,1.0649,0.9683,2.24E7,2.74E6,9.5805,393.21786,393.219,0.1203,9.4226,9.8193,ESTIMATED,393.21831,1.456E5,2.157E7,0.9964,1.2116,2.157E7,2.51E6,9.7524,393.21588,393.21819,0.1185,9.5404,9.8182,ESTIMATED,393.21799,1.291E4,2.259E7,0.6269,0.7686,2.259E7,2.753E6,9.5531,393.21799,393.21937,0.125,9.4218,9.8196,ESTIMATED,393.21837,9.53E4,2.075E7,3.0565,1.0746,2.075E7
418,7.549E4,9.7069,959.52056,959.52455,1,10,0,0.869,1.35,0.00129,0.0222,0,9.5814,9.8513,959.52218,9.809E3,7.937E5,7.937E5,6.123E4,9.6981,959.52036,959.52934,0.0961,9.5858,9.8247,ESTIMATED,959.52228,1.059E4,6.319E5,1.3555,1.1285,6.319E5,7.549E4,9.7203,959.51789,959.52897,0.0861,9.5903,9.8324,ESTIMATED,959.52202,1.277E4,7.937E5,0.9479,0.9579,7.937E5,6.848E4,9.7045,959.51969,959.52536,0.0976,9.5979,9.8187,ESTIMATED,959.52275,2.025E4,6.964E5,0.9858,1.0395,6.964E5,6.416E4,9.7127,959.52031,959.52878,0.0943,9.592,9.8513,ESTIMATED,959.52187,1.152E4,5.903E5,1.1696,1.1257,5.903E5,6.119E4,9.709,959.52042,959.52837,0.0911,9.6047,9.8217,ESTIMATED,959.52154,1.524E4,6.004E5,1.1217,1.0063,6.004E5,6.27E4,9.7097,959.52134,959.52567,0.089,9.5814,9.7941,ESTIMATED,959.52283,1.169E4,6.354E5,0.8111,0.9069,6.354E5,6.293E4,9.6997,959.52046,959.52848,0.0941,9.5819,9.8314,ESTIMATED,959.52174,1.185E4,6.31E5,1.4034,1.1401,6.31E5,6.14E4,9.7059,959.52056,959.52455,0.087,9.5971,9.8072,ESTIMATED,959.52254,1.848E4,6.22E5,1.0668,0.9689,6.22E5,6.425E4,9.7019,959.51894,959.52343,0.13,9.5938,9.8245,ESTIMATED,959.52166,1.409E4,5.792E5,1.1657,1.0902,5.792E5,6.134E4,9.7071,959.52141,959.52418,0.0997,9.6012,9.8196,ESTIMATED,959.52261,9.809E3,5.892E5,1.4407,1.0466,5.892E5
419,7.994E4,9.7586,527.3125,527.31718,1,10,0,0.838,1.41,0.00074,0.1509,0,9.5686,9.9599,527.31363,8.985E3,7.049E5,7.049E5,6.993E4,9.7664,527.3123,527.31707,0.1209,9.6209,9.8884,ESTIMATED,527.31372,1.038E4,5.705E5,0.9379,0.9572,5.705E5,7.994E4,9.7141,527.31261,527.31468,0.1087,9.5871,9.8668,ESTIMATED,527.31352,9.77E3,6.899E5,1.6649,1.1205,6.899E5,7.593E4,9.8433,527.31335,527.31474,0.1116,9.7344,9.9597,ESTIMATED,527.314,2.726E4,6.59E5,0.8052,1.1209,6.59E5,7.194E4,9.7096,527.31272,527.31436,0.1181,9.5888,9.8513,ESTIMATED,527.3134,8.985E3,5.827E5,1.3422,1.1059,5.827E5,7.295E4,9.7216,527.31243,527.31656,0.0983,9.5731,9.8502,ESTIMATED,527.31326,1.378E4,6.109E5,1.0057,0.9786,6.109E5,7.596E4,9.8091,527.31301,527.31496,0.1098,9.7127,9.9596,ESTIMATED,527.31392,2.119E4,6.393E5,2.0027,1.371,6.393E5,7.031E4,9.7091,527.31257,527.31665,0.104,9.5883,9.8722,ESTIMATED,527.31335,1.551E4,6.467E5,1.4294,1.1696,6.467E5,7.103E4,9.7981,527.3125,527.31718,0.0967,9.6553,9.9076,ESTIMATED,527.31388,1.031E4,6.576E5,0.9018,0.8973,6.576E5,7.228E4,9.6924,527.31241,527.31471,0.1176,9.5686,9.8625,ESTIMATED,527.31337,1.155E4,5.992E5,1.2699,1.1841,5.992E5,7.611E4,9.8226,527.31287,527.3172,0.0962,9.6819,9.9599,ESTIMATED,527.31387,1.063E4,7.049E5,1.0463,1.0297,7.049E5
420,1.031E7,9.7912,251.15399,251.15515,1,10,0,0.867,2.41,0.00061,0.097,0,9.5903,9.9898,251.15486,1.13E4,8.549E7,8.549E7,7.696E6,9.7849,251.15399,251.15515,0.1175,9.5922,9.989,ESTIMATED,251.15497,1.568E5,6.179E7,1.0638,1.0546,6.179E7,1.031E7,9.8076,251.15398,251.15514,0.109,9.5903,9.9887,ESTIMATED,251.15493,8.173E4,8.549E7,1.0876,1.0618,8.549E7,6.772E6,9.7434,251.15411,251.15525,0.1085,9.5918,9.9883,ESTIMATED,251.15482,4.778E5,5.609E7,1.0742,1.1155,5.609E7,9.301E6,9.826,251.15392,251.15502,0.1186,9.592,9.9898,ESTIMATED,251.15487,4.591E4,7.479E7,0.9544,0.9944,7.479E7,9.734E6,9.8186,251.15444,251.15494,0.1187,9.5921,9.9885,ESTIMATED,251.15485,3.805E4,7.54E7,1.0579,1.0486,7.54E7,6.797E6,9.7399,251.15411,251.15521,0.1081,9.5908,9.9881,ESTIMATED,251.15486,4.936E5,5.697E7,1.3425,1.2163,5.697E7,9.453E6,9.8064,251.15445,251.15497,0.1123,9.5915,9.9886,ESTIMATED,251.15489,5.94E4,7.886E7,1.2457,1.1372,7.886E7,7.361E6,9.7708,251.15399,251.15515,0.1178,9.5907,9.9877,ESTIMATED,251.15452,2.799E5,5.993E7,1.0394,1.0271,5.993E7,1.001E7,9.837,251.15384,251.15515,0.1256,9.5938,9.987,ESTIMATED,251.15481,1.13E4,7.825E7,1.0744,1.0329,7.825E7,7.314E6,9.7774,251.15496,251.15525,0.1135,9.5916,9.9879,ESTIMATED,251.15513,3.423E5,5.93E7,0.8522,0.984,5.93E7
421,4.501E6,9.8122,412.32142,412.32214,0.9,9,0,0.848,1.01,0.00042,0.2433,0,9.6108,10.0267,412.32179,1.035E4,3.827E7,3.827E7,3.674E6,9.7972,412.32097,412.32204,0.12,9.6114,10.0073,ESTIMATED,412.32187,8.945E4,2.888E7,1.2654,1.1455,2.888E7,4.501E6,9.8729,412.32042,412.32395,0.1134,9.6316,10.0097,ESTIMATED,412.32176,1.146E4,3.827E7,0.972,1.0382,3.827E7,2.662E6,9.6531,412.32075,412.32248,0.1009,9.6317,10.0267,ESTIMATED,412.32198,7.474E4,2.974E7,5.8609,3.9086,2.974E7,4.046E6,9.8886,412.31966,412.32384,0.1114,9.6398,10.0079,ESTIMATED,412.32169,1.035E4,3.395E7,1.0616,1.7876,3.395E7,4.085E6,9.8875,412.31979,412.3237,0.1179,9.6583,10.0097,ESTIMATED,412.32156,1.137E4,3.451E7,1.1764,1.1043,3.451E7,3.495E6,9.6975,412.32127,412.32226,0.1125,9.6128,10.0077,ESTIMATED,412.32198,1.162E5,2.953E7,1.4102,1.3213,2.953E7,4.125E6,9.8784,412.31995,412.32374,0.11,9.6614,10.0096,ESTIMATED,412.32163,3.86E4,3.494E7,1.1932,1.0644,3.494E7,3.639E6,9.7708,412.32142,412.32214,0.1153,9.6132,10.0088,ESTIMATED,412.32191,1.982E5,3.065E7,1.0272,1.0597,3.065E7,3.891E6,9.9408,412.32026,412.32379,0.1093,9.724,10.0083,ESTIMATED,412.32157,5.696E4,3.61E7,0.6351,0.7744,3.61E7,3.709E6,9.7349,412.32144,412.32217,0.1118,9.6108,10.0067,ESTIMATED,412.32196,1.694E5,3.014E7,1.2874,1.1466,3.014E7
