rt,rt_range:min,rt_range:max,mz,datafile:SA4.mzML:area,datafile:SA1.mzML:area,datafile:SA2.mzML:area,datafile:SA3.mzML:area,datafile:SA5.mzML:area,datafile:SB3.mzML:area,datafile:SB4.mzML:area,datafile:SB5.mzML:area,datafile:SB2.mzML:area,datafile:SB1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
0.5806,0.5568,0.6889,245.14022,981900,881500,1047000,1037000,1006000,990700,1025000,1030000,971100,1006000,0.67,197,1.01,1/1,0.833,990680,6.68604933075607,1004560,2.42754271552812,1.01401057859248,1.00397086989355,0.67178133286209
13.7936,13.7067,14.3061,376.14091,4812000,6557000,5146000,5235000,3919000,273000,4824,73990,20100,1312000,13.82,198,1,1/1,0.967,5133800,18.5180899680479,336782.8,164.965853792908,0.0656010752269274,0.0656010752269274,1.03183416321844E-05
9.6217,9.3609,10.0535,393.21818,2808000,2868000,2864000,2799000,3247000,2580000,2783000,2775000,2706000,2705000,9.77,199,0.92,1/1,0.051,2917200,6.41114541445739,2709800,3.0033993930247,0.928904428904429,1.00967872707003,0.0525852771230521
28.8117,28.6211,29.0935,451.16587,3364000,3441000,3674000,3393000,3706000,3033000,3113000,3054000,3081000,3350000,28.92,200,0.91,1/1,0.112,3515600,4.60682985918853,3126200,4.11520452629963,0.889236545682103,0.97718301723308,0.0029569121420037
0.605,0.5559,0.7038,227.11429,261100,195900,289000,274800,269300,243500,279600,255000,264900,262900,0.67,201,1.15,1/1,0.071,258020,14.0234788631583,261180,5.08978277419394,1.01224711262693,0.880214880545155,0.859120850704096
27.1972,27.0558,27.3297,616.08608,287000,299600,350500,293600,300400,236300,242700,260600,247800,259700,27.03,202,0.81,1/1,0.048,306220,8.27288201227515,249420,4.25528389946559,0.814512442035138,1.00557091609276,0.00170108484519395
15.5374,15.1023,15.8185,442.18877,1323000,1558000,1311000,1560000,1432000,1472000,1483000,1500000,1708000,1429000,15.4,203,0.99,1/1,0.894,1436800,8.42888027451922,1518400,7.19077357011928,1.05679287305123,1.06746754853659,0.295608455831349
10.887,10.826,11.3664,398.19733,199200,182100,178200,174000,207200,261700,16320,13320,250800,181300,10.87,204,0.92,1/1,0.006,188140,7.6140549042167,144688,84.6669780415764,0.7690443286914,0.835917748577609,0.453537767544493
7.7974,7.5401,8.1397,267.18574,6457000,6770000,6535000,6492000,6649000,6337000,6587000,6656000,6667000,7221000,7.84,205,1.08,1/1,0.037,6580600,1.94839123568669,6693600,4.834072617106,1.01717168647236,0.941825635622554,0.48854651887148
11.169,10.9688,11.2698,460.19942,205300,211600,212800,209900,233500,197700,202900,206600,226900,202700,10.97,206,1.02,1/1,0.637,214620,5.09361929102449,207360,5.48430117649717,0.966172770478054,0.947228206351033,0.333530339813999
18.1002,17.6402,18.2824,493.26433,32150000,17900000,30170000,33420000,36600000,48350000,50550000,49000000,50440000,43530000,17.94,207,1.05,1/1,0.263,30048000,23.9007020447131,48374000,5.92505759918809,1.60989084132055,1.53322937268624,0.000728853471005331
25.2599,25.0873,25.4819,417.1287,865500,754900,736500,729700,731400,724800,737100,761000,715500,704700,25.33,208,0.97,1/1,0.506,763600,7.57405136891872,728620,2.97483769282877,0.954190675746464,0.983701727573674,0.240997009259876
16.7766,16.2812,16.9482,299.15778,8935000,4110000,8374000,9013000,10470000,11690000,11820000,12440000,13270000,10910000,16.58,209,0.98,1/1,0.681,8180400,29.383301904401,12026000,7.34355942164828,1.4700992616498,1.50010128739775,0.00996164008011871
4.1214,3.6801,4.2789,399.16694,1981000,2252000,2139000,1990000,1953000,1943000,1992000,2074000,1946000,1934000,3.98,210,0.98,1/1,0.652,2063000,6.20995054547695,1977800,2.94785411070248,0.958700920988851,0.978266245906991,0.212888891171409
6.172,6.0159,6.2842,186.09148,97350,95850,92350,93180,97240,95210,90520,86780,96130,113800,6.19,211,1.12,1/1,0.189,95194,2.43031106985594,96488,10.76220026981,1.01359329369498,0.904994012227661,0.79253012528944
6.4663,6.4026,7.0021,307.16718,370600,102600,238200,245300,16620,6197000,6942000,6850000,4585000,2862000,6.47,212,1.05,1/1,0.229,194664,70.617392705005,5487200,31.8052288875642,28.1880573706489,26.8457689244275,0.000143552443305099
28.1134,28.026,28.4012,316.03544,197400,207800,3392,201400,2550,200600,198200,203100,190800,276000,28.12,213,0.91,1/1,0.519,122508.4,89.1250343677596,213740,16.4249396620544,1.74469669018614,1.91724911009466,0.113175463167622
32.4086,32.2394,32.506,810.45747,41470,37740,56050,45390,46940,44050,40780,41370,13900,51060,32.31,214,0.95,1/1,0.444,45518,15.1351422152675,38232,37.1470092360254,0.83993145568786,0.884138374408273,0.332200577059586
12.4993,12.2805,12.8786,394.1406,701700,679100,694900,775100,691700,745200,682600,678400,837800,899300,12.58,215,1.09,1/1,0.127,708500,5.38076170102079,768660,12.6720152488316,1.08491178546224,0.995331913268114,0.234390437149696
31.5324,31.4206,31.7197,463.0859,11180000,11430000,12410000,11300000,12640000,11050000,11150000,11100000,11280000,11880000,31.42,216,0.97,1/1,0.44,11792000,5.76518708715846,11292000,3.00798438096381,0.957598371777476,0.987214816265439,0.179451961603362
28.3224,28.0176,28.5984,486.2003,2665000,2826000,3077000,2685000,2942000,2394000,2236000,2221000,2538000,2876000,28.25,217,0.91,1/1,0.123,2839000,6.13675797164028,2453000,10.9870575988644,0.864036632617119,0.949490805073757,0.027517367929335
3.9371,3.7609,4.0775,308.14325,1326000,1365000,1407000,1341000,1295000,1397000,1453000,1412000,1380000,1360000,4.04,218,1.07,1/1,0.242,1346800,3.12926847635875,1400400,2.51484527131263,1.03979803979804,0.971773868970131,0.060652390041267
9.1187,8.88,9.4772,416.16341,1168000,1137000,1156000,1175000,1174000,1173000,1207000,1229000,1164000,1136000,9.18,219,1.01,1/1,0.755,1162000,1.36749127212312,1181800,3.0959764325481,1.01703958691911,1.00696988803872,0.299282907903465
32.4525,32.3691,32.5667,351.19587,90270,68600,134600,96880,94450,36670,36790,82950,36420,70360,32.56,220,0.95,1/1,0.71,96960,24.5806408765197,52638,42.5018349927963,0.542883663366337,0.571456487754039,0.0162634432330466
21.6778,21.449,21.8945,392.20098,81760,83070,79780,78000,82670,73620,76440,78320,66130,76800,21.74,221,1.05,1/1,0.552,81056,2.62611234175661,74262,6.53454220572483,0.916181405448085,0.872553719474367,0.0209277277784159
3.5724,3.367,3.6784,302.17554,852000,934300,933700,847200,842300,956800,863900,903200,835800,851100,3.41,223,1,1/1,0.927,881900,5.40702304994872,882160,5.5131020272043,1.00029481800658,1.00029481800658,0.993398573749303
27.3121,27.119,27.5199,331.04393,323000,332400,468400,322100,466100,316800,313300,316800,319400,327000,27.22,225,0.84,1/1,0.149,382400,20.2840811863968,318660,1.61356604899728,0.83331589958159,0.992042737597131,0.104083546996235
13.7572,13.3608,13.96,192.13852,25910000,26250000,25320000,29990000,25500000,24820000,24810000,24260000,28820000,24670000,13.66,226,0.98,1/1,0.753,26594000,7.2668457328683,25476000,7.39172985056855,0.957960442205009,0.977510655311233,0.381297410252155
29.4576,29.3671,29.8977,340.36961,4318,64020,81240,2587,7136,134300,163700,176600,121800,128800,29.46,227,1.13,1/1,0.474,31860.2,118.477516248932,145040,16.4007617696391,4.55238824615037,4.02866216473484,0.000469209413761916
3.6974,3.6266,3.8947,555.25335,4014000,4104000,4367000,4017000,4028000,4600000,4265000,4452000,4101000,4106000,3.66,228,1.06,1/1,0.445,4106000,3.66522615524131,4304800,5.08212822109588,1.0484169508037,0.989072595097832,0.132651870804876
29.1459,29.0525,29.2043,178.13545,1129,1502,208.1,1664,139.8,915.6,1433,1406,1403,567,29.3,229,1.27,1/1,0.253,928.58,77.1156767357697,1144.92,33.9495930239118,1.23297938788257,0.970849911718562,0.569099508369637
29.889,29.6404,30.2399,305.10881,17250000,17860000,20620000,17280000,20900000,16270000,16210000,16050000,16240000,16340000,29.94,230,0.88,1/1,0.09,18782000,9.71484629285721,16222000,0.663074432722222,0.863699286550953,0.981476461989719,0.0139772491802422
0.5823,0.2815,0.7632,109.0763,1107000,324100,1151000,1113000,772400,1009000,1071000,1039000,1048000,758400,0.71,231,0.94,1/1,0.221,893500,39.5279325895895,985080,13.0599751157669,1.10249580302182,1.17286787555513,0.600748295868935
18.0639,17.7604,18.3598,204.13857,18990000,19780000,19640000,19170000,18900000,18010000,20130000,18420000,20840000,17830000,18.06,232,0.94,1/1,0.43,19296000,2.03854344890091,19046000,7.11107001115097,0.987043946932007,1.05004675205533,0.702194449417184
0.5809,0.5572,0.6542,114.128,351800,366800,333000,322600,337700,307000,325800,330700,320100,377900,0.61,233,0.96,1/1,0.296,342380,5.02969952569538,332300,8.12114677530803,0.970559027980606,1.0109989874798,0.501361573807766
32.2974,32.2032,32.5109,291.19589,2553000,2237000,3402000,2579000,2599000,2427000,2289000,2357000,2299000,3001000,32.3,234,0.96,1/1,0.719,2674000,16.1960782684046,2474600,12.0974699947768,0.925430067314884,0.963989653453004,0.421664262020815
0.576,0.5509,0.7599,146.11782,6100000,6693000,6222000,6090000,5991000,5943000,5907000,5799000,5852000,6475000,0.46,235,1.03,1/1,0.155,6219200,4.45797285777969,5995200,4.5658219758863,0.963982505788526,0.935905345425753,0.234548701185522
32.2505,32.2212,32.2931,362.21253,5958,5361,12270,5990,5889,4504,4228,5367,5012,10280,32.34,236,0.94,1/1,0.781,7093.6,40.9521052346605,5878.2,42.5292239045146,0.828662456298635,0.881555804573016,0.498397915998725
8.6528,8.4569,8.8597,220.95373,184700,181100,175700,186300,182000,176500,175000,174600,169900,164200,8.56,237,0.98,1/1,0.68,181960,2.23696461725921,172040,2.92443771188598,0.945482523631567,0.964778085338334,0.00898680660595087
31.4316,30.9406,31.5388,279.15975,6696000,6898000,8811000,6658000,8914000,6667000,6657000,6733000,6581000,8656000,31.24,238,0.96,1/1,0.715,7595400,15.2837405800483,7058800,12.6719588821428,0.929351976196119,0.96807497520429,0.436640422891096
4.4451,4.3479,4.7332,275.21208,5414000,6061000,5978000,5302000,5246000,7678,3262000,2504000,4221000,4563000,4.48,239,0.86,1/1,0.01,5600200,6.93950289865045,2911535.6,62.3061338848097,0.519898503624871,0.604533143749849,0.0118670413635706
2.3507,2.173,2.5289,215.04898,79340,22730,21830,80720,96250,130300,20770,18410,13500,102200,2.29,240,0.93,1/1,0.321,60174,58.5389513761816,57036,96.47006223042,0.947851231428856,1.01919487250415,0.917115193267227
6.8356,6.7479,7.1676,428.25572,1819000,2262000,1780000,1781000,1595000,288500,155400,3615,399700,8733,6.94,241,0.94,1/1,0.355,1847400,13.4062856419214,171189.6,101.472614146844,0.0926651510230595,0.0985799478968718,1.67962634693892E-06
3.6281,3.5103,3.832,214.09936,3655000,4073000,4047000,3499000,3551000,4054000,3382000,3358000,3412000,3435000,3.81,242,0.97,1/1,0.633,3765000,7.3106333360271,3528200,8.37196744994604,0.937104913678619,0.966087539874865,0.226082589055976
4.2615,4.1697,4.4022,427.11704,1146000,1190000,1257000,1142000,1140000,1166000,1229000,1287000,1158000,1133000,4.43,243,1.04,1/1,0.449,1175000,4.27738957383117,1194600,5.23994021185059,1.01668085106383,0.977577741407529,0.599989077877109
12.9949,12.747,13.2498,347.22199,938600,940800,909300,1132000,915200,912800,920400,928900,1115000,1106000,12.95,244,1.05,1/1,0.674,967180,9.63423841780294,996620,10.4515501233395,1.03043900825079,0.981370484048372,0.650198576814577
6.8526,6.627,6.9599,488.16489,965000,966700,998300,1002000,975900,986600,997800,1022000,939200,1020000,6.66,245,0.97,1/1,0.184,981580,1.78291849992555,993120,3.38796669715942,1.01175655575704,1.04304799562582,0.515463828849122
10.6015,10.5579,10.9278,489.22922,816500,9867,991600,770900,595900,33020,17790,10100,46460,93000,10.63,246,0.94,1/1,0.324,636953.4,59.3107057542364,40074,81.6901708276402,0.0629151206351988,0.0669309793991476,0.00784928040639552
32.8715,32.7951,32.9829,245.17531,35820,66220,33040,26950,50740,20230,31620,51040,21560,29920,32.84,247,0.75,1/1,0.134,42554,37.2754685188178,30874,39.9386150027497,0.725525215020915,0.96736695336122,0.229823494109103
9.2049,9.0901,9.6895,233.09261,3836000,4398000,3926000,3859000,4064000,4758000,4579000,4443000,4387000,4129000,9.39,248,1.09,1/1,0.085,4016600,5.75020583484091,4459200,5.23698709513617,1.11019270029378,1.01852541311356,0.0167318079445737
21.9333,21.82,22.3377,558.23199,705000,643100,708400,672500,705400,695100,707100,718000,596300,611600,22.12,249,0.89,1/1,0.034,686880,4.15488053688592,665620,8.58343559121588,0.96904845096669,1.08881848423224,0.477944978832602
3.3517,3.19,3.5827,406.23402,5730000,6155000,6286000,5807000,5711000,6735000,6040000,6408000,5908000,5745000,3.49,250,1.07,1/1,0.295,5937800,4.45694497118437,6167200,6.49604582411135,1.03863383744821,0.970685829390853,0.316541829662448
5.1683,4.7316,5.3307,445.16195,355500,13390,403800,25560,358200,360400,367000,370100,352500,346700,5.13,251,0.98,1/1,0.613,231290,84.0319134057762,359340,2.72001403236369,1.55363396601669,1.58534078164968,0.179406449978688
3.4325,3.3598,3.5244,417.11884,466200,470600,519500,487800,486900,498700,451200,477700,428500,433100,3.38,252,0.93,1/1,0.064,486200,4.30854592273489,457840,6.53514941250355,0.941670094611271,1.01254848882932,0.1207371362973
31.0623,30.8758,31.3939,529.22952,2456000,2513000,45100,27400,15720,2211000,29190,2124000,31060,32610,31.03,253,0.93,1/1,0.108,1011444,132.968476267344,885572,132.190223582431,0.875552180842439,0.941453957895096,0.878482800085684
3.8227,3.4606,3.9906,359.19756,2280000,2576000,2525000,2277000,2234000,2262000,2312000,2244000,2255000,2330000,3.76,254,1.07,1/1,0.067,2378400,6.692738256571,2280600,1.66495841434325,0.958879919273461,0.896149457264917,0.218196769713658
3.4342,3.2575,3.5726,313.17719,1412000,1491000,1538000,1444000,1410000,1680000,1528000,1613000,1449000,1403000,3.3,255,1.02,1/1,0.814,1459000,3.76970527758739,1534600,7.42816001666882,1.05181631254284,1.03119246327729,0.218420477826906
10.8481,10.5711,11.1693,330.15081,2517000,2560000,2598000,2522000,2793000,2438000,2482000,2417000,2787000,2388000,10.87,256,0.99,1/1,0.903,2598000,4.3804717936182,2502400,6.50347862079239,0.96320246343341,0.972931781245869,0.31311573750782
22.604,22.48,22.8814,433.22274,802300,852200,815900,788400,907900,744600,760500,795700,671700,714800,22.78,257,0.89,1/1,0.049,833340,5.75561857349471,737460,6.36441121552836,0.884944920440636,0.994320135326558,0.0127116191136077
11.2141,10.9904,11.5891,234.11305,911200,900100,906400,918900,1125000,888100,903100,916500,1072000,860300,11.29,258,1.02,1/1,0.775,952320,10.1620396788476,928000,8.96140411494513,0.974462365591398,0.955355260383723,0.681204583675163
7.3297,7.0607,7.6241,413.12057,836400,867800,850200,847400,823500,843000,852500,862400,830700,907800,7.36,259,1.05,1/1,0.159,845060,1.95237346740321,859280,3.43840276425382,1.01682720753556,0.96840686431958,0.374910217733544
3.395,3.2853,3.5298,328.15799,1399000,1477000,1519000,1427000,1421000,1628000,1477000,1507000,1391000,1370000,3.23,260,1.06,1/1,0.033,1448600,3.35555993421883,1474600,6.99162461645709,1.0179483639376,0.960328645224146,0.623782503025518
5.6224,5.4693,5.9698,163.08666,1432000,1465000,1572000,1389000,1423000,1375000,1415000,1426000,1394000,1490000,5.67,261,0.94,1/1,0.229,1456200,4.81815379089169,1420000,3.08214264000269,0.975140777365746,1.03738380570824,0.356316434008006
3.4873,3.3904,3.6275,316.20262,1445000,1683000,1654000,1509000,1482000,1673000,1471000,1547000,1438000,1411000,3.69,262,1.06,1/1,0.373,1554600,6.87777782959505,1508000,6.98839578391922,0.970024443586775,0.915117399610165,0.507281816568052
10.489,10.0625,10.7097,223.08707,6498000,7491000,6744000,7589000,7306000,5729000,3399000,1512000,6541000,5864000,10.36,263,0.94,1/1,0.631,7125600,6.73152649017201,4609000,45.5340364835534,0.64682272370046,0.688109280532405,0.0309392443726741
5.0855,4.919,5.3891,119.06061,1443000,1516000,1745000,1460000,1408000,1385000,1405000,1441000,1363000,1350000,5.09,264,0.92,1/1,0.143,1514400,8.89343757091557,1388800,2.58936420532755,0.917062863180137,0.99680745997841,0.078702747328483
10.6266,10.5172,10.7268,185.97775,7575,5731,6086,9135,10710,6604,7509,6741,4126,7048,10.78,265,0.94,1/1,0.702,7847.4,26.660351532749,6405.6,20.620271501938,0.816270357060937,0.868372720277593,0.228817258162242
3.8072,3.724,4.0123,226.10912,2169000,2194000,2554000,2234000,2161000,2173000,2275000,2350000,2149000,2178000,3.91,266,0.98,1/1,0.645,2262400,7.31391163572075,2225000,3.81453641278188,0.983468882602546,1.00353967612505,0.664863298712264
6.7021,6.4901,7.0898,296.20152,10800000,11050000,10900000,10960000,10830000,8647000,8154000,7283000,8867000,10850000,6.79,267,0.99,1/1,0.897,10908000,0.924517949063345,8760200,15.0372906958628,0.803098643197653,0.8112107507047,0.00663505471021393
5.6722,5.4507,5.9625,425.24462,2375000,2353000,2372000,2344000,2358000,2403000,2432000,2371000,2337000,2625000,5.75,268,1.16,1/1,0.084,2360400,0.551242727735101,2433600,4.63182146191781,1.0310116929334,0.888803183563277,0.187139465456462
8.5959,8.2404,8.8397,457.23397,8869000,9066000,8808000,8737000,8819000,8298000,8468000,8517000,8386000,7877000,8.54,269,0.88,1/1,0.015,8859800,1.40556125515756,8309200,3.07548070667194,0.937854127632678,1.06574332685532,0.00250880157244804
20.7875,20.4101,21.0099,223.07547,4531000,4611000,4436000,4980000,5136000,4418000,4265000,4413000,5083000,5010000,20.71,270,0.97,1/1,0.759,4738800,6.39324721628474,4637800,8.17196955930461,0.978686587321685,1.00895524466153,0.654013851177545
3.5372,3.4641,3.6354,433.87595,572100,569200,674900,574700,573600,657600,586100,606200,561900,559200,3.66,271,1.04,1/1,0.647,592900,7.7392293941237,594200,6.78280238408806,1.00219261258222,0.963646742867522,0.963204088923134
0.5806,0.5576,0.7298,156.10256,967000,977000,1034000,1003000,974200,934000,957800,953800,951300,963300,0.7,272,0.97,1/1,0.413,991040,2.78504092181139,952040,1.1614280973952,0.960647400710365,0.990358145062232,0.0189122923340807
6.3469,6.2004,6.6151,329.19465,1269000,1601000,1342000,1330000,1223000,745400,688200,620700,780600,921500,6.5,273,0.68,1/1,0.002,1353000,10.8442370466406,751280,15.0149577940528,0.555269770879527,0.816573192469892,8.63604617203918E-05
18.5869,18.2902,18.8898,225.09118,1221000,1255000,1231000,1219000,1224000,1240000,1514000,1226000,1491000,1176000,18.59,275,1.14,1/1,0.085,1230000,1.19487304526009,1329400,12.035927854756,1.08081300813008,0.948081586079019,0.20395272180216
7.7627,7.5528,7.9535,189.05505,84030,79930,79080,88190,86080,86290,89620,88670,83990,106400,7.76,276,1.11,1/1,0.312,83462,4.68687603129525,90994,9.76506682603353,1.0902446622415,0.982202398415765,0.121003282347052
6.2334,6.0994,6.3594,331.25983,1103,8196,719.6,1070,1908,2606,3020,2810,3813,3652,6.35,277,1,1/1,0.99,2599.32,121.523818540553,3180.2,16.6050577900129,1.2234738316175,1.2234738316175,0.695689519596967
7.8317,7.7777,8.3765,386.24417,4620000,6331000,4782000,4373000,3975000,11780,307900,153800,1080000,2488000,7.83,278,1.11,1/1,0.03,4816200,18.6821058324158,808296,126.89937982832,0.167828578547403,0.151196917610273,0.000175098789227626
17.9243,17.7984,18.3971,318.24312,12420000,13080000,12870000,12290000,11720000,564800,128100,10010,19450,3909000,17.87,279,1.04,1/1,0.277,12476000,4.25895594760116,926272,181.666523550252,0.074244309073421,0.0713887587244432,4.66265882747216E-07
0.585,0.5618,0.6342,325.1155,66200,56660,71050,75670,45450,71720,72080,64150,55620,18420,0.71,280,1.12,1/1,0.205,63006,19.1738236617323,56398,39.4862651978132,0.895121099577818,0.799215267480195,0.575814279598534
6.3288,6.1901,6.544,447.0928,748400,799700,754100,768200,759600,811200,861000,914500,794500,856000,6.49,281,1.14,1/1,0.04,766000,2.63764115128268,847440,5.55682942496315,1.10631853785901,0.97045485777106,0.0074677107720603
0.5815,0.5559,0.6719,265.19134,806700,731800,818100,819100,801600,769500,779000,755500,766600,789800,0.52,282,0.97,1/1,0.616,795460,4.57087681293673,772080,1.68060706220222,0.970608201543761,1.00062701190078,0.212681859542627
0.5809,0.5568,0.7381,249.1967,921800,796800,983400,956900,913100,867700,886300,902900,917400,933300,0.53,283,1.01,1/1,0.602,914400,7.82018774909166,901520,2.84940698375099,0.98591426071741,0.976152733383575,0.714516672744769
4.4659,4.3883,4.6062,385.12995,436900,424400,469500,448000,440200,482400,506200,531600,467900,446900,4.31,284,1.1,1/1,0.142,443800,3.762112903466,487000,6.77289759305823,1.09734114465976,0.997582858781597,0.0309881156099649
4.4104,4.2124,4.6561,343.14367,2903000,3419000,3138000,2859000,2852000,2637000,2615000,29530,2639000,2690000,4.43,285,0.95,1/1,0.123,3034200,8.07210683941648,2122106,55.1390325306753,0.699395557313295,0.736205849803469,0.126393491843387
0.9172,0.887,0.9525,153.05243,40530,50960,39900,38530,39730,44100,39190,45610,36600,40280,0.73,286,0.94,1/1,0.507,41930,12.1620651134235,41156,8.91888905424228,0.981540663009778,1.04419219469125,0.789951810363755
10.7538,10.4401,11.0394,395.21377,9117000,9563000,9428000,8892000,10190000,8032000,8391000,8136000,9565000,8527000,10.74,287,0.97,1/1,0.6,9438000,5.25086815542867,8530200,7.16401129965703,0.903814367450731,0.931767389124465,0.0326180380194683
11.9388,11.6605,12.2599,381.25413,3459000,3579000,3516000,4214000,3938000,3388000,3391000,3269000,4021000,3290000,11.96,288,0.97,1/1,0.671,3741200,8.65028117273896,3471800,8.98640197254437,0.927991018924409,0.95669177208702,0.217031575637794
4.7387,4.5852,4.9463,453.26131,489300,682700,478400,487700,466700,590900,657100,646800,512900,507700,4.65,289,1.05,1/1,0.818,520960,17.4413414601359,583080,12.1899129145985,1.1192414004914,1.06594419094419,0.262966053528474
5.3344,5.1776,5.6698,330.12718,7462000,7797000,8301000,7518000,7391000,7249000,7297000,7516000,7443000,7296000,5.37,290,0.92,1/1,0.12,7693800,4.84435918406082,7360200,1.54330116547593,0.956640411760118,1.03982653452187,0.0918965342676611
18.5062,18.0576,18.6786,426.98427,800600,340000,691400,809500,907300,1078000,1201000,1100000,1146000,970000,18.32,291,1.08,1/1,0.169,709760,31.0509068672251,1099000,7.84009435069628,1.54841073038774,1.4337136392479,0.00623570204348686
3.9577,3.8047,4.0453,347.12577,328100,326700,364200,328300,320000,335600,365000,380400,343000,325100,3.77,292,1.04,1/1,0.444,333460,5.25265621509613,349820,6.43246365318435,1.04906135668446,1.00871284296583,0.235449966151835
7.7203,7.5507,8.0878,618.24206,680500,780800,705000,689500,664300,524800,547900,559500,508000,555400,7.85,293,0.7,1/1,0.001,704020,6.44601582592576,539120,4.07543854291808,0.765773699610807,1.09396242801544,8.28340284161815E-05
23.0539,22.6917,23.2899,526.21751,5736000,5466000,5603000,5746000,6714000,6367000,6174000,6351000,6364000,5988000,22.99,294,1.04,1/1,0.444,5853000,8.45127992513823,6248800,2.66943051366222,1.06762344097044,1.02656100093312,0.128443784516048
29.5736,29.3518,29.7199,334.16681,2669000,2687000,3131000,2675000,3134000,2566000,2558000,2581000,2533000,2996000,29.42,295,0.94,1/1,0.29,2859200,8.72880655817133,2646800,7.40446488840312,0.925713486289871,0.984801581159438,0.172842800778383
25.4807,25.2998,25.6704,330.05916,89860,62730,62850,64380,63230,64430,63940,65650,59680,58530,25.49,296,0.94,1/1,0.575,68610,17.3399975279259,62446,5.02715351079449,0.910158868969538,0.968254115925041,0.295129388985728
6.1891,6.0447,6.3508,397.1713,243600,232700,238200,245300,242900,269300,276600,274500,262800,282600,6.3,297,1.27,1/1,0,240540,2.12523680084161,273160,2.74547273349462,1.13561154070009,0.894182315511883,4.22587415211895E-05
26.7967,26.607,26.9895,455.0454,1387000,1450000,1463000,1420000,1385000,1256000,1249000,1266000,1228000,1255000,26.69,298,0.83,1/1,0,1421000,2.50244959700134,1250800,1.12979893200764,0.880225193525686,1.06051228135625,8.83884430043557E-06
7.4868,7.4271,7.7699,315.15099,1212000,1574000,1250000,1215000,4540,197100,80030,30880,288600,725200,7.49,299,1.05,1/1,0.494,1051108,57.4978435486948,264362,104.619891831412,0.251507932581619,0.239531364363446,0.0293986342168189
7.0455,6.8868,7.1697,469.24697,552000,542700,556800,574600,550000,578900,577300,582400,574600,570300,6.87,300,1.1,1/1,0.029,555220,2.15463109790246,576700,0.790161774930775,1.03868736716977,0.944261242881609,0.00560833034156734
5.1573,4.6802,5.2797,352.1829,1684000,1733000,1917000,1746000,1697000,1667000,1695000,1723000,1663000,1647000,4.98,301,0.92,1/1,0.172,1755400,5.34498704608082,1679000,1.79074405936545,0.956477156203714,1.03964908283012,0.121158415889816
5.1929,4.9787,5.4806,322.14146,632200,665500,717300,638400,618000,679400,651000,619300,635900,588000,5.2,302,0.95,1/1,0.429,654280,5.99462606764586,634720,5.39091304442045,0.97010454239775,1.02116267620816,0.425137269632069
5.2455,4.9165,5.4589,501.27579,388000,454400,513800,470800,389600,472600,478900,493000,463600,225900,5.19,303,0.99,1/1,0.797,443320,12.2472049747469,426800,26.4329223425811,0.962735721375079,0.972460324621292,0.775471796518818
26.2409,25.9936,26.5888,402.19281,8108000,8632000,8213000,8087000,7981000,7796000,7728000,7644000,7815000,7816000,26.29,304,0.95,1/1,0.107,8204200,3.08296000042951,7759800,0.95434656407776,0.945832622315399,0.995613286647789,0.00546200132337303
3.4307,3.3598,3.724,287.12938,4209000,23440,4716000,4364000,4351000,4793000,4217000,4281000,4148000,4093000,3.5,305,1.05,1/1,0.311,3532688,55.7820719844917,4306400,6.52727050263067,1.21901509558727,1.16096675770216,0.41008639514816
3.7663,3.676,4.0542,481.21,566100,603900,624800,575200,20000,586100,633600,659900,584900,582000,3.76,307,0.96,1/1,0.511,478000,53.7838502942689,609300,5.8198473572466,1.27468619246862,1.32779811715481,0.290699641389836
6.3416,6.1646,6.5691,435.15975,1884000,2057000,1883000,1883000,1917000,1858000,1911000,1993000,1855000,2019000,6.27,308,0.99,1/1,0.69,1924800,3.91351235936003,1927200,3.93643806956281,1.00124688279302,1.01136048766971,0.96119546667313
26.8208,26.6407,27.2394,444.12021,4336000,4465000,4417000,4395000,4403000,4487000,4456000,4595000,4434000,4322000,26.94,309,1.03,1/1,0.183,4403200,1.05261352003233,4458800,2.20551981041749,1.01262718023256,0.983133184691804,0.285856740845223
21.8662,21.4819,22.1232,541.14307,1417000,1310000,1486000,1433000,1699000,1714000,1723000,1740000,1620000,1797000,21.78,310,1,1/1,0.925,1469000,9.77453724580255,1718800,3.72157304099662,1.17004765146358,1.17004765146358,0.0074719296874064
6.7355,6.4742,7.0189,479.15127,545600,449400,539000,575900,551400,387100,562600,733800,341600,378400,6.72,311,0.79,1/1,0.345,532260,9.08830692798589,480700,34.394574806808,0.903130049224063,1.14320259395451,0.522168011097862
18.6321,18.1528,18.804,428.27089,4733000,2700000,4358000,4898000,5554000,6519000,7480000,6578000,7105000,6001000,18.45,313,1.04,1/1,0.659,4448600,24.0287681013009,6736600,8.46896359023698,1.51431911163063,1.4560760688756,0.00290634549821413
6.3829,6.3437,6.7631,546.28374,69150,50100,47760,7275,71380,69560,69610,74050,60630,64610,6.35,314,1.28,1/1,0.001,49133,52.3916893530552,67692,7.63922325697524,1.37772983534488,1.07635143386319,0.1526323244005
8.8157,8.7715,9.117,475.24439,1242000,1112000,1154000,1146000,2838,1703000,1722000,1752000,1509000,1405000,8.92,315,1.17,1/1,0.001,931367.6,55.9690161953198,1618200,9.43527963410322,1.73744502170786,1.48499574504946,0.0222375201767153
