rt,rt_range:min,rt_range:max,mz,datafile:SampleA_3-20170326-960MIX_SampleA_4.mzML:area,datafile:20170326-960MIX_SampleA_2.mzML:area,datafile:20170326-960MIX_SampleA_1.mzML:area,datafile:SampleA_4-20170326-960MIX_SampleA_5.mzML:area,datafile:20170326-960MIX_SampleB_3.mzML:area,datafile:20170326-960MIX_SampleB_2.mzML:area,datafile:20170326-960MIX_SampleB_4.mzML:area,datafile:20170326-960MIX_SampleB_1.mzML:area,True RT,Compound Name,Fold change,Compound concentration ratio,p-value,AVG-A,CV-A,AVG-B,CV-B,fc,ratio,true p-value
3.2004,3.0936,3.2581,306.20708,94.65,87.08,95.45,90.77,90.81,100.8,103.1,113.5,3.2,242,1.03,1/1,0.586,91.9875,4.19363400935737,102.0525,9.12410212072403,1.10941704035874,1.07710392267839,0.0927785942237821
5.7397,5.4645,6.2082,425.24335,23180,21490,22460,24060,31030,28330,32700,29260,5.73,243,1.41,1/1,0.001,22797.5,4.78080679925884,30330,6.38525086132964,1.33040903607852,0.943552507857105,0.000503686502195999
8.6441,8.2094,9.1492,457.2339,105600,91530,106200,103800,105500,101800,105300,97190,8.65,244,0.98,1/1,0.762,101782.5,6.78963499955398,102447.5,3.80203087324046,1.00653353965564,1.02707504046494,0.872359965175037
21.2095,20.8638,21.708,223.07545,52180,55420,56240,57350,56200,55310,53350,60900,21.21,245,0.99,1/1,0.889,55297.5,4.02138654939947,56440,5.67473719459554,1.02066097020661,1.03097067697637,0.579215897274929
3.5043,3.4175,3.775,433.87393,4747,4497,4727,4493,5606,5638,6311,5499,3.5,246,1.3,1/1,0.003,4616,3.03220673088101,5763.5,6.41637212870008,1.24859185441941,0.960455272630316,0.00114720296931737
0.5904,0.5588,0.8874,156.10101,907.8,988.5,855.7,988.4,1457,1204,1318,1171,0.59,247,1.32,1/1,0.059,935.1,6.96950317376058,1287.5,10.047675962722,1.37685809004385,1.04307431063928,0.00280679241282668
6.336,5.9584,6.7367,329.19369,14440,14760,14700,12970,16290,15120,14050,14820,6.34,249,1.13,1/1,0.036,14217.5,5.93060279069298,15070,6.17013069468259,1.05996131528046,0.938018863080057,0.223207500923517
31.2077,31.1758,31.3225,175.0362,1535,1371,1605,1445,1329,1236,1223,1554,31.21,250,0.89,1/1,0.435,1489,6.87433484867975,1335.5,11.4656782216851,0.896910678307589,1.00776480708718,0.146603226304397
19.0718,18.6173,19.4905,225.09098,10640,140.3,10670,10960,12030,12100,13010,12070,19.11,251,1.28,1/1,0.021,8102.575,65.5365029433158,12302.5,3.84098741286662,1.51834447691012,1.18620662258603,0.166182390050372
7.9494,7.738,8.2297,189.054,1727,1577,1743,1768,2240,2133,2035,1871,7.96,252,1.29,1/1,0.015,1703.75,5.05754694923958,2069.75,7.57250827044833,1.21482024944974,0.941721123604452,0.00641009479238577
7.7794,7.3305,8.2713,386.24406,82490,86200,87020,79550,107400,98520,96320,100500,7.78,253,1.11,1/1,0.176,83815,4.12763932407472,100685,4.75857273641457,1.20127662112987,1.08223119020709,0.00124961549803536
17.7292,17.105,18.1332,318.2432,144700,100700,47690,148000,86360,145600,159700,141800,17.74,254,0.98,1/1,0.663,110272.5,42.5889351855684,133365,24.1959322559996,1.20941304495681,1.23409494383348,0.448584097597417
3.1766,2.8124,3.2652,325.11397,1071,789.2,1225,849.9,809.8,955.8,693.6,1042,3.17,255,0.99,1/1,0.698,983.775,20.4632226986188,875.3,17.6465957987401,0.889735966049147,0.898723198029442,0.425366724662177
21.7576,21.3386,22.1974,325.11546,677,657.3,660,629.4,806.7,773.1,685.7,765.7,21.77,256,1.36,2/1,0.014,655.925,3.00591591394436,757.8,6.76575804060948,1.15531501314937,0.849496333198066,0.00997930792564453
6.4813,6.2939,6.7234,447.09142,8093,7472,7468,8180,9825,9839,10230,9748,6.47,257,1.3,1/1,0.003,7803.25,4.95233492097821,9910.5,2.18682068491888,1.27004773652004,0.976959797323107,7.69812116133027E-05
0.6301,0.5587,1.1343,265.19078,1421,2144,2371,2257,4572,96.64,4601,3970,0.59,258,1.83,2/1,0.052,2048.25,20.9111428429063,3309.91,65.3140482572589,1.61596973025754,0.883043568446741,0.295835996804182
0.5884,0.5587,1.0853,249.19561,1471,1640,1430,1596,4162,3508,4853,3659,0.59,259,2.94,4/1,0.015,1534.25,6.50313369370346,4045.5,14.9946170194241,2.6367932214437,0.896868442667926,0.000181038570663481
4.5147,4.3538,4.7271,385.1299,4756,4244,4315,4938,6675,6364,6684,5823,4.51,260,1.48,1/1,0.001,4563.25,7.38976515878904,6386.5,6.32667680759609,1.39955075877938,0.945642404580661,0.000447611029440468
4.3798,3.9649,4.7563,343.14304,38760,38000,36550,37540,41240,40170,42920,38280,4.38,261,1.12,1/1,0.193,37712.5,2.44999499887939,40652.5,4.78428496882004,1.07795823665893,0.962462711302618,0.0341512828735081
10.8071,10.318,11.3083,395.21326,100800,104600,100100,102600,126800,119500,124600,115300,10.81,262,1.15,1/1,0.034,102025,1.97393772269108,121550,4.25188961231511,1.19137466307278,1.03597796788937,0.000410512604766712
12.0212,11.7453,12.5147,381.25412,47790,45290,46150,43450,46580,44960,48140,43870,12.02,263,0.96,1/1,0.433,45670,3.95701970953493,45887.5,4.07385804906172,1.00476242610028,1.0466275271878,0.872629002470756
4.8251,4.6066,5.2177,453.26104,30820,30320,31270,28730,34240,34870,33140,34270,4.83,264,1.12,1/1,0.017,30285,3.65495322864541,34130,2.11242767860251,1.12696054152221,1.00621476921626,0.00112962439907678
5.3958,5.1835,5.8891,330.12769,73040,70140,75480,75100,80630,74700,86030,86500,5.39,265,1.19,1/1,0.008,73440,3.33232157930985,81965,6.74347939696505,1.1160811546841,0.937883323263946,0.0303306235340498
3.9562,3.8204,4.1619,347.12444,3380,3115,2997,3401,4154,4138,4728,4180,3.96,266,1.4,1/1,0.001,3223.25,6.18089795008614,4300,6.64785519752348,1.33405724036299,0.952898028830706,0.000825129424323419
7.888,7.6307,8.3671,618.23942,7989,10800,9681,6718,8123,8711,8438,9120,7.89,267,1.04,1/1,0.749,8797,20.5125794947972,8598,4.91833255483591,0.977378651813118,0.939787165204921,0.837080546598689
22.1181,21.7987,22.5741,501.16133,227700,220300,199600,217400,74.2,122200,4961,242900,22.01,268,1.04,1/1,0.302,216250,5.51078593530307,92533.8,124.330352267896,0.427901965317919,0.411444197421076,0.0762292934982811
23.087,22.6582,23.5982,526.21936,68500,149800,143000,150300,81430,156100,136600,162300,23.1,269,1.08,1/1,0.304,127900,31.0709434093037,134107.5,27.4301970154398,1.04853401094605,0.970864824950048,0.826280776950971
29.6079,29.4056,29.9457,334.16621,35000,36350,36230,36350,40600,42080,41030,39570,29.61,270,1.17,1/1,0.002,35982.5,1.8271054263165,40820,2.54690684986981,1.13444035294935,0.969607139272949,0.000223532919156489
25.6902,25.5229,25.9489,330.05781,2069,2121,2193,2221,2623,2614,2627,2563,25.7,271,1.17,1/1,0.018,2151,3.20837174513746,2606.75,1.13816082855255,1.21187819618782,1.03579333007506,1.90421530591489E-05
6.2859,6.1283,6.5357,397.16853,2590,2618,2368,2536,3745,3488,3647,3461,6.29,272,1.68,1/1,0.009,2528,4.42896677287291,3585.25,3.7500298533474,1.41821598101266,0.844176179174201,1.94905625461887E-05
26.8571,26.6622,27.2398,455.0432,23070,24760,25120,22280,23800,24010,24390,23170,26.85,273,0.97,1/1,0.676,23807.5,5.690967103588,23842.5,2.14119511970873,1.00147012496062,1.03244342779446,0.963008843023644
7.4991,7.0994,7.9843,315.15027,10550,11080,11130,11560,13460,13930,14040,14180,7.5,274,1.23,1/1,0,11080,3.73505208343272,13902.5,2.24590221630615,1.25473826714801,1.02011241231546,3.55707875757467E-05
7.1633,6.9511,7.4976,469.24597,24510,23520,23740,24140,23600,26420,23070,26420,7.16,275,1.02,1/1,0.621,23977.5,1.8269394666811,24877.5,7.21221941991798,1.03753518923991,1.01719136199991,0.367399856251366
5.1666,4.8145,5.5436,352.1818,17680,18200,18420,17890,20750,20320,22170,19220,5.17,276,1.18,1/1,0.068,18047.5,1.81495534995923,20615,5.92073723392604,1.14226347139493,0.968019891012653,0.00662567252124344
5.3509,5.0531,5.7546,322.14045,1311,1450,1466,1317,1580,1341,1571,1706,5.35,277,1.04,1/1,0.751,1386,6.01952452310934,1549.5,9.81279987732602,1.11796536796537,1.0749666999667,0.108335821553877
5.5795,5.3706,6.0756,501.27878,18910,17680,17710,18820,18260,18560,18330,20210,5.58,278,0.96,1/1,0.6,18280,3.70136320000816,18840,4.89532794062371,1.03063457330416,1.07357768052516,0.365321421770852
3.3829,3.3354,3.6915,287.12913,35480,30730,28020,37420,28280,34140,34770,32360,3.39,280,1.07,1/1,0.469,32912.5,13.0813600114578,32387.5,9.02298945646281,0.984048613748576,0.919671601634183,0.846750738386806
3.3956,3.2974,3.6413,341.15176,6880,2727,6392,6545,11000,11190,12180,3077,3.42,281,1.45,1/1,0.007,5636,34.599209598258,9361.75,45.0946631581293,1.6610628105039,1.14556055896821,0.160190411823302
3.7513,3.6788,4.0267,481.20879,7350,6542,6570,7323,9672,8716,9791,8353,3.75,282,1.26,1/1,0,6946.25,6.49129525720439,9133,7.75721470349425,1.31481014936117,1.04350011854061,0.00199949355280788
6.5148,6.2956,6.8552,435.15831,15220,14870,15210,15400,18530,17730,20020,17120,6.51,283,1.27,1/1,0.022,15175,1.45821503181133,18350,6.83454938120505,1.20922570016474,0.952146220602161,0.00248627479581065
26.9076,26.7209,27.3909,444.1192,53110,54200,49160,54920,65950,64930,71890,60520,26.9,284,1.22,1/1,0.015,52847.5,4.86014937675475,65822.5,7.11201474806232,1.24551776337575,1.02091619948832,0.00282317275750217
21.8734,21.3818,22.3696,541.14198,20190,16570,12820,19750,24710,24360,25270,22810,21.88,285,1.24,1/1,0.01,17332.5,19.6935761045483,24287.5,4.33924271596342,1.40126929179287,1.13005588047812,0.00804171497327024
6.9259,6.576,7.4188,479.14919,9568,9003,7963,9713,13370,12570,11720,13190,6.93,286,1.37,1/1,0.01,9061.75,8.76166605771742,12712.5,5.86142942849961,1.40287472066654,1.02399614647193,0.000534106879514511
18.5657,18.0835,19.066,428.27103,99950,84500,60900,82010,110500,81050,61590,106600,18.57,287,1.09,1/1,0.335,81840,19.6209852115046,89935,25.5419671548222,1.09891251221896,1.00817661671465,0.58450941834592
6.2784,6.1059,6.6486,546.28264,30870,26140,25800,30340,24550,29220,20870,31970,6.28,288,1.04,1/1,0.849,28287.5,9.50362338989131,26652.5,18.4733347924301,0.942200618647813,0.905962133315204,0.581180780587992
3.918,3.8008,4.1952,573.34232,1962,1741,1652,2095,2310,2238,2721,2236,3.92,289,1.24,1/1,0.172,1862.5,10.8729361631287,2376.25,9.7799790118115,1.2758389261745,1.02890235981814,0.0157413604334377
5.4534,5.2293,5.8553,435.24972,18570,18000,18670,18040,25040,22790,24970,22080,5.46,290,1.41,1/1,0.033,18320,1.90605642922967,23720,6.37481744593305,1.29475982532751,0.918269379664901,0.000437121312763493
5.5577,5.396,5.9724,485.18807,20790,18920,19860,20210,24960,24870,26100,23060,5.56,292,1.36,1/1,0.002,19945,3.92881820272962,24747.5,5.07765477309279,1.24078716470293,0.912343503458039,0.000638576795312401
26.2301,26.0356,26.6887,478.15603,31370,33590,33210,31720,33380,34830,34430,33810,26.23,293,1.08,1/1,0.056,32472.5,3.36147417549428,34112.5,1.88746660392933,1.05050427284625,0.97268914152431,0.0413128514133077
3.548,3.3369,3.7478,409.33168,10420,10280,11210,9699,9262,11080,299.7,10290,3.53,294,0.93,1/1,0.363,10402.25,5.98366964056232,7732.925,64.8017321071766,0.743389651277368,0.799343711050933,0.331096314986225
6.0455,5.7546,6.3613,228.0343,9703,8914,9248,9518,11200,10080,11410,9621,6.04,295,1.11,1/1,0.011,9345.75,3.6717483345158,10577.75,8.17441930715598,1.13182462616697,1.01966182537565,0.0380954591989371
13.5879,13.2919,14.0405,639.37716,43350,46630,47730,42780,57690,58670,57460,53200,13.6,296,1.17,1/1,0.151,45122.5,5.3832076577621,56755,4.27694222285724,1.25779821596764,1.07504121022876,0.000505376780245821
31.9141,31.8545,32.1749,628.10073,6146,4545,7138,5688,6662,6774,6465,7217,31.91,297,1.1,1/1,0.325,5879.25,18.2992268371043,6779.5,4.69664526934261,1.15312327252626,1.04829388411478,0.159672427239124
13.1529,12.6034,13.6093,342.10057,54070,53700,56240,54160,58860,57120,219.8,55400,13.09,298,1.09,1/1,0.048,54542.5,2.10668644437058,42899.95,66.4067769635803,0.786541687674749,0.721597878600687,0.445314448872504
4.1186,3.978,4.3785,507.23313,6077,6047,5617,6049,5680,6498,4997,5794,4.11,299,1.17,1/1,0.27,5947.5,3.71178715079666,5742.25,10.7026931155725,0.965489701555275,0.825204873124167,0.552762792190421
27.7296,27.5009,28.2187,518.16461,41940,42510,41120,39320,49280,52360,51090,47390,27.73,300,1.31,1/1,0.021,41222.5,3.37374057998258,50030,4.33092964296089,1.21365758990842,0.926456175502614,0.000479346599835412
3.8236,3.4856,4.1335,414.28636,46870,46490,47450,43900,33890,36210,37530,40610,3.83,301,0.86,1/1,0.052,46177.5,3.39734271854737,37060,7.56732014739469,0.80255535704618,0.93320390354207,0.00128964078560403
4.6327,4.4336,5.031,481.29166,10490,8306,8231,11040,10410,8722,9800,9241,4.64,302,1.04,1/1,0.605,9516.75,15.3315022712123,9543.25,7.61169123172294,1.00278456405811,0.96421592697895,0.975113962085445
14.9049,14.4174,15.2647,501.23293,65700,53110,43510,63200,71600,73020,43070,69220,14.91,303,1.16,1/1,0.038,56380,18.0213835163376,64227.5,22.0962361131494,1.13918942887549,0.982059852478869,0.403179462870206
5.274,4.9682,5.7689,334.06397,4265,4047,4639,4276,5733,5939,6486,5802,5.28,304,1.32,1/1,0.001,4306.75,5.69622260923446,5990,5.70233564269613,1.39083996052708,1.05366663676294,0.000202731336871388
14.7643,14.2601,15.2597,310.14147,35490,33570,32690,35590,37350,38190,35140,34050,14.76,305,0.99,1/1,0.855,34335,4.18705506583074,36182.5,5.29881604618866,1.05380806756954,1.06445259350458,0.174032313969267
14.5403,14.0557,15.0394,448.19754,36410,34380,33740,37420,42110,38680,44730,38040,14.54,306,1.13,1/1,0.057,35487.5,4.84423015782753,40890,7.63511182196252,1.15223670306446,1.01967849828713,0.0230475132567165
5.615,5.204,6.0577,354.12638,14200,13190,14730,14520,19420,19210,19610,18630,5.62,307,1.48,1/1,0.008,14160,4.81919303309238,19217.5,2.20825854124764,1.35716807909605,0.917005458848679,1.53930276341392E-05
8.3637,8.0393,8.7901,592.09911,37640,245.5,36260,36880,38380,40620,37520,38610,8.33,308,1.05,1/1,0.484,27756.375,66.1082864967184,38782.5,3.38232804435037,1.39724657848873,1.33071102713212,0.275819418425949
9.0312,8.5963,9.5183,401.0459,18230,16470,14220,19410,23100,23790,23130,24190,9.03,309,1.26,1/1,0.08,17082.5,13.2213954956256,23552.5,2.25479358978531,1.37875018293575,1.09424617693314,0.0014101231944582
10.0306,9.5347,10.5278,501.205,73490,69410,71380,72270,59020,75700,74900,75700,10.03,310,1.09,1/1,0.577,71637.5,2.39890333664457,71330,11.5173519402102,0.995707555400454,0.913493170092159,0.943969703372286
25.2498,25.0231,25.7584,499.25002,70580,70810,75210,75030,88170,89060,81880,86830,25.26,311,1.21,1/1,0.063,72907.5,3.50794609515635,86485,3.70457150572795,1.18622912594726,0.980354649543192,0.000570490683198383
5.4893,5.3186,5.8317,376.08245,14160,13400,14630,15110,17640,17680,18310,17520,5.49,312,1.3,1/1,0.007,14325,5.08545614146216,17787.5,1.9952556057083,1.24171029668412,0.955161766680091,0.000140831819481349
30.5852,30.3907,30.9296,557.00133,48910,50100,49750,49510,54950,56830,54620,51700,30.58,313,1.04,1/1,0.042,49567.5,1.01038850152967,54525,3.88813913181228,1.10001513088213,1.05770685661743,0.00388531266346668
26.8659,26.5008,27.3242,519.12452,71050,246,64700,72810,79770,78320,84150,79990,26.83,314,1.09,1/1,0.385,52201.5,66.6871580750974,80557.5,3.11202385997283,1.54320278152927,1.41578236837547,0.155309489524731
14.6281,14.3937,14.9814,388.10552,9543,9267,9186,9999,10350,10340,11120,10470,14.63,315,1.09,1/1,0.121,9498.75,3.86204876941685,10570,3.51365914156586,1.11277799710488,1.02089724505035,0.00632734018569045
22.3077,21.8076,22.6601,327.01031,12510,11970,10250,10150,12980,14090,11380,9964,22.3,316,1.16,1/1,0.073,11220,10.6857752209149,12103.5,14.9444944120332,1.07874331550802,0.929951134058639,0.446603075722923
21.7684,21.281,22.2698,474.2283,13660,14530,14230,12840,17420,17150,16710,15120,21.77,317,1.31,1/1,0.022,13815,5.38138226385707,16600,6.19965082826549,1.20159247195078,0.917246161794487,0.00463159331785624
10.4006,9.962,10.9009,434.18959,35210,33410,32310,36070,49920,45490,47070,42340,10.41,318,1.26,1/1,0.022,34250,4.97299793260283,46205,6.84389067102369,1.34905109489051,1.07067547213533,0.000555484965131105
26.1661,25.9914,26.4723,438.08816,8202,8067,7970,8547,9606,10300,10370,9575,26.18,319,1.27,1/1,0.011,8196.5,3.07803938355593,9962.75,4.32583433482336,1.21548831818459,0.957077415893379,0.000400078182116662
5.1061,4.7568,5.5978,227.15412,95960,103200,115600,97790,109200,106600,113100,116200,5.1,320,1.13,1/1,0.208,103137.5,8.58922032270816,111275,3.80382828834112,1.07889952733002,0.95477834276993,0.148457914540022
17.8853,17.6333,18.1374,354.07799,2187,2185,1800,2095,344.6,546.4,1695,1569,17.9,321,0.68,1/1,0.26,2066.75,8.85138545292209,1038.75,66.6067028072941,0.502600701584614,0.739118678800902,0.0283194488017583
16.9347,16.4526,17.4475,490.19815,32170,32140,32540,32240,37010,33890,37800,34220,16.95,322,1.21,1/1,0.001,32272.5,0.567632930172292,35730,5.50084411432905,1.10713455728561,0.914987237426128,0.0127782067360208
24.4329,24.1455,24.9395,561.19603,181500,144000,171200,157400,180200,188700,146200,196800,24.44,323,0.87,1/1,0.069,163525,9.99086315682327,177975,12.4967884772171,1.08836569331906,1.25099504979203,0.335338526446239
11.5237,11.1203,12.0227,500.16165,9498,8724,8467,9801,11140,11380,11090,10830,11.53,324,1.19,1/1,0.031,9122.5,6.90352171997104,11110,2.03003058194267,1.21786790901617,1.02341841093796,0.0010147016723859
32.3375,32.2565,32.5251,638.17509,27440,27080,26160,26720,27770,28980,32120,28210,32.33,325,1.12,1/1,0.094,26850,2.0331238828985,29270,6.71235133783924,1.0901303538175,0.973330673051343,0.0552517866058054
17.6269,17.2986,17.9523,389.08967,25010,24220,23890,25070,25940,27440,24190,25760,17.63,326,1.07,1/1,0.255,24547.5,2.38290260583672,25832.5,5.14465878417802,1.05234748956106,0.983502326692575,0.127134701560538
30.7699,30.6405,30.9232,413.08008,1400,1263,1494,1328,1604,1501,1621,1655,30.76,327,1.14,1/1,0.022,1371.25,7.22947444626344,1595.25,4.15698335651006,1.16335460346399,1.02048649426666,0.00944056680444885
5.3492,5.081,5.7403,174.05321,887.5,738.8,766.4,913.1,1262,1187,1255,1209,5.35,328,1.39,1/1,0.003,826.45,10.4844125558667,1228.25,2.94556917289665,1.48617581220885,1.06919123180492,0.000139687225403406
19.7223,19.4184,20.0455,813.26476,1424,579.2,1283,1441,1465,1527,1593,1595,19.72,329,0.99,1/1,0.946,1181.8,34.5174437602795,1545,4.0122489565854,1.30732780504315,1.32053313640723,0.128806239080958
15.5091,15.2458,15.9548,365.16097,21670,21220,20870,21680,25650,25060,25680,21980,15.51,330,1.12,1/1,0.136,21360,1.82964008579364,24592.5,7.17660086923874,1.15133426966292,1.02797702648475,0.0116929382246106
3.488,3.3261,3.7951,362.2549,27560,24670,25650,26900,31380,30890,34170,31460,3.49,331,1.27,1/1,0.004,26195,4.91996548003625,31975,4.64384087520075,1.22065279633518,0.961143934122188,0.00107261505244929
5.6444,5.4943,5.9881,272.98703,6672,6375,6404,7018,8076,7699,8698,7650,5.65,332,1.27,1/1,0.001,6617.25,4.51474957692591,8030.75,6.02482191017974,1.21360837205788,0.95559714335266,0.00252305540976131
6.4262,6.2325,6.838,454.25938,18940,19090,19330,17160,10430,10380,12130,10050,6.43,333,0.58,1/2,0.005,18630,5.33052082294673,10747.5,8.7179226111936,0.576892109500805,0.994641568104836,2.53706562859559E-05
19.3303,18.8417,19.8252,463.24993,12520,11010,8242,12390,14150,12110,13450,11940,19.33,334,0.96,1/1,0.517,11040.5,17.9959267137706,12912.5,8.25678552198571,1.16955753815497,1.21828910224477,0.147893144384623
8.0568,7.8693,8.4563,283.14359,11370,11510,11170,12340,17690,17010,16430,15090,8.06,335,1.67,1/1,0.006,11597.5,4.43446892059122,16555,6.66927469383385,1.42746281526191,0.854768152851443,0.000184718607399512
3.6714,3.5918,3.8888,162.05424,3797,3475,4190,3782,5201,4833,4150,4614,3.67,336,1.24,1/1,0.013,3811,7.68867378533906,4699.5,9.34482781956282,1.23314090789819,0.994468474111443,0.0151185367183563
7.7686,7.4483,8.1094,480.10156,2453,2399,2396,2534,3392,3292,3679,3326,7.77,337,1.44,1/1,0.003,2445.5,2.6396362451053,3422.25,5.14659801299496,1.39940707421795,0.971810468206911,4.59407011924707E-05
5.5651,5.1316,6.0627,370.24887,67770,67910,70200,64870,61200,68350,63740,66250,5.57,338,0.88,1/1,0.056,67687.5,3.22633426888563,64885,4.77185500999904,0.95859649122807,1.08931419457735,0.18954081771577
25.8375,25.7292,26.0817,974.30288,208.1,322.9,442.5,212.9,202.1,311.7,188.3,152,25.84,339,0.77,1/1,0.355,296.6,37.3498723429977,213.525,32.2098943143497,0.719908968307485,0.934946712087643,0.249709698088573
3.8637,3.7716,4.1478,441.27562,15440,12550,12670,14820,16610,17340,15380,16900,3.87,340,1.2,1/1,0.235,13870,10.6531227457786,16557.5,5.07571557001062,1.193763518385,0.994802931987503,0.0195153438950142
10.2927,10.0617,10.6938,408.25039,18820,19520,19200,19660,19630,18400,19460,19490,10.3,341,1,1/1,0.992,19300,1.93498633149028,19245,2.95237330433396,0.997150259067358,0.997150259067358,0.876787860036611
24.404,24.0208,24.7928,517.22607,53300,54260,48980,52780,54240,56060,55010,54780,24.41,342,1.11,1/1,0.002,52330,4.4256539874596,55022.5,1.38716905012362,1.05145232180394,0.94725434396751,0.0693007822750511
10.1454,9.9744,10.6269,418.10295,23070,22620,22230,24040,35720,30900,34300,29310,10.16,343,1.43,1/1,0.001,22990,3.39110608848334,32557.5,9.09964118829546,1.41615919965202,0.990321118637778,0.000780269373402677
22.2741,21.9943,22.6289,280.07475,2014,1556,1523,2006,2857,2378,2792,2367,22.28,344,1.37,1/1,0.019,1774.75,15.325921006858,2598.5,10.0960732358827,1.46414988026483,1.06872254033929,0.0047724233512171
5.3271,5.0595,5.7705,381.27597,9183,8281,9006,9392,9038,10570,8256,10960,5.34,345,1.1,1/1,0.475,8965.5,5.38547800444292,9706,13.1238903696598,1.0825943896046,0.984176717822359,0.318691865866941
3.8491,3.7578,4.0849,368.20751,11250,9757,10360,11260,15870,14550,15520,13520,3.85,346,1.3,1/1,0.054,10656.75,6.88168207639456,14865,7.10594395494831,1.39489056231966,1.07299274024589,0.000608294698779254
6.5497,6.3036,7.0263,353.14905,30780,28350,29390,29820,32160,34570,34740,32960,6.55,347,1.15,1/1,0.111,29585,3.40618624053297,33607.5,3.73365319827268,1.13596417103262,0.987794931332711,0.00245496129418629
6.8917,6.5326,7.3895,383.14755,13190,10850,10090,13110,18020,17360,14160,15700,6.9,348,1.35,1/1,0.097,11810,13.365267116925,16310,10.6320636334555,1.38103302286198,1.02298742434221,0.0085776210816313
3.383,3.3501,3.4856,380.17521,8930,8428,8506,7981,5701,6465,4921,6436,3.39,349,0.85,1/1,0.231,8461.25,4.594956460226,5880.75,12.4303785572236,0.695021421184813,0.817672260217427,0.000788780345008219
8.4085,8.136,8.8985,405.09688,26470,25990,27150,25380,29440,28340,28520,25940,8.42,350,1.13,1/1,0.088,26247.5,2.85349658838906,28060,5.32139884673702,1.06905419563768,0.946065659856354,0.0730605762852557
9.9522,9.6845,10.4568,251.15382,89090,95060,84730,87010,95370,90980,90620,89420,9.96,352,0.95,1/1,0.537,88972.5,4.98105252056633,91597.5,2.84060937294944,1.02950349827194,1.08368789291783,0.346392689923586
31.1542,31.0918,31.4402,545.17354,40580,37180,38310,43540,45460,41430,42460,42040,31.16,353,1.05,1/1,0.595,39902.5,7.03475527833431,42847.5,4.18290009009433,1.07380489944239,1.02267133280228,0.127380364439953
4.7977,4.6135,5.0473,376.0285,12390,11190,11240,12000,14650,14390,14520,14630,4.8,354,1.26,1/1,0.076,11705,5.02462740795647,14547.5,0.821775280537517,1.24284493806066,0.986384871476713,7.88261710174244E-05
31.8972,31.7892,32.1605,601.17449,12130,10370,12490,11520,14670,13940,14790,14680,31.9,355,1.1,1/1,0.204,11627.5,7.989914160956,14520,2.68918596765094,1.24876370672974,1.13523973339067,0.00121479010352846
9.2673,8.9749,9.5612,445.14474,6460,6521,7343,7712,9543,8817,9794,8336,9.27,356,1.28,1/1,0.013,7009,8.81545715463427,9122.5,7.32521480267872,1.30154087601655,1.01682880938793,0.00352408858277182
29.4903,29.3021,29.9553,416.22306,41600,43780,45680,42450,54150,47920,46100,46950,29.49,357,1.1,1/1,0.226,43377.5,4.09877450795501,48780,7.49569655671743,1.12454613566941,1.02231466879038,0.0376463144307194
9.0421,8.5816,9.5357,443.17282,31390,30410,27020,22640,45540,41230,48420,29900,9.04,358,1.33,1/1,0.003,27865,14.1921055001942,41272.5,19.7153846183423,1.48115916023686,1.11365350393749,0.0251546232430212
27.6808,27.5024,27.8082,378.16075,45190,46640,43820,42150,41760,46410,44280,43770,27.68,359,0.98,1/1,0.891,44450,4.31387121249781,44055,4.33560856952306,0.99111361079865,1.0113404191823,0.780200541029451
4.0086,3.5853,4.2485,284.10599,14130,13590,13160,13880,17270,16710,17860,16880,4.01,360,1.21,1/1,0.015,13690,3.04290228544673,17180,2.97065978185914,1.25493060628196,1.03713273246443,4.16142820267351E-05
21.2455,20.8225,21.6567,384.20781,40250,40510,42030,41920,33030,88.97,22580,44590,21.21,361,0.85,1/1,0.464,41177.5,2.25379881790895,25072.2425,75.488099202272,0.608882095804748,0.71633187741735,0.140073260947026
5.6174,5.4171,6.1188,571.31363,20520,19080,18640,19440,25770,25560,26690,24150,5.62,362,1.21,1/1,0.034,19420,4.13488360450767,25542.5,4.11102876430434,1.31526776519053,1.08699815305002,8.9459969984579E-05
6.9887,6.8636,7.1796,258.03241,1552,1233,1351,1582,2008,1525,2108,1861,6.99,363,1.07,1/1,0.513,1429.5,11.638339938689,1875.5,13.5823577392476,1.31199720181882,1.22616560917647,0.0262266883865318
7.7033,7.2396,8.195,367.12641,38340,36260,34610,36380,40430,40170,42300,35370,7.7,364,1.03,1/1,0.401,36397.5,4.19308983156461,39567.5,7.46773727766057,1.08709389381139,1.05543096486543,0.105233998832497
3.2483,2.7511,3.403,338.08532,3908,3067,4187,3649,4147,4247,3885,3705,3.25,365,1.11,1/1,0.023,3702.75,12.8927472649696,3996,6.17741445954756,1.07919789345757,0.972250354466275,0.317012465713271
5.1051,4.6802,5.5658,312.17017,19690,20690,20060,76.06,27680,25750,24970,23520,5.07,366,1.14,1/1,0.169,15129.015,66.3876060580215,25480,6.80319907349448,1.68418102566492,1.47735177689906,0.0885236785513601
0.5887,0.5578,0.8262,114.12716,370.1,490.2,400,548.3,722,673.8,667.8,608.1,0.59,367,1.36,2/1,0.31,452.15,18.1231858747757,667.925,6.98912950810231,1.47721994913193,1.08619113906759,0.00378663535836752
3.4137,3.3354,3.5726,505.03593,243.7,314.5,249.9,205.6,256.3,154.4,316.7,222.8,3.41,368,0.98,1/1,0.893,253.425,17.8287644900795,237.55,28.497086901927,0.937358192759199,0.956487951795101,0.709931236982444
